Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
496,10,23-12-2018 20:30,Staples Center,Los Angeles Lakers,Memphis Grizzlies,99,107,Memphis Grizzlies
497,10,25-12-2018 11:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,95,109,Milwaukee Bucks
498,10,25-12-2018 14:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,113,109,Houston Rockets
499,10,25-12-2018 16:30,TD Garden,Boston Celtics,Philadelphia 76ers,121,114,Boston Celtics
500,10,25-12-2018 19:00,ORACLE Arena,Golden State Warriors,Los Angeles Lakers,101,127,Los Angeles Lakers
501,10,25-12-2018 21:30,Vivint Smart Home Arena,Utah Jazz,Portland Trail Blazers,117,96,Utah Jazz
502,10,26-12-2018 18:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,106,95,Detroit Pistons
503,10,26-12-2018 18:00,Amway Center,Orlando Magic,Phoenix Suns,120,122,Phoenix Suns
504,10,26-12-2018 18:30,State Farm Arena,Atlanta Hawks,Indiana Pacers,121,129,Indiana Pacers
505,10,26-12-2018 18:30,Barclays Center,Brooklyn Nets,Charlotte Hornets,134,132,Brooklyn Nets
506,10,26-12-2018 18:30,AmericanAirlines Arena,Miami Heat,Toronto Raptors,104,106,Toronto Raptors
507,10,26-12-2018 19:00,United Center,Chicago Bulls,Minnesota Timberwolves,94,119,Minnesota Timberwolves
508,10,26-12-2018 19:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,95,87,Memphis Grizzlies
509,10,26-12-2018 19:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,122,119,Dallas Mavericks
510,10,26-12-2018 19:30,AT+ACY-T Center,San Antonio Spurs,Denver Nuggets,111,103,San Antonio Spurs
511,10,26-12-2018 21:30,Staples Center,LA Clippers,Sacramento Kings,127,118,LA Clippers
512,11,27-12-2018 19:00,Toyota Center,Houston Rockets,Boston Celtics,127,113,Houston Rockets
513,11,27-12-2018 19:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,112,96,Milwaukee Bucks
514,11,27-12-2018 21:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,117,116,Sacramento Kings
515,11,27-12-2018 21:30,Vivint Smart Home Arena,Utah Jazz,Philadelphia 76ers,97,114,Philadelphia 76ers
516,11,27-12-2018 21:30,ORACLE Arena,Golden State Warriors,Portland Trail Blazers,109,110,Portland Trail Blazers
517,11,28-12-2018 18:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,100,87,Charlotte Hornets
518,11,28-12-2018 18:00,Bankers Life Fieldhouse,Indiana Pacers,Detroit Pistons,125,88,Indiana Pacers
519,11,28-12-2018 18:00,Amway Center,Orlando Magic,Toronto Raptors,116,87,Orlando Magic
520,11,28-12-2018 18:00,Capital One Arena,Washington Wizards,Chicago Bulls,92,101,Chicago Bulls
521,11,28-12-2018 19:00,AmericanAirlines Arena,Miami Heat,Cleveland Cavaliers,118,94,Miami Heat
522,11,28-12-2018 19:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,120,123,Atlanta Hawks
523,11,28-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,114,112,New Orleans Pelicans
524,11,28-12-2018 20:00,Pepsi Center,Denver Nuggets,San Antonio Spurs,102,99,Denver Nuggets
525,11,28-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Oklahoma City Thunder,102,118,Oklahoma City Thunder
526,11,28-12-2018 21:30,Staples Center,Los Angeles Lakers,LA Clippers,107,118,LA Clippers
527,11,29-12-2018 16:00,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,129,115,Milwaukee Bucks
528,11,29-12-2018 18:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,104,108,Houston Rockets
529,11,29-12-2018 18:00,Capital One Arena,Washington Wizards,Charlotte Hornets,130,126,Washington Wizards
530,11,29-12-2018 18:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,111,108,Atlanta Hawks
531,11,29-12-2018 19:00,FedExForum,Memphis Grizzlies,Boston Celtics,103,112,Boston Celtics
532,11,29-12-2018 19:00,Vivint Smart Home Arena,Utah Jazz,New York Knicks,129,97,Utah Jazz
533,11,29-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Denver Nuggets,118,122,Denver Nuggets
534,11,29-12-2018 21:00,Moda Center,Portland Trail Blazers,Golden State Warriors,105,115,Golden State Warriors
535,11,29-12-2018 21:30,Staples Center,LA Clippers,San Antonio Spurs,111,122,San Antonio Spurs
536,11,30-12-2018 14:30,Amway Center,Orlando Magic,Detroit Pistons,109,107,Orlando Magic
537,11,30-12-2018 17:00,AmericanAirlines Arena,Miami Heat,Minnesota Timberwolves,104,113,Minnesota Timberwolves
538,11,30-12-2018 17:00,Scotiabank Arena,Toronto Raptors,Chicago Bulls,95,89,Toronto Raptors
539,11,30-12-2018 18:00,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,105,103,Dallas Mavericks
540,11,30-12-2018 20:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,129,95,Portland Trail Blazers
541,11,30-12-2018 20:30,Staples Center,Los Angeles Lakers,Sacramento Kings,121,114,Los Angeles Lakers
542,11,31-12-2018 14:00,Bankers Life Fieldhouse,Indiana Pacers,Atlanta Hawks,116,108,Indiana Pacers
543,11,31-12-2018 17:00,Spectrum Center,Charlotte Hornets,Orlando Magic,125,100,Charlotte Hornets
544,11,31-12-2018 18:00,Toyota Center,Houston Rockets,Memphis Grizzlies,113,101,Houston Rockets
545,11,31-12-2018 18:00,AT+ACY-T Center,San Antonio Spurs,Boston Celtics,120,111,San Antonio Spurs
546,11,31-12-2018 19:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,123,114,New Orleans Pelicans
547,11,31-12-2018 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Dallas Mavericks,122,102,Oklahoma City Thunder
548,11,31-12-2018 20:00,Talking Stick Resort Arena,Phoenix Suns,Golden State Warriors,109,132,Golden State Warriors
549,11,01-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Utah Jazz,122,116,Toronto Raptors
550,11,01-01-2019 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,121,98,Milwaukee Bucks
551,11,01-01-2019 20:00,Pepsi Center,Denver Nuggets,New York Knicks,115,108,Denver Nuggets
552,11,01-01-2019 20:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,108,113,Portland Trail Blazers
553,11,01-01-2019 21:30,Staples Center,LA Clippers,Philadelphia 76ers,113,119,Philadelphia 76ers
554,11,02-01-2019 18:00,Spectrum Center,Charlotte Hornets,Dallas Mavericks,84,122,Dallas Mavericks
555,11,02-01-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Miami Heat,92,117,Miami Heat
556,11,02-01-2019 18:00,Capital One Arena,Washington Wizards,Atlanta Hawks,114,98,Washington Wizards
557,11,02-01-2019 18:30,Barclays Center,Brooklyn Nets,New Orleans Pelicans,126,121,Brooklyn Nets
558,11,02-01-2019 19:00,TD Garden,Boston Celtics,Minnesota Timberwolves,115,102,Boston Celtics
559,11,02-01-2019 19:00,United Center,Chicago Bulls,Orlando Magic,84,112,Orlando Magic
560,11,02-01-2019 19:00,FedExForum,Memphis Grizzlies,Detroit Pistons,94,101,Detroit Pistons
561,11,02-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Philadelphia 76ers,127,132,Philadelphia 76ers
562,11,02-01-2019 21:30,Staples Center,Los Angeles Lakers,Oklahoma City Thunder,100,107,Oklahoma City Thunder
563,12,03-01-2019 19:00,AT+ACY-T Center,San Antonio Spurs,Toronto Raptors,125,107,San Antonio Spurs
564,12,03-01-2019 21:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,113,117,Denver Nuggets
565,12,03-01-2019 21:30,ORACLE Arena,Golden State Warriors,Houston Rockets,134,135,Houston Rockets
567,12,04-01-2019 18:30,Quicken Loans Arena,Cleveland Cavaliers,Utah Jazz,91,117,Utah Jazz
566,12,04-01-2019 19:00,TD Garden,Boston Celtics,Dallas Mavericks,114,93,Boston Celtics
568,12,04-01-2019 19:00,AmericanAirlines Arena,Miami Heat,Washington Wizards,115,109,Miami Heat
569,12,04-01-2019 19:00,United Center,Chicago Bulls,Indiana Pacers,116,119,Indiana Pacers
570,12,04-01-2019 19:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,100,109,Brooklyn Nets
571,12,04-01-2019 19:00,Target Center,Minnesota Timberwolves,Orlando Magic,120,103,Minnesota Timberwolves
572,12,04-01-2019 19:30,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,144,112,Milwaukee Bucks
573,12,04-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,LA Clippers,111,121,LA Clippers
574,12,04-01-2019 21:30,Staples Center,Los Angeles Lakers,New York Knicks,112,119,New York Knicks
575,12,04-01-2019 21:30,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,109,111,Oklahoma City Thunder
576,12,05-01-2019 16:00,Pepsi Center,Denver Nuggets,Charlotte Hornets,123,110,Denver Nuggets
577,12,05-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,105,110,Utah Jazz
578,12,05-01-2019 18:30,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,106,100,Philadelphia 76ers
579,12,05-01-2019 19:00,Quicken Loans Arena,Cleveland Cavaliers,New Orleans Pelicans,98,133,New Orleans Pelicans
580,12,05-01-2019 19:30,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,116,123,Toronto Raptors
581,12,05-01-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Memphis Grizzlies,108,88,San Antonio Spurs
582,12,05-01-2019 21:00,Moda Center,Portland Trail Blazers,Houston Rockets,110,101,Portland Trail Blazers
583,12,05-01-2019 21:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,123,127,Golden State Warriors
584,12,06-01-2019 14:30,United Center,Chicago Bulls,Brooklyn Nets,100,117,Brooklyn Nets
585,12,06-01-2019 14:30,Target Center,Minnesota Timberwolves,Los Angeles Lakers,108,86,Minnesota Timberwolves
586,12,06-01-2019 14:30,Staples Center,LA Clippers,Orlando Magic,106,96,LA Clippers
587,12,06-01-2019 17:00,State Farm Arena,Atlanta Hawks,Miami Heat,106,82,Atlanta Hawks
588,12,06-01-2019 18:00,Chesapeake Energy Arena,Oklahoma City Thunder,Washington Wizards,98,116,Washington Wizards
589,12,06-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,121,105,Toronto Raptors
590,12,06-01-2019 19:00,Talking Stick Resort Arena,Phoenix Suns,Charlotte Hornets,113,119,Charlotte Hornets
591,12,07-01-2019 18:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,107,119,San Antonio Spurs
592,12,07-01-2019 18:30,TD Garden,Boston Celtics,Brooklyn Nets,116,95,Boston Celtics
593,12,07-01-2019 19:00,Toyota Center,Houston Rockets,Denver Nuggets,125,113,Houston Rockets
594,12,07-01-2019 19:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,114,102,Milwaukee Bucks
595,12,07-01-2019 19:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,114,95,New Orleans Pelicans
596,12,07-01-2019 19:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,97,107,Los Angeles Lakers
597,12,07-01-2019 21:00,Moda Center,Portland Trail Blazers,New York Knicks,111,101,Portland Trail Blazers
598,12,07-01-2019 21:00,Golden 1 Center,Sacramento Kings,Orlando Magic,111,95,Sacramento Kings
599,12,08-01-2019 18:00,Quicken Loans Arena,Cleveland Cavaliers,Indiana Pacers,15,123,Indiana Pacers
600,12,08-01-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,132,115,Philadelphia 76ers
601,12,08-01-2019 18:30,AmericanAirlines Arena,Miami Heat,Denver Nuggets,99,103,Denver Nuggets
602,12,08-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,104,101,Toronto Raptors
603,12,08-01-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,117,119,Minnesota Timberwolves
604,12,08-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Sacramento Kings,115,111,Phoenix Suns
605,12,08-01-2019 21:30,ORACLE Arena,Golden State Warriors,New York Knicks,122,95,Golden State Warriors
606,12,08-01-2019 21:30,Staples Center,LA Clippers,Charlotte Hornets,128,109,LA Clippers
607,12,09-01-2019 18:00,TD Garden,Boston Celtics,Indiana Pacers,135,108,Boston Celtics
608,12,09-01-2019 18:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,123,106,Washington Wizards
609,12,09-01-2019 18:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,116,100,Brooklyn Nets
610,12,09-01-2019 19:00,Toyota Center,Houston Rockets,Milwaukee Bucks,109,116,Milwaukee Bucks
611,12,09-01-2019 19:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,96,86,Memphis Grizzlies
612,12,09-01-2019 19:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,140,124,New Orleans Pelicans
613,12,09-01-2019 19:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,104,94,Dallas Mavericks
614,12,09-01-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Orlando Magic,106,93,Utah Jazz
615,12,09-01-2019 21:00,Moda Center,Portland Trail Blazers,Chicago Bulls,124,112,Portland Trail Blazers
616,12,09-01-2019 21:30,Staples Center,Los Angeles Lakers,Detroit Pistons,113,100,Los Angeles Lakers
617,13,10-01-2019 18:00,AmericanAirlines Arena,Miami Heat,Boston Celtics,115,99,Miami Heat
618,13,10-01-2019 20:00,Pepsi Center,Denver Nuggets,LA Clippers,121,100,Denver Nuggets
619,13,10-01-2019 20:30,AT+ACY-T Center,San Antonio Spurs,Oklahoma City Thunder,154,147,San Antonio Spurs
620,13,10-01-2019 21:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,112,102,Sacramento Kings
621,13,11-01-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,121,123,Atlanta Hawks
622,13,11-01-2019 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,113,106,Washington Wizards
623,13,11-01-2019 18:30,Madison Square Garden,New York Knicks,Indiana Pacers,106,121,Indiana Pacers
624,13,11-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,122,105,Toronto Raptors
625,13,11-01-2019 19:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,141,113,Houston Rockets
626,13,11-01-2019 19:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,115,119,Dallas Mavericks
627,13,11-01-2019 21:00,Vivint Smart Home Arena,Utah Jazz,Los Angeles Lakers,113,95,Utah Jazz
628,13,11-01-2019 21:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,127,96,Portland Trail Blazers
629,13,11-01-2019 21:30,ORACLE Arena,Golden State Warriors,Chicago Bulls,146,109,Golden State Warriors
630,13,12-01-2019 14:30,Staples Center,LA Clippers,Detroit Pistons,104,109,Detroit Pistons
631,13,12-01-2019 16:00,AmericanAirlines Arena,Miami Heat,Memphis Grizzlies,112,108,Miami Heat
632,13,12-01-2019 18:00,Amway Center,Orlando Magic,Boston Celtics,105,103,Orlando Magic
633,13,12-01-2019 19:00,Target Center,Minnesota Timberwolves,New Orleans Pelicans,110,106,Minnesota Timberwolves
634,13,12-01-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,122,112,Oklahoma City Thunder
635,13,12-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Denver Nuggets,102,93,Phoenix Suns
636,13,12-01-2019 21:00,Golden 1 Center,Sacramento Kings,Charlotte Hornets,104,97,Sacramento Kings
637,13,12-01-2019 21:00,Vivint Smart Home Arena,Utah Jazz,Chicago Bulls,110,102,Utah Jazz
638,13,13-01-2019 12:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,105,108,Philadelphia 76ers
639,13,13-01-2019 12:00,Capital One Arena,Washington Wizards,Toronto Raptors,138,140,Toronto Raptors
640,13,13-01-2019 14:30,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,114,133,Milwaukee Bucks
641,13,13-01-2019 17:00,Amway Center,Orlando Magic,Houston Rockets,116,109,Orlando Magic
642,13,13-01-2019 18:00,American Airlines Center,Dallas Mavericks,Golden State Warriors,114,119,Golden State Warriors
643,13,13-01-2019 19:00,Pepsi Center,Denver Nuggets,Portland Trail Blazers,116,113,Denver Nuggets
644,13,13-01-2019 20:30,Staples Center,Los Angeles Lakers,Cleveland Cavaliers,95,101,Cleveland Cavaliers
645,13,14-01-2019 18:30,Barclays Center,Brooklyn Nets,Boston Celtics,109,102,Brooklyn Nets
646,13,14-01-2019 19:00,Toyota Center,Houston Rockets,Memphis Grizzlies,112,94,Houston Rockets
647,13,14-01-2019 19:30,AT+ACY-T Center,San Antonio Spurs,Charlotte Hornets,93,108,Charlotte Hornets
648,13,14-01-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Detroit Pistons,100,94,Utah Jazz
649,13,14-01-2019 21:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,115,107,Sacramento Kings
650,13,14-01-2019 21:30,Staples Center,LA Clippers,New Orleans Pelicans,117,121,New Orleans Pelicans
651,13,15-01-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Phoenix Suns,131,97,Indiana Pacers
652,13,15-01-2019 18:00,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,149,107,Philadelphia 76ers
653,13,15-01-2019 18:30,State Farm Arena,Atlanta Hawks,Oklahoma City Thunder,142,126,Atlanta Hawks
654,13,15-01-2019 19:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,124,86,Milwaukee Bucks
655,13,15-01-2019 20:00,Pepsi Center,Denver Nuggets,Golden State Warriors,111,142,Golden State Warriors
656,13,15-01-2019 21:30,Staples Center,Los Angeles Lakers,Chicago Bulls,107,100,Los Angeles Lakers
657,13,16-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,120,115,Detroit Pistons
658,13,16-01-2019 19:00,TD Garden,Boston Celtics,Toronto Raptors,117,108,Boston Celtics
659,13,16-01-2019 19:00,Toyota Center,Houston Rockets,Brooklyn Nets,142,145,Brooklyn Nets
660,13,16-01-2019 19:00,FedExForum,Memphis Grizzlies,Milwaukee Bucks,101,111,Milwaukee Bucks
661,13,16-01-2019 19:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,101,105,San Antonio Spurs
662,13,16-01-2019 21:00,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,129,112,Portland Trail Blazers
663,13,16-01-2019 21:30,ORACLE Arena,Golden State Warriors,New Orleans Pelicans,147,140,Golden State Warriors
664,13,16-01-2019 21:30,Staples Center,LA Clippers,Utah Jazz,109,129,Utah Jazz
665,13,17-01-2019 14:00,The O2 Arena,Washington Wizards,New York Knicks,101,100,Washington Wizards
666,14,17-01-2019 18:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,114,95,Charlotte Hornets
667,14,17-01-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Philadelphia 76ers,96,120,Philadelphia 76ers
668,14,17-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Phoenix Suns,111,109,Toronto Raptors
669,14,17-01-2019 20:00,Pepsi Center,Denver Nuggets,Chicago Bulls,135,105,Denver Nuggets
670,14,17-01-2019 20:30,Chesapeake Energy Arena,Oklahoma City Thunder,Los Angeles Lakers,128,138,Los Angeles Lakers
671,14,18-01-2019 18:00,TD Garden,Boston Celtics,Memphis Grizzlies,122,116,Boston Celtics
672,14,18-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Miami Heat,98,93,Detroit Pistons
673,14,18-01-2019 18:00,Amway Center,Orlando Magic,Brooklyn Nets,115,117,Brooklyn Nets
674,14,18-01-2019 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,113,116,San Antonio Spurs
675,14,18-01-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Cleveland Cavaliers,115,99,Utah Jazz
676,14,18-01-2019 21:30,Staples Center,LA Clippers,Golden State Warriors,94,112,Golden State Warriors
677,14,18-01-2019 21:30,Moda Center,Portland Trail Blazers,New Orleans Pelicans,128,112,Portland Trail Blazers
678,14,19-01-2019 14:30,Wells Fargo Center,Philadelphia 76ers,Oklahoma City Thunder,115,117,Oklahoma City Thunder
679,14,19-01-2019 16:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,135,115,Charlotte Hornets
680,14,19-01-2019 18:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,101,103,Sacramento Kings
681,14,19-01-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Dallas Mavericks,111,99,Indiana Pacers
682,14,19-01-2019 18:00,Amway Center,Orlando Magic,Milwaukee Bucks,108,118,Milwaukee Bucks
683,14,19-01-2019 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,105,113,Boston Celtics
684,14,19-01-2019 18:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,119,90,Toronto Raptors
685,14,19-01-2019 19:00,United Center,Chicago Bulls,Miami Heat,103,117,Miami Heat
686,14,19-01-2019 19:30,Toyota Center,Houston Rockets,Los Angeles Lakers,138,134,Houston Rockets
687,14,19-01-2019 21:00,Pepsi Center,Denver Nuggets,Cleveland Cavaliers,124,102,Denver Nuggets
688,14,20-01-2019 17:00,Bankers Life Fieldhouse,Indiana Pacers,Charlotte Hornets,120,95,Indiana Pacers
689,14,20-01-2019 18:00,Target Center,Minnesota Timberwolves,Phoenix Suns,116,114,Minnesota Timberwolves
690,14,20-01-2019 18:00,AT+ACY-T Center,San Antonio Spurs,LA Clippers,95,103,LA Clippers
691,14,21-01-2019 11:30,Madison Square Garden,New York Knicks,Oklahoma City Thunder,109,127,Oklahoma City Thunder
692,14,21-01-2019 12:00,Quicken Loans Arena,Cleveland Cavaliers,Chicago Bulls,88,104,Chicago Bulls
693,14,21-01-2019 13:00,Capital One Arena,Washington Wizards,Detroit Pistons,101,87,Washington Wizards
694,14,21-01-2019 13:00,Fiserv Forum,Milwaukee Bucks,Dallas Mavericks,116,106,Milwaukee Bucks
695,14,21-01-2019 14:00,State Farm Arena,Atlanta Hawks,Orlando Magic,103,122,Orlando Magic
696,14,21-01-2019 14:30,Barclays Center,Brooklyn Nets,Sacramento Kings,123,94,Brooklyn Nets
697,14,21-01-2019 16:30,FedExForum,Memphis Grizzlies,New Orleans Pelicans,85,105,New Orleans Pelicans
698,14,21-01-2019 17:00,TD Garden,Boston Celtics,Miami Heat,107,99,Boston Celtics
699,14,21-01-2019 19:00,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,121,93,Philadelphia 76ers
700,14,21-01-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Portland Trail Blazers,104,109,Portland Trail Blazers
701,14,21-01-2019 21:30,Staples Center,Los Angeles Lakers,Golden State Warriors,111,130,Golden State Warriors
702,14,22-01-2019 18:00,Scotiabank Arena,Toronto Raptors,Sacramento Kings,120,105,Toronto Raptors
703,14,22-01-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Portland Trail Blazers,123,114,Oklahoma City Thunder
704,14,22-01-2019 19:30,American Airlines Center,Dallas Mavericks,LA Clippers,106,98,Dallas Mavericks
705,14,22-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Minnesota Timberwolves,91,118,Minnesota Timberwolves
706,14,23-01-2019 18:00,Bankers Life Fieldhouse,Indiana Pacers,Toronto Raptors,110,106,Indiana Pacers
707,14,23-01-2019 18:30,TD Garden,Boston Celtics,Cleveland Cavaliers,123,103,Boston Celtics
708,14,23-01-2019 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,114,110,Brooklyn Nets
709,14,23-01-2019 18:30,AmericanAirlines Arena,Miami Heat,LA Clippers,99,111,LA Clippers
710,14,23-01-2019 18:30,Madison Square Garden,New York Knicks,Houston Rockets,110,114,Houston Rockets
711,14,23-01-2019 19:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,122,120,Philadelphia 76ers
712,14,23-01-2019 19:00,United Center,Chicago Bulls,Atlanta Hawks,101,121,Atlanta Hawks
713,14,23-01-2019 19:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,107,118,Charlotte Hornets
714,14,23-01-2019 19:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,94,98,Detroit Pistons
715,14,23-01-2019 21:30,Vivint Smart Home Arena,Utah Jazz,Denver Nuggets,114,108,Utah Jazz
716,15,24-01-2019 19:00,Capital One Arena,Washington Wizards,Golden State Warriors,118,126,Golden State Warriors
717,15,24-01-2019 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,New Orleans Pelicans,122,116,Oklahoma City Thunder
718,15,24-01-2019 20:00,Talking Stick Resort Arena,Phoenix Suns,Portland Trail Blazers,106,120,Portland Trail Blazers
719,15,24-01-2019 21:30,Staples Center,Los Angeles Lakers,Minnesota Timberwolves,105,120,Minnesota Timberwolves
720,15,25-01-2019 18:00,Amway Center,Orlando Magic,Washington Wizards,91,95,Washington Wizards
721,15,25-01-2019 18:30,Barclays Center,Brooklyn Nets,New York Knicks,109,99,Brooklyn Nets
722,15,25-01-2019 18:30,Quicken Loans Arena,Cleveland Cavaliers,Miami Heat,94,100,Miami Heat
723,15,25-01-2019 19:00,United Center,Chicago Bulls,LA Clippers,101,106,LA Clippers
724,15,25-01-2019 19:00,Toyota Center,Houston Rockets,Toronto Raptors,121,119,Houston Rockets
725,15,25-01-2019 19:00,FedExForum,Memphis Grizzlies,Sacramento Kings,96,99,Sacramento Kings
726,15,25-01-2019 19:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,106,101,Dallas Mavericks
727,15,25-01-2019 19:30,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,108,99,Milwaukee Bucks
728,15,25-01-2019 20:00,Pepsi Center,Denver Nuggets,Phoenix Suns,132,95,Denver Nuggets
729,15,25-01-2019 20:00,Vivint Smart Home Arena,Utah Jazz,Minnesota Timberwolves,106,102,Utah Jazz
730,15,26-01-2019 17:00,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,114,126,San Antonio Spurs
731,15,26-01-2019 19:00,FedExForum,Memphis Grizzlies,Indiana Pacers,106,103,Memphis Grizzlies
732,15,26-01-2019 19:30,TD Garden,Boston Celtics,Golden State Warriors,111,115,Golden State Warriors
733,15,26-01-2019 20:00,Pepsi Center,Denver Nuggets,Philadelphia 76ers,126,110,Denver Nuggets
734,15,26-01-2019 21:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,120,111,Portland Trail Blazers
735,15,27-01-2019 14:30,United Center,Chicago Bulls,Cleveland Cavaliers,101,104,Cleveland Cavaliers
736,15,27-01-2019 14:30,Staples Center,LA Clippers,Sacramento Kings,122,108,LA Clippers
737,15,27-01-2019 17:00,Chesapeake Energy Arena,Oklahoma City Thunder,Milwaukee Bucks,118,112,Oklahoma City Thunder
738,15,27-01-2019 18:00,Toyota Center,Houston Rockets,Orlando Magic,103,98,Houston Rockets
739,15,27-01-2019 18:00,American Airlines Center,Dallas Mavericks,Toronto Raptors,120,123,Toronto Raptors
740,15,27-01-2019 18:00,Target Center,Minnesota Timberwolves,Utah Jazz,111,125,Utah Jazz
741,15,27-01-2019 18:00,AT+ACY-T Center,San Antonio Spurs,Washington Wizards,132,119,San Antonio Spurs
742,15,27-01-2019 18:30,Madison Square Garden,New York Knicks,Miami Heat,97,106,Miami Heat
743,15,27-01-2019 20:30,Staples Center,Los Angeles Lakers,Phoenix Suns,116,102,Los Angeles Lakers
