Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
1191,23,13-04-2025 12:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,102,122,Chicago Bulls
1192,23,13-04-2025 12:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,140,133,Milwaukee Bucks
1193,23,13-04-2025 14:30,Toyota Center,Houston Rockets,Denver Nuggets,111,126,Denver Nuggets
1194,23,13-04-2025 14:30,FedExForum,Memphis Grizzlies,Dallas Mavericks,132,97,Memphis Grizzlies
1195,23,13-04-2025 14:30,Target Center,Minnesota Timberwolves,Utah Jazz,116,105,Minnesota Timberwolves
1196,23,13-04-2025 14:30,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,100,115,Oklahoma City Thunder
1197,23,13-04-2025 14:30,Frost Bank Center,San Antonio Spurs,Toronto Raptors,125,118,San Antonio Spurs
1198,23,13-04-2025 14:30,Chase Center,Golden State Warriors,LA Clippers,119,124,LA Clippers
1199,23,13-04-2025 14:30,Moda Center,Portland Trail Blazers,Los Angeles Lakers,109,81,Portland Trail Blazers
1200,23,13-04-2025 14:30,Golden 1 Center,Sacramento Kings,Phoenix Suns,109,98,Sacramento Kings
