Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
271,6,27-01-2021 18:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,106,116,Indiana Pacers
272,6,27-01-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,122,107,Cleveland Cavaliers
273,6,27-01-2021 18:00,Amway Center,Orlando Magic,Sacramento Kings,107,121,Sacramento Kings
274,6,27-01-2021 18:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,128,132,Brooklyn Nets
275,6,27-01-2021 18:30,AmericanAirlines Arena,Miami Heat,Denver Nuggets,82,109,Denver Nuggets
276,6,27-01-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Los Angeles Lakers,107,106,Philadelphia 76ers
277,6,27-01-2021 18:30,Amalie Arena,Toronto Raptors,Milwaukee Bucks,108,115,Milwaukee Bucks
280,6,27-01-2021 19:30,AT&T Center,San Antonio Spurs,Boston Celtics,110,106,San Antonio Spurs
279,6,27-01-2021 20:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,124,106,New Orleans Pelicans
281,6,27-01-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Oklahoma City Thunder,97,102,Oklahoma City Thunder
282,6,27-01-2021 20:00,Vivint Arena,Utah Jazz,Dallas Mavericks,116,104,Utah Jazz
283,6,27-01-2021 21:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,123,111,Golden State Warriors
287,6,28-01-2021 18:30,Toyota Center,Houston Rockets,Portland Trail Blazers,104,101,Houston Rockets
284,6,28-01-2021 19:00,Little Caesars Arena,Detroit Pistons,Los Angeles Lakers,107,92,Detroit Pistons
285,6,28-01-2021 19:00,AmericanAirlines Arena,Miami Heat,LA Clippers,105,109,LA Clippers
286,6,28-01-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Golden State Warriors,114,93,Phoenix Suns
288,6,29-01-2021 18:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,108,105,Charlotte Hornets
290,6,29-01-2021 18:00,Capital One Arena,Washington Wizards,Atlanta Hawks,100,116,Atlanta Hawks
291,6,29-01-2021 18:30,Madison Square Garden,New York Knicks,Cleveland Cavaliers,102,81,New York Knicks
292,6,29-01-2021 18:30,Amalie Arena,Toronto Raptors,Sacramento Kings,124,126,Sacramento Kings
293,6,29-01-2021 18:30,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,131,126,New Orleans Pelicans
289,6,29-01-2021 19:00,Amway Center,Orlando Magic,LA Clippers,90,116,LA Clippers
294,6,29-01-2021 19:00,Target Center,Minnesota Timberwolves,Philadelphia 76ers,94,118,Philadelphia 76ers
295,6,29-01-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Brooklyn Nets,125,147,Brooklyn Nets
296,6,29-01-2021 19:30,AT&T Center,San Antonio Spurs,Denver Nuggets,119,109,San Antonio Spurs
297,6,29-01-2021 21:00,Vivint Arena,Utah Jazz,Dallas Mavericks,120,101,Utah Jazz
298,6,30-01-2021 19:00,United Center,Chicago Bulls,Portland Trail Blazers,122,123,Portland Trail Blazers
299,6,30-01-2021 19:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,126,114,Charlotte Hornets
300,6,30-01-2021 19:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,112,126,Houston Rockets
301,6,30-01-2021 19:00,AmericanAirlines Arena,Miami Heat,Sacramento Kings,105,104,Miami Heat
302,6,30-01-2021 19:30,TD Garden,Boston Celtics,Los Angeles Lakers,95,96,Los Angeles Lakers
304,6,30-01-2021 19:30,AT&T Center,San Antonio Spurs,Memphis Grizzlies,112,129,Memphis Grizzlies
303,6,30-01-2021 20:00,American Airlines Center,Dallas Mavericks,Phoenix Suns,105,111,Phoenix Suns
305,6,30-01-2021 21:00,Chase Center,Golden State Warriors,Detroit Pistons,118,91,Golden State Warriors
308,6,31-01-2021 12:00,Madison Square Garden,New York Knicks,LA Clippers,115,129,LA Clippers
306,6,31-01-2021 14:30,Ball Arena,Denver Nuggets,Utah Jazz,128,117,Denver Nuggets
307,6,31-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Philadelphia 76ers,110,119,Philadelphia 76ers
309,6,31-01-2021 18:00,Amalie Arena,Toronto Raptors,Orlando Magic,115,102,Toronto Raptors
310,6,31-01-2021 18:00,Capital One Arena,Washington Wizards,Brooklyn Nets,149,146,Washington Wizards
311,6,31-01-2021 19:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,109,104,Minnesota Timberwolves
313,6,01-02-2021 18:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,99,107,Los Angeles Lakers
314,6,01-02-2021 18:30,AmericanAirlines Arena,Miami Heat,Charlotte Hornets,121,129,Charlotte Hornets
312,6,01-02-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,100,98,Cleveland Cavaliers
315,6,01-02-2021 19:00,United Center,Chicago Bulls,New York Knicks,110,102,Chicago Bulls
316,6,01-02-2021 19:00,Fiserv Forum,Milwaukee Bucks,Portland Trail Blazers,134,106,Milwaukee Bucks
317,6,01-02-2021 19:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,109,118,Sacramento Kings
318,6,01-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Houston Rockets,106,136,Houston Rockets
319,6,01-02-2021 19:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,108,109,Phoenix Suns
320,6,01-02-2021 19:30,AT&T Center,San Antonio Spurs,Memphis Grizzlies,102,133,Memphis Grizzlies
323,7,02-02-2021 18:00,Amway Center,Orlando Magic,Toronto Raptors,108,123,Toronto Raptors
324,7,02-02-2021 18:30,Barclays Center,Brooklyn Nets,LA Clippers,124,120,Brooklyn Nets
322,7,02-02-2021 19:00,Bankers Life Fieldhouse,Indiana Pacers,Memphis Grizzlies,134,116,Indiana Pacers
559,7,02-02-2021 19:00,Capital One Arena,Washington Wizards,Portland Trail Blazers,121,132,Portland Trail Blazers
325,7,02-02-2021 21:00,Vivint Arena,Utah Jazz,Detroit Pistons,117,105,Utah Jazz
326,7,02-02-2021 21:00,Chase Center,Golden State Warriors,Boston Celtics,107,111,Boston Celtics
327,7,03-02-2021 18:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,111,118,Philadelphia 76ers
329,7,03-02-2021 18:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,130,110,Milwaukee Bucks
330,7,03-02-2021 18:30,State Farm Arena,Atlanta Hawks,Dallas Mavericks,116,122,Dallas Mavericks
328,7,03-02-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,99,121,LA Clippers
331,7,03-02-2021 19:00,AmericanAirlines Arena,Miami Heat,Washington Wizards,100,103,Washington Wizards
332,7,03-02-2021 19:00,United Center,Chicago Bulls,New York Knicks,103,107,New York Knicks
333,7,03-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Houston Rockets,104,87,Oklahoma City Thunder
334,7,03-02-2021 19:30,AT&T Center,San Antonio Spurs,Minnesota Timberwolves,111,108,San Antonio Spurs
335,7,03-02-2021 20:30,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,123,101,New Orleans Pelicans
336,7,03-02-2021 21:00,Golden 1 Center,Sacramento Kings,Boston Celtics,116,111,Sacramento Kings
338,7,04-02-2021 18:30,State Farm Arena,Atlanta Hawks,Utah Jazz,91,112,Utah Jazz
339,7,04-02-2021 18:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,116,147,Golden State Warriors
337,7,04-02-2021 19:00,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,105,121,Portland Trail Blazers
340,7,04-02-2021 20:00,FedExForum,Memphis Grizzlies,Houston Rockets,103,115,Houston Rockets
341,7,04-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Denver Nuggets,114,93,Los Angeles Lakers
343,7,05-02-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,New Orleans Pelicans,113,114,New Orleans Pelicans
344,7,05-02-2021 18:00,Amway Center,Orlando Magic,Chicago Bulls,123,119,Orlando Magic
345,7,05-02-2021 18:30,Barclays Center,Brooklyn Nets,Toronto Raptors,117,123,Toronto Raptors
346,7,05-02-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,105,123,Milwaukee Bucks
342,7,05-02-2021 19:00,Spectrum Center,Charlotte Hornets,Utah Jazz,121,138,Utah Jazz
347,7,05-02-2021 19:00,AmericanAirlines Arena,Miami Heat,Washington Wizards,122,95,Miami Heat
348,7,05-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,103,106,Minnesota Timberwolves
349,7,05-02-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Detroit Pistons,109,92,Phoenix Suns
350,7,05-02-2021 21:00,STAPLES Center,LA Clippers,Boston Celtics,115,119,Boston Celtics
351,7,06-02-2021 12:00,Madison Square Garden,New York Knicks,Portland Trail Blazers,110,99,New York Knicks
352,7,06-02-2021 16:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,119,114,Sacramento Kings
353,7,06-02-2021 18:00,Amway Center,Orlando Magic,Chicago Bulls,92,118,Chicago Bulls
354,7,06-02-2021 19:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,124,108,Philadelphia 76ers
356,7,06-02-2021 19:00,State Farm Arena,Atlanta Hawks,Toronto Raptors,132,121,Atlanta Hawks
357,7,06-02-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,99,124,Milwaukee Bucks
358,7,06-02-2021 19:00,Toyota Center,Houston Rockets,San Antonio Spurs,106,111,San Antonio Spurs
359,7,06-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Minnesota Timberwolves,120,118,Oklahoma City Thunder
360,7,06-02-2021 19:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,134,132,Dallas Mavericks
355,7,06-02-2021 20:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,118,109,New Orleans Pelicans
361,7,06-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Detroit Pistons,135,129,Los Angeles Lakers
215,7,07-02-2021 12:00,Spectrum Center,Charlotte Hornets,Washington Wizards,119,97,Charlotte Hornets
363,7,07-02-2021 12:00,Bankers Life Fieldhouse,Indiana Pacers,Utah Jazz,95,103,Utah Jazz
364,7,07-02-2021 12:00,Madison Square Garden,New York Knicks,Miami Heat,103,109,Miami Heat
365,7,07-02-2021 13:00,Phoenix Suns Arena,Phoenix Suns,Boston Celtics,100,91,Phoenix Suns
366,7,07-02-2021 14:00,STAPLES Center,LA Clippers,Sacramento Kings,110,113,Sacramento Kings
367,7,08-02-2021 18:00,Spectrum Center,Charlotte Hornets,Houston Rockets,119,94,Charlotte Hornets
368,7,08-02-2021 19:00,United Center,Chicago Bulls,Washington Wizards,101,105,Washington Wizards
369,7,08-02-2021 19:00,FedExForum,Memphis Grizzlies,Toronto Raptors,113,128,Toronto Raptors
370,7,08-02-2021 19:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,127,122,Dallas Mavericks
371,7,08-02-2021 19:30,AT&T Center,San Antonio Spurs,Golden State Warriors,105,100,San Antonio Spurs
372,7,08-02-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Cleveland Cavaliers,119,113,Phoenix Suns
373,7,08-02-2021 20:30,Ball Arena,Denver Nuggets,Milwaukee Bucks,112,125,Milwaukee Bucks
374,7,08-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Oklahoma City Thunder,119,112,Los Angeles Lakers
375,8,09-02-2021 18:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,122,111,Detroit Pistons
376,8,09-02-2021 18:30,AmericanAirlines Arena,Miami Heat,New York Knicks,98,96,Miami Heat
377,8,09-02-2021 18:30,Smoothie King Center,New Orleans Pelicans,Houston Rockets,130,101,New Orleans Pelicans
378,8,09-02-2021 19:30,AT&T Center,San Antonio Spurs,Golden State Warriors,91,114,Golden State Warriors
379,8,09-02-2021 21:00,Vivint Arena,Utah Jazz,Boston Celtics,122,108,Utah Jazz
380,8,09-02-2021 21:00,Moda Center,Portland Trail Blazers,Orlando Magic,106,97,Portland Trail Blazers
381,8,09-02-2021 21:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,111,119,Philadelphia 76ers
382,8,10-02-2021 18:00,Capital One Arena,Washington Wizards,Toronto Raptors,115,137,Toronto Raptors
384,8,10-02-2021 18:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,118,117,Dallas Mavericks
383,8,10-02-2021 19:00,Barclays Center,Brooklyn Nets,Indiana Pacers,104,94,Brooklyn Nets
386,8,10-02-2021 19:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,130,114,Memphis Grizzlies
387,8,10-02-2021 19:00,Target Center,Minnesota Timberwolves,LA Clippers,112,119,LA Clippers
385,8,10-02-2021 20:00,United Center,Chicago Bulls,New Orleans Pelicans,129,116,Chicago Bulls
388,8,10-02-2021 20:00,Ball Arena,Denver Nuggets,Cleveland Cavaliers,133,95,Denver Nuggets
389,8,10-02-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Milwaukee Bucks,125,124,Phoenix Suns
390,8,10-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Oklahoma City Thunder,114,113,Los Angeles Lakers
392,8,11-02-2021 18:30,Toyota Center,Houston Rockets,Miami Heat,94,101,Miami Heat
398,8,11-02-2021 18:30,TD Garden,Boston Celtics,Toronto Raptors,120,106,Boston Celtics
391,8,11-02-2021 19:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,95,111,Indiana Pacers
393,8,11-02-2021 21:00,Chase Center,Golden State Warriors,Orlando Magic,111,105,Golden State Warriors
394,8,11-02-2021 21:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,118,114,Portland Trail Blazers
395,8,12-02-2021 18:00,Spectrum Center,Charlotte Hornets,Minnesota Timberwolves,120,114,Charlotte Hornets
396,8,12-02-2021 18:00,Capital One Arena,Washington Wizards,New York Knicks,91,109,New York Knicks
397,8,12-02-2021 18:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,114,125,San Antonio Spurs
399,8,12-02-2021 18:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,143,130,Dallas Mavericks
400,8,12-02-2021 19:00,United Center,Chicago Bulls,LA Clippers,106,125,LA Clippers
412,8,12-02-2021 19:00,TD Garden,Boston Celtics,Detroit Pistons,102,108,Detroit Pistons
401,8,12-02-2021 20:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,97,95,Denver Nuggets
402,8,12-02-2021 20:00,Vivint Arena,Utah Jazz,Milwaukee Bucks,129,115,Utah Jazz
403,8,12-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Memphis Grizzlies,115,105,Los Angeles Lakers
404,8,12-02-2021 21:00,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,129,110,Portland Trail Blazers
405,8,12-02-2021 21:00,Golden 1 Center,Sacramento Kings,Orlando Magic,112,123,Orlando Magic
406,8,13-02-2021 14:00,Phoenix Suns Arena,Phoenix Suns,Philadelphia 76ers,120,111,Phoenix Suns
407,8,13-02-2021 18:30,State Farm Arena,Atlanta Hawks,Indiana Pacers,113,125,Indiana Pacers
408,8,13-02-2021 19:00,Madison Square Garden,New York Knicks,Houston Rockets,121,99,New York Knicks
409,8,13-02-2021 19:30,Chase Center,Golden State Warriors,Brooklyn Nets,117,134,Brooklyn Nets
410,8,13-02-2021 20:00,Vivint Arena,Utah Jazz,Miami Heat,112,94,Utah Jazz
560,8,14-02-2021 12:00,Capital One Arena,Washington Wizards,Boston Celtics,104,91,Washington Wizards
413,8,14-02-2021 18:00,Amalie Arena,Toronto Raptors,Minnesota Timberwolves,112,116,Minnesota Timberwolves
414,8,14-02-2021 18:00,Spectrum Center,Charlotte Hornets,San Antonio Spurs,110,122,San Antonio Spurs
561,8,14-02-2021 18:00,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,123,112,Detroit Pistons
411,8,14-02-2021 18:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,118,121,Portland Trail Blazers
415,8,14-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Milwaukee Bucks,114,109,Oklahoma City Thunder
417,8,14-02-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Orlando Magic,109,90,Phoenix Suns
416,8,14-02-2021 21:00,Ball Arena,Denver Nuggets,Los Angeles Lakers,122,105,Denver Nuggets
418,8,14-02-2021 21:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,110,124,Memphis Grizzlies
419,8,14-02-2021 21:00,STAPLES Center,LA Clippers,Cleveland Cavaliers,128,111,LA Clippers
420,8,15-02-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,112,120,Chicago Bulls
421,8,15-02-2021 18:00,Capital One Arena,Washington Wizards,Houston Rockets,131,119,Washington Wizards
422,8,15-02-2021 18:30,Madison Square Garden,New York Knicks,Atlanta Hawks,123,112,New York Knicks
423,8,15-02-2021 20:00,Vivint Arena,Utah Jazz,Philadelphia 76ers,134,123,Utah Jazz
424,8,15-02-2021 21:00,Chase Center,Golden State Warriors,Cleveland Cavaliers,129,98,Golden State Warriors
425,8,15-02-2021 21:00,STAPLES Center,LA Clippers,Miami Heat,125,118,LA Clippers
426,8,15-02-2021 21:00,Golden 1 Center,Sacramento Kings,Brooklyn Nets,125,136,Brooklyn Nets
427,9,16-02-2021 18:00,TD Garden,Boston Celtics,Denver Nuggets,112,99,Boston Celtics
429,9,16-02-2021 19:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,113,144,New Orleans Pelicans
430,9,16-02-2021 19:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,113,124,Toronto Raptors
431,9,16-02-2021 19:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,104,112,Los Angeles Lakers
432,9,16-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Portland Trail Blazers,104,115,Portland Trail Blazers
433,9,16-02-2021 21:30,Phoenix Suns Arena,Phoenix Suns,Brooklyn Nets,124,128,Brooklyn Nets
436,9,17-02-2021 18:00,Amway Center,Orlando Magic,New York Knicks,107,89,Orlando Magic
438,9,17-02-2021 18:30,TD Garden,Boston Celtics,Atlanta Hawks,114,122,Atlanta Hawks
439,9,17-02-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,118,113,Philadelphia 76ers
437,9,17-02-2021 19:00,Capital One Arena,Washington Wizards,Denver Nuggets,130,128,Washington Wizards
440,9,17-02-2021 19:00,Target Center,Minnesota Timberwolves,Indiana Pacers,128,134,Indiana Pacers
563,9,17-02-2021 19:00,United Center,Chicago Bulls,Detroit Pistons,105,102,Chicago Bulls
441,9,17-02-2021 20:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,124,126,Portland Trail Blazers
562,9,17-02-2021 20:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,122,113,Memphis Grizzlies
443,9,17-02-2021 21:00,Chase Center,Golden State Warriors,Miami Heat,120,112,Golden State Warriors
444,9,17-02-2021 21:00,STAPLES Center,LA Clippers,Utah Jazz,96,114,Utah Jazz
445,9,18-02-2021 18:30,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,96,110,Toronto Raptors
446,9,18-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Brooklyn Nets,98,109,Brooklyn Nets
447,9,18-02-2021 21:00,Golden 1 Center,Sacramento Kings,Miami Heat,110,118,Miami Heat
449,9,19-02-2021 18:00,Amway Center,Orlando Magic,Golden State Warriors,124,120,Orlando Magic
564,9,19-02-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Denver Nuggets,103,120,Denver Nuggets
450,9,19-02-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,112,105,Philadelphia 76ers
451,9,19-02-2021 18:30,TD Garden,Boston Celtics,Atlanta Hawks,121,109,Boston Celtics
452,9,19-02-2021 19:00,FedExForum,Memphis Grizzlies,Detroit Pistons,109,95,Memphis Grizzlies
453,9,19-02-2021 19:00,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,98,85,Milwaukee Bucks
455,9,19-02-2021 19:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,114,132,Phoenix Suns
454,9,19-02-2021 20:00,Target Center,Minnesota Timberwolves,Toronto Raptors,81,86,Toronto Raptors
457,9,19-02-2021 21:00,STAPLES Center,LA Clippers,Utah Jazz,116,112,LA Clippers
459,9,20-02-2021 19:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,102,100,Charlotte Hornets
463,9,20-02-2021 19:30,STAPLES Center,Los Angeles Lakers,Miami Heat,94,96,Miami Heat
460,9,20-02-2021 20:00,United Center,Chicago Bulls,Sacramento Kings,122,114,Chicago Bulls
462,9,20-02-2021 20:00,FedExForum,Memphis Grizzlies,Phoenix Suns,97,128,Phoenix Suns
464,9,20-02-2021 21:00,Moda Center,Portland Trail Blazers,Washington Wizards,111,118,Washington Wizards
465,9,21-02-2021 14:30,Smoothie King Center,New Orleans Pelicans,Boston Celtics,120,115,New Orleans Pelicans
466,9,21-02-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Oklahoma City Thunder,101,117,Oklahoma City Thunder
467,9,21-02-2021 18:00,Amway Center,Orlando Magic,Detroit Pistons,105,96,Orlando Magic
468,9,21-02-2021 18:00,Amalie Arena,Toronto Raptors,Philadelphia 76ers,110,103,Toronto Raptors
469,9,21-02-2021 18:00,Madison Square Garden,New York Knicks,Minnesota Timberwolves,103,99,New York Knicks
470,9,21-02-2021 18:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,123,115,Atlanta Hawks
472,9,21-02-2021 19:00,STAPLES Center,LA Clippers,Brooklyn Nets,108,112,Brooklyn Nets
471,9,21-02-2021 20:00,Fiserv Forum,Milwaukee Bucks,Sacramento Kings,128,115,Milwaukee Bucks
474,9,22-02-2021 19:00,Toyota Center,Houston Rockets,Chicago Bulls,100,120,Chicago Bulls
476,9,22-02-2021 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,102,92,Dallas Mavericks
475,9,22-02-2021 20:00,Chesapeake Energy Arena,Oklahoma City Thunder,Miami Heat,94,108,Miami Heat
477,9,22-02-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Portland Trail Blazers,132,100,Phoenix Suns
478,9,22-02-2021 20:00,Vivint Arena,Utah Jazz,Charlotte Hornets,132,110,Utah Jazz
479,9,22-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Washington Wizards,124,127,Washington Wizards
480,10,23-02-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,112,111,Cleveland Cavaliers
481,10,23-02-2021 18:00,Amway Center,Orlando Magic,Detroit Pistons,93,105,Detroit Pistons
482,10,23-02-2021 18:30,Barclays Center,Brooklyn Nets,Sacramento Kings,127,118,Brooklyn Nets
483,10,23-02-2021 18:30,Madison Square Garden,New York Knicks,Golden State Warriors,106,114,Golden State Warriors
484,10,23-02-2021 18:30,Amalie Arena,Toronto Raptors,Philadelphia 76ers,102,109,Philadelphia 76ers
485,10,23-02-2021 18:30,American Airlines Center,Dallas Mavericks,Boston Celtics,110,107,Dallas Mavericks
486,10,23-02-2021 19:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,139,112,Milwaukee Bucks
487,10,23-02-2021 21:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,111,106,Denver Nuggets
488,10,23-02-2021 21:00,STAPLES Center,LA Clippers,Washington Wizards,135,116,LA Clippers
489,10,24-02-2021 18:30,Bankers Life Fieldhouse,Indiana Pacers,Golden State Warriors,107,111,Golden State Warriors
490,10,24-02-2021 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,127,112,Atlanta Hawks
491,10,24-02-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,112,96,Cleveland Cavaliers
492,10,24-02-2021 19:00,AmericanAirlines Arena,Miami Heat,Toronto Raptors,116,108,Miami Heat
493,10,24-02-2021 19:00,United Center,Chicago Bulls,Minnesota Timberwolves,133,126,Chicago Bulls
494,10,24-02-2021 19:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,128,118,New Orleans Pelicans
495,10,24-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,102,99,Oklahoma City Thunder
496,10,24-02-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Charlotte Hornets,121,124,Charlotte Hornets
497,10,24-02-2021 21:00,Vivint Arena,Utah Jazz,Los Angeles Lakers,114,89,Utah Jazz
498,10,25-02-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,111,97,Philadelphia 76ers
499,10,25-02-2021 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,129,92,Brooklyn Nets
500,10,25-02-2021 18:30,Madison Square Garden,New York Knicks,Sacramento Kings,140,121,New York Knicks
501,10,25-02-2021 19:00,FedExForum,Memphis Grizzlies,LA Clippers,122,94,Memphis Grizzlies
502,10,25-02-2021 20:00,Ball Arena,Denver Nuggets,Washington Wizards,110,112,Washington Wizards
503,10,25-02-2021 20:30,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,129,125,Milwaukee Bucks
505,10,26-02-2021 18:30,TD Garden,Boston Celtics,Indiana Pacers,118,112,Boston Celtics
506,10,26-02-2021 18:30,Amalie Arena,Toronto Raptors,Houston Rockets,122,111,Toronto Raptors
504,10,26-02-2021 19:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,107,110,Sacramento Kings
507,10,26-02-2021 19:00,AmericanAirlines Arena,Miami Heat,Utah Jazz,124,116,Miami Heat
508,10,26-02-2021 19:00,United Center,Chicago Bulls,Phoenix Suns,97,106,Phoenix Suns
509,10,26-02-2021 19:00,FedExForum,Memphis Grizzlies,LA Clippers,99,119,LA Clippers
510,10,26-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Atlanta Hawks,118,109,Oklahoma City Thunder
511,10,26-02-2021 21:00,Chase Center,Golden State Warriors,Charlotte Hornets,130,121,Golden State Warriors
512,10,26-02-2021 21:00,STAPLES Center,Los Angeles Lakers,Portland Trail Blazers,102,93,Los Angeles Lakers
513,10,27-02-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,109,112,Cleveland Cavaliers
517,10,27-02-2021 18:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,128,112,Washington Wizards
514,10,27-02-2021 19:00,AT&T Center,San Antonio Spurs,New Orleans Pelicans,117,114,San Antonio Spurs
515,10,27-02-2021 19:00,Madison Square Garden,New York Knicks,Indiana Pacers,110,107,New York Knicks
516,10,27-02-2021 19:00,Amway Center,Orlando Magic,Utah Jazz,109,124,Utah Jazz
518,10,27-02-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Denver Nuggets,96,126,Denver Nuggets
519,10,27-02-2021 19:30,Barclays Center,Brooklyn Nets,Dallas Mavericks,98,115,Dallas Mavericks
520,10,28-02-2021 14:30,Fiserv Forum,Milwaukee Bucks,LA Clippers,105,100,Milwaukee Bucks
524,10,28-02-2021 18:00,TD Garden,Boston Celtics,Washington Wizards,111,110,Boston Celtics
521,10,28-02-2021 19:00,Little Caesars Arena,Detroit Pistons,New York Knicks,90,109,New York Knicks
522,10,28-02-2021 19:00,AmericanAirlines Arena,Miami Heat,Atlanta Hawks,109,99,Miami Heat
525,10,28-02-2021 19:00,Toyota Center,Houston Rockets,Memphis Grizzlies,84,133,Memphis Grizzlies
