Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
89,2,03-01-2021 18:00,AT&T Center,San Antonio Spurs,Utah Jazz,109,130,Utah Jazz
90,2,03-01-2021 19:00,United Center,Chicago Bulls,Dallas Mavericks,118,108,Chicago Bulls
91,2,03-01-2021 19:00,Phoenix Suns Arena,Phoenix Suns,LA Clippers,107,112,LA Clippers
92,2,03-01-2021 19:30,Chase Center,Golden State Warriors,Portland Trail Blazers,137,122,Golden State Warriors
93,2,04-01-2021 18:00,Amway Center,Orlando Magic,Cleveland Cavaliers,103,83,Orlando Magic
94,2,04-01-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,118,101,Philadelphia 76ers
95,2,04-01-2021 18:30,State Farm Arena,Atlanta Hawks,New York Knicks,108,113,New York Knicks
96,2,04-01-2021 18:30,AmericanAirlines Arena,Miami Heat,Oklahoma City Thunder,118,90,Miami Heat
97,2,04-01-2021 18:30,Amalie Arena,Toronto Raptors,Boston Celtics,114,126,Boston Celtics
98,2,04-01-2021 19:00,Toyota Center,Houston Rockets,Dallas Mavericks,100,113,Dallas Mavericks
99,2,04-01-2021 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,125,115,Milwaukee Bucks
100,2,04-01-2021 19:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,116,118,Indiana Pacers
101,2,04-01-2021 21:00,Chase Center,Golden State Warriors,Sacramento Kings,137,106,Golden State Warriors
102,3,05-01-2021 18:30,Barclays Center,Brooklyn Nets,Utah Jazz,130,96,Brooklyn Nets
103,3,05-01-2021 19:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,92,94,Los Angeles Lakers
104,3,05-01-2021 20:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,123,116,Denver Nuggets
105,3,05-01-2021 21:00,STAPLES Center,LA Clippers,San Antonio Spurs,113,116,San Antonio Spurs
106,3,05-01-2021 21:30,Moda Center,Portland Trail Blazers,Chicago Bulls,108,111,Chicago Bulls
107,3,06-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Houston Rockets,114,107,Indiana Pacers
108,3,06-01-2021 18:00,Amway Center,Orlando Magic,Cleveland Cavaliers,105,94,Orlando Magic
109,3,06-01-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,141,136,Philadelphia 76ers
110,3,06-01-2021 18:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,94,102,Charlotte Hornets
111,3,06-01-2021 18:30,AmericanAirlines Arena,Miami Heat,Boston Celtics,105,107,Boston Celtics
112,3,06-01-2021 18:30,Madison Square Garden,New York Knicks,Utah Jazz,112,100,New York Knicks
113,3,06-01-2021 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,130,115,Milwaukee Bucks
114,3,06-01-2021 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,110,111,Oklahoma City Thunder
115,3,06-01-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Toronto Raptors,123,115,Phoenix Suns
116,3,06-01-2021 21:00,Chase Center,Golden State Warriors,LA Clippers,101,108,LA Clippers
117,3,06-01-2021 21:00,Golden 1 Center,Sacramento Kings,Chicago Bulls,128,124,Sacramento Kings
118,3,07-01-2021 18:30,Barclays Center,Brooklyn Nets,Philadelphia 76ers,122,109,Brooklyn Nets
119,3,07-01-2021 19:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,90,94,Cleveland Cavaliers
120,3,07-01-2021 21:00,Ball Arena,Denver Nuggets,Dallas Mavericks,117,124,Dallas Mavericks
121,3,07-01-2021 21:00,STAPLES Center,Los Angeles Lakers,San Antonio Spurs,109,118,San Antonio Spurs
122,3,07-01-2021 21:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,135,117,Portland Trail Blazers
123,3,08-01-2021 18:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,110,105,Detroit Pistons
124,3,08-01-2021 18:30,TD Garden,Boston Celtics,Washington Wizards,116,107,Boston Celtics
125,3,08-01-2021 18:30,Madison Square Garden,New York Knicks,Oklahoma City Thunder,89,101,Oklahoma City Thunder
126,3,08-01-2021 18:30,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,110,118,Charlotte Hornets
127,3,08-01-2021 19:00,Toyota Center,Houston Rockets,Orlando Magic,132,90,Houston Rockets
128,3,08-01-2021 19:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,115,110,Memphis Grizzlies
129,3,08-01-2021 19:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,118,131,Utah Jazz
130,3,08-01-2021 21:00,Chase Center,Golden State Warriors,LA Clippers,115,105,Golden State Warriors
131,3,08-01-2021 21:00,STAPLES Center,Los Angeles Lakers,Chicago Bulls,117,115,Los Angeles Lakers
132,3,08-01-2021 21:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,123,144,Toronto Raptors
133,3,09-01-2021 14:00,Wells Fargo Center,Philadelphia 76ers,Denver Nuggets,103,115,Denver Nuggets
134,3,09-01-2021 18:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,113,105,Charlotte Hornets
135,3,09-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Phoenix Suns,117,125,Phoenix Suns
136,3,09-01-2021 18:00,Capital One Arena,Washington Wizards,Miami Heat,124,128,Miami Heat
137,3,09-01-2021 19:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,100,90,Milwaukee Bucks
138,3,09-01-2021 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,122,125,San Antonio Spurs
139,3,09-01-2021 19:30,American Airlines Center,Dallas Mavericks,Orlando Magic,112,98,Dallas Mavericks
140,3,09-01-2021 21:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,99,125,Portland Trail Blazers
141,3,10-01-2021 14:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,86,96,Utah Jazz
142,3,10-01-2021 15:00,STAPLES Center,LA Clippers,Chicago Bulls,130,127,LA Clippers
143,3,10-01-2021 17:00,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,116,129,Oklahoma City Thunder
144,3,10-01-2021 17:00,Madison Square Garden,New York Knicks,Denver Nuggets,89,114,Denver Nuggets
146,3,10-01-2021 18:00,Toyota Center,Houston Rockets,Los Angeles Lakers,102,120,Los Angeles Lakers
147,3,10-01-2021 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,96,88,Minnesota Timberwolves
148,3,10-01-2021 19:30,Chase Center,Golden State Warriors,Toronto Raptors,106,105,Golden State Warriors
149,3,11-01-2021 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,109,88,Charlotte Hornets
150,3,11-01-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Memphis Grizzlies,91,101,Memphis Grizzlies
151,3,11-01-2021 18:00,Amway Center,Orlando Magic,Milwaukee Bucks,99,121,Milwaukee Bucks
152,3,11-01-2021 18:00,Capital One Arena,Washington Wizards,Phoenix Suns,128,107,Washington Wizards
153,3,11-01-2021 18:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,112,94,Atlanta Hawks
155,3,11-01-2021 21:00,Moda Center,Portland Trail Blazers,Toronto Raptors,112,11,Portland Trail Blazers
156,3,11-01-2021 21:00,Golden 1 Center,Sacramento Kings,Indiana Pacers,127,122,Sacramento Kings
157,4,12-01-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,137,134,Philadelphia 76ers
158,4,12-01-2021 18:30,Barclays Center,Brooklyn Nets,Denver Nuggets,122,116,Brooklyn Nets
159,4,12-01-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,87,117,Utah Jazz
161,4,12-01-2021 19:00,Toyota Center,Houston Rockets,Los Angeles Lakers,100,117,Los Angeles Lakers
162,4,12-01-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,San Antonio Spurs,102,112,San Antonio Spurs
163,4,12-01-2021 21:30,Chase Center,Golden State Warriors,Indiana Pacers,95,104,Indiana Pacers
164,4,13-01-2021 18:00,Spectrum Center,Charlotte Hornets,Dallas Mavericks,93,104,Dallas Mavericks
165,4,13-01-2021 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,101,110,Milwaukee Bucks
168,4,13-01-2021 18:30,Madison Square Garden,New York Knicks,Brooklyn Nets,109,116,Brooklyn Nets
169,4,13-01-2021 19:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,107,118,Memphis Grizzlies
170,4,13-01-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Los Angeles Lakers,99,128,Los Angeles Lakers
172,4,13-01-2021 21:00,STAPLES Center,LA Clippers,New Orleans Pelicans,111,106,LA Clippers
173,4,13-01-2021 21:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,126,132,Portland Trail Blazers
174,4,14-01-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,125,108,Philadelphia 76ers
175,4,14-01-2021 18:30,Amalie Arena,Toronto Raptors,Charlotte Hornets,111,108,Toronto Raptors
176,4,14-01-2021 18:30,AT&T Center,San Antonio Spurs,Houston Rockets,105,109,Houston Rockets
177,4,14-01-2021 21:00,Ball Arena,Denver Nuggets,Golden State Warriors,114,104,Denver Nuggets
178,4,14-01-2021 21:00,Moda Center,Portland Trail Blazers,Indiana Pacers,87,111,Indiana Pacers
180,4,15-01-2021 18:30,TD Garden,Boston Celtics,Orlando Magic,124,97,Boston Celtics
181,4,15-01-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,106,103,Cleveland Cavaliers
182,4,15-01-2021 18:30,Fiserv Forum,Milwaukee Bucks,Dallas Mavericks,112,109,Milwaukee Bucks
184,4,15-01-2021 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Chicago Bulls,127,125,Oklahoma City Thunder
186,4,15-01-2021 20:00,Vivint Arena,Utah Jazz,Atlanta Hawks,116,92,Utah Jazz
187,4,15-01-2021 21:00,STAPLES Center,Los Angeles Lakers,New Orleans Pelicans,112,95,Los Angeles Lakers
188,4,15-01-2021 21:00,Golden 1 Center,Sacramento Kings,LA Clippers,100,138,LA Clippers
189,4,16-01-2021 16:00,AT&T Center,San Antonio Spurs,Houston Rockets,103,91,San Antonio Spurs
190,4,16-01-2021 17:00,Barclays Center,Brooklyn Nets,Orlando Magic,122,115,Brooklyn Nets
191,4,16-01-2021 18:30,Amalie Arena,Toronto Raptors,Charlotte Hornets,116,113,Toronto Raptors
192,4,16-01-2021 19:00,AmericanAirlines Arena,Miami Heat,Detroit Pistons,100,120,Detroit Pistons
193,4,16-01-2021 19:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,106,104,Memphis Grizzlies
195,4,16-01-2021 21:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,112,106,Portland Trail Blazers
196,4,17-01-2021 12:00,TD Garden,Boston Celtics,New York Knicks,75,105,New York Knicks
198,4,17-01-2021 14:00,American Airlines Center,Dallas Mavericks,Chicago Bulls,,,Chicago Bulls
200,4,17-01-2021 19:00,Ball Arena,Denver Nuggets,Utah Jazz,105,109,Utah Jazz
201,4,17-01-2021 20:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,123,128,New Orleans Pelicans
202,4,17-01-2021 21:00,STAPLES Center,LA Clippers,Indiana Pacers,129,96,LA Clippers
203,4,18-01-2021 11:00,Madison Square Garden,New York Knicks,Orlando Magic,91,84,New York Knicks
205,4,18-01-2021 13:30,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,108,97,Atlanta Hawks
207,4,18-01-2021 14:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,104,125,San Antonio Spurs
208,4,18-01-2021 16:00,FedExForum,Memphis Grizzlies,Phoenix Suns,108,104,Memphis Grizzlies
209,4,18-01-2021 18:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,125,123,Brooklyn Nets
210,4,18-01-2021 18:30,Amalie Arena,Toronto Raptors,Dallas Mavericks,116,93,Toronto Raptors
206,4,18-01-2021 19:00,AmericanAirlines Arena,Miami Heat,Detroit Pistons,113,107,Miami Heat
211,4,18-01-2021 19:00,United Center,Chicago Bulls,Houston Rockets,125,120,Chicago Bulls
212,4,18-01-2021 21:00,STAPLES Center,Los Angeles Lakers,Golden State Warriors,113,115,Golden State Warriors
213,5,19-01-2021 20:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,119,115,Denver Nuggets
214,5,19-01-2021 20:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,118,102,Utah Jazz
216,5,20-01-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,147,135,Cleveland Cavaliers
217,5,20-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Dallas Mavericks,112,124,Dallas Mavericks
218,5,20-01-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,117,109,Philadelphia 76ers
219,5,20-01-2021 18:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,123,115,Atlanta Hawks
220,5,20-01-2021 18:30,Amalie Arena,Toronto Raptors,Miami Heat,102,111,Miami Heat
221,5,20-01-2021 19:00,Target Center,Minnesota Timberwolves,Orlando Magic,96,97,Orlando Magic
222,5,20-01-2021 20:30,Toyota Center,Houston Rockets,Phoenix Suns,103,109,Phoenix Suns
223,5,20-01-2021 21:00,Chase Center,Golden State Warriors,San Antonio Spurs,121,99,Golden State Warriors
224,5,20-01-2021 21:00,STAPLES Center,LA Clippers,Sacramento Kings,115,96,LA Clippers
226,5,21-01-2021 18:30,Fiserv Forum,Milwaukee Bucks,Los Angeles Lakers,106,113,Los Angeles Lakers
227,5,21-01-2021 21:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,129,118,Utah Jazz
228,5,21-01-2021 21:00,Chase Center,Golden State Warriors,New York Knicks,104,119,New York Knicks
229,5,22-01-2021 18:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,110,123,Chicago Bulls
230,5,22-01-2021 18:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,102,103,Houston Rockets
231,5,22-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Orlando Magic,120,118,Indiana Pacers
232,5,22-01-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,125,113,Cleveland Cavaliers
233,5,22-01-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,122,110,Philadelphia 76ers
234,5,22-01-2021 18:30,Amalie Arena,Toronto Raptors,Miami Heat,101,81,Toronto Raptors
236,5,22-01-2021 19:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,98,116,Atlanta Hawks
237,5,22-01-2021 19:30,AT&T Center,San Antonio Spurs,Dallas Mavericks,117,122,Dallas Mavericks
238,5,22-01-2021 21:00,Phoenix Suns Arena,Phoenix Suns,Denver Nuggets,126,130,Denver Nuggets
239,5,22-01-2021 21:00,STAPLES Center,LA Clippers,Oklahoma City Thunder,120,106,LA Clippers
241,5,22-01-2021 21:00,Golden 1 Center,Sacramento Kings,New York Knicks,103,94,Sacramento Kings
243,5,23-01-2021 19:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,110,114,Philadelphia 76ers
244,5,23-01-2021 19:00,Barclays Center,Brooklyn Nets,Miami Heat,128,124,Brooklyn Nets
246,5,23-01-2021 19:00,Target Center,Minnesota Timberwolves,New Orleans Pelicans,120,110,Minnesota Timberwolves
242,5,23-01-2021 20:00,Vivint Arena,Utah Jazz,Golden State Warriors,127,108,Utah Jazz
245,5,23-01-2021 20:00,United Center,Chicago Bulls,Los Angeles Lakers,90,101,Los Angeles Lakers
247,5,23-01-2021 20:00,American Airlines Center,Dallas Mavericks,Houston Rockets,108,133,Houston Rockets
248,5,23-01-2021 20:00,Phoenix Suns Arena,Phoenix Suns,Denver Nuggets,112,120,Denver Nuggets
249,5,24-01-2021 12:00,Bankers Life Fieldhouse,Indiana Pacers,Toronto Raptors,102,107,Toronto Raptors
251,5,24-01-2021 15:00,STAPLES Center,LA Clippers,Oklahoma City Thunder,108,100,LA Clippers
250,5,24-01-2021 18:00,TD Garden,Boston Celtics,Cleveland Cavaliers,141,103,Boston Celtics
252,5,24-01-2021 18:00,Amway Center,Orlando Magic,Charlotte Hornets,104,107,Charlotte Hornets
253,5,24-01-2021 19:00,AT&T Center,San Antonio Spurs,Washington Wizards,121,101,San Antonio Spurs
254,5,24-01-2021 19:00,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,129,115,Milwaukee Bucks
256,5,24-01-2021 21:00,Moda Center,Portland Trail Blazers,New York Knicks,116,113,Portland Trail Blazers
257,5,25-01-2021 18:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,119,104,Detroit Pistons
258,5,25-01-2021 18:00,Bankers Life Fieldhouse,Indiana Pacers,Toronto Raptors,129,114,Indiana Pacers
259,5,25-01-2021 18:00,Amway Center,Orlando Magic,Charlotte Hornets,117,108,Orlando Magic
260,5,25-01-2021 18:30,Barclays Center,Brooklyn Nets,Miami Heat,98,85,Brooklyn Nets
261,5,25-01-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Los Angeles Lakers,108,115,Los Angeles Lakers
265,5,25-01-2021 19:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,113,117,Denver Nuggets
262,5,25-01-2021 20:00,United Center,Chicago Bulls,Boston Celtics,103,119,Boston Celtics
266,5,25-01-2021 21:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,130,108,Golden State Warriors
267,5,25-01-2021 21:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,122,125,Oklahoma City Thunder
268,6,26-01-2021 18:30,State Farm Arena,Atlanta Hawks,LA Clippers,108,99,Atlanta Hawks
269,6,26-01-2021 19:00,Toyota Center,Houston Rockets,Washington Wizards,107,88,Houston Rockets
270,6,26-01-2021 20:00,Vivint Arena,Utah Jazz,New York Knicks,108,94,Utah Jazz
