Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
1085,21,22-03-2023 18:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,114,118,Indiana Pacers
1086,21,22-03-2023 18:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,125,127,Golden State Warriors
1087,21,22-03-2023 19:00,United Center,Chicago Bulls,Philadelphia 76ers,91,116,Philadelphia 76ers
1088,21,22-03-2023 19:00,FedExForum,Memphis Grizzlies,Houston Rockets,130,125,Memphis Grizzlies
1089,21,22-03-2023 19:00,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,130,94,Milwaukee Bucks
1090,21,22-03-2023 19:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,125,124,Minnesota Timberwolves
1091,21,22-03-2023 20:00,Vivint Arena,Utah Jazz,Portland Trail Blazers,115,127,Portland Trail Blazers
1092,21,22-03-2023 21:00,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,122,111,Los Angeles Lakers
1093,22,23-03-2023 18:00,Amway Center,Orlando Magic,New York Knicks,111,106,Orlando Magic
1094,22,23-03-2023 18:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,114,116,Cleveland Cavaliers
1095,22,23-03-2023 19:00,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,115,96,New Orleans Pelicans
1096,22,23-03-2023 21:30,Crypto.com Arena,LA Clippers,Oklahoma City Thunder,127,105,LA Clippers
1097,22,24-03-2023 18:00,TD Garden,Boston Celtics,Indiana Pacers,120,95,Boston Celtics
1098,22,24-03-2023 18:00,Capital One Arena,Washington Wizards,San Antonio Spurs,136,124,Washington Wizards
1099,22,24-03-2023 18:30,Scotiabank Arena,Toronto Raptors,Detroit Pistons,118,97,Toronto Raptors
1100,22,24-03-2023 19:00,FedExForum,Memphis Grizzlies,Houston Rockets,151,114,Memphis Grizzlies
1101,22,24-03-2023 19:30,American Airlines Center,Dallas Mavericks,Charlotte Hornets,109,117,Charlotte Hornets
1102,22,24-03-2023 20:00,Vivint Arena,Utah Jazz,Milwaukee Bucks,116,144,Milwaukee Bucks
1103,22,24-03-2023 21:00,Chase Center,Golden State Warriors,Philadelphia 76ers,120,112,Golden State Warriors
1104,22,24-03-2023 21:00,Moda Center,Portland Trail Blazers,Chicago Bulls,96,124,Chicago Bulls
1105,22,24-03-2023 21:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,135,127,Sacramento Kings
1106,22,24-03-2023 21:30,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,116,111,Los Angeles Lakers
1107,22,25-03-2023 16:00,State Farm Arena,Atlanta Hawks,Indiana Pacers,143,130,Atlanta Hawks
1108,22,25-03-2023 19:00,Miami-Dade Arena,Miami Heat,Brooklyn Nets,100,129,Brooklyn Nets
1109,22,25-03-2023 20:00,Ball Arena,Denver Nuggets,Milwaukee Bucks,129,106,Denver Nuggets
1110,22,25-03-2023 21:00,Footprint Center,Phoenix Suns,Philadelphia 76ers,125,105,Phoenix Suns
1111,22,25-03-2023 21:00,Golden 1 Center,Sacramento Kings,Utah Jazz,121,113,Sacramento Kings
1112,22,25-03-2023 21:30,Crypto.com Arena,LA Clippers,New Orleans Pelicans,110,131,New Orleans Pelicans
1113,22,26-03-2023 12:00,Spectrum Center,Charlotte Hornets,Dallas Mavericks,110,104,Charlotte Hornets
1114,22,26-03-2023 14:30,Crypto.com Arena,Los Angeles Lakers,Chicago Bulls,108,118,Chicago Bulls
1115,22,26-03-2023 17:00,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,119,123,Memphis Grizzlies
1116,22,26-03-2023 17:00,TD Garden,Boston Celtics,San Antonio Spurs,137,93,Boston Celtics
1117,22,26-03-2023 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,108,91,Cleveland Cavaliers
1118,22,26-03-2023 17:00,Amway Center,Orlando Magic,Brooklyn Nets,119,106,Orlando Magic
1119,22,26-03-2023 17:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,114,104,Toronto Raptors
1120,22,26-03-2023 18:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,112,118,Oklahoma City Thunder
1121,22,26-03-2023 19:30,Chase Center,Golden State Warriors,Minnesota Timberwolves,96,99,Minnesota Timberwolves
1122,22,27-03-2023 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,117,126,Milwaukee Bucks
1123,22,27-03-2023 18:00,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,104,127,Dallas Mavericks
1124,22,27-03-2023 18:30,Madison Square Garden,New York Knicks,Houston Rockets,137,115,New York Knicks
1125,22,27-03-2023 20:00,Vivint Arena,Utah Jazz,Phoenix Suns,103,117,Phoenix Suns
1126,22,27-03-2023 20:30,Ball Arena,Denver Nuggets,Philadelphia 76ers,116,111,Denver Nuggets
1127,22,27-03-2023 21:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,90,124,New Orleans Pelicans
1128,22,27-03-2023 21:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,115,119,Minnesota Timberwolves
1129,22,27-03-2023 21:30,Crypto.com Arena,LA Clippers,Chicago Bulls,124,112,LA Clippers
1130,22,28-03-2023 18:00,Capital One Arena,Washington Wizards,Boston Celtics,130,111,Washington Wizards
1131,22,28-03-2023 18:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,120,118,Atlanta Hawks
1132,22,28-03-2023 18:30,Scotiabank Arena,Toronto Raptors,Miami Heat,106,92,Toronto Raptors
1133,22,28-03-2023 19:00,FedExForum,Memphis Grizzlies,Orlando Magic,113,108,Memphis Grizzlies
1134,22,28-03-2023 19:00,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,134,137,Charlotte Hornets
1135,22,28-03-2023 21:00,Chase Center,Golden State Warriors,New Orleans Pelicans,120,109,Golden State Warriors
1136,22,29-03-2023 18:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,136,149,Milwaukee Bucks
1137,22,29-03-2023 18:30,Barclays Center,Brooklyn Nets,Houston Rockets,123,114,Brooklyn Nets
1138,22,29-03-2023 18:30,Madison Square Garden,New York Knicks,Miami Heat,101,92,New York Knicks
1139,22,29-03-2023 18:30,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,116,108,Philadelphia 76ers
1140,22,29-03-2023 19:00,United Center,Chicago Bulls,Los Angeles Lakers,110,121,Los Angeles Lakers
1141,22,29-03-2023 19:00,FedExForum,Memphis Grizzlies,LA Clippers,132,141,LA Clippers
1142,22,29-03-2023 19:00,Paycom Center,Oklahoma City Thunder,Detroit Pistons,107,106,Oklahoma City Thunder
1143,22,29-03-2023 19:00,AT&T Center,San Antonio Spurs,Utah Jazz,117,128,Utah Jazz
1144,22,29-03-2023 21:00,Footprint Center,Phoenix Suns,Minnesota Timberwolves,107,100,Phoenix Suns
1145,22,29-03-2023 21:00,Moda Center,Portland Trail Blazers,Sacramento Kings,80,120,Sacramento Kings
1146,23,30-03-2023 18:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,99,140,Boston Celtics
1147,23,30-03-2023 21:00,Ball Arena,Denver Nuggets,New Orleans Pelicans,88,107,New Orleans Pelicans
1148,23,31-03-2023 18:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,91,121,Chicago Bulls
1149,23,31-03-2023 18:00,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,121,117,Indiana Pacers
1150,23,31-03-2023 18:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,117,110,Philadelphia 76ers
1151,23,31-03-2023 18:00,Capital One Arena,Washington Wizards,Orlando Magic,109,116,Orlando Magic
1152,23,31-03-2023 18:30,TD Garden,Boston Celtics,Utah Jazz,122,114,Boston Celtics
1153,23,31-03-2023 18:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,124,107,Brooklyn Nets
1154,23,31-03-2023 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,116,130,New York Knicks
1155,23,31-03-2023 19:00,Toyota Center,Houston Rockets,Detroit Pistons,121,115,Houston Rockets
1156,23,31-03-2023 19:00,FedExForum,Memphis Grizzlies,LA Clippers,108,94,Memphis Grizzlies
1157,23,31-03-2023 19:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,111,123,Los Angeles Lakers
1158,23,31-03-2023 21:00,Chase Center,Golden State Warriors,San Antonio Spurs,130,115,Golden State Warriors
1159,23,31-03-2023 21:00,Moda Center,Portland Trail Blazers,Sacramento Kings,114,138,Sacramento Kings
1160,23,31-03-2023 21:30,Footprint Center,Phoenix Suns,Denver Nuggets,100,93,Phoenix Suns
1161,23,01-04-2023 18:30,Miami-Dade Arena,Miami Heat,Dallas Mavericks,129,122,Miami Heat
1162,23,01-04-2023 19:30,Smoothie King Center,New Orleans Pelicans,LA Clippers,122,114,New Orleans Pelicans
1163,23,02-04-2023 12:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,108,128,Toronto Raptors
1164,23,02-04-2023 14:30,Barclays Center,Brooklyn Nets,Utah Jazz,111,110,Brooklyn Nets
1165,23,02-04-2023 14:30,United Center,Chicago Bulls,Memphis Grizzlies,128,107,Chicago Bulls
1166,23,02-04-2023 14:30,Target Center,Minnesota Timberwolves,Portland Trail Blazers,105,107,Portland Trail Blazers
1167,23,02-04-2023 17:00,State Farm Arena,Atlanta Hawks,Dallas Mavericks,132,130,Atlanta Hawks
1168,23,02-04-2023 17:00,Madison Square Garden,New York Knicks,Washington Wizards,118,109,New York Knicks
1169,23,02-04-2023 17:00,Amway Center,Orlando Magic,Detroit Pistons,128,102,Orlando Magic
1170,23,02-04-2023 17:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,134,142,San Antonio Spurs
1171,23,02-04-2023 18:00,Toyota Center,Houston Rockets,Los Angeles Lakers,109,134,Los Angeles Lakers
1172,23,02-04-2023 18:00,Paycom Center,Oklahoma City Thunder,Phoenix Suns,118,128,Phoenix Suns
1173,23,02-04-2023 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,115,105,Cleveland Cavaliers
1174,23,02-04-2023 19:00,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,117,104,Milwaukee Bucks
1175,23,02-04-2023 19:30,Ball Arena,Denver Nuggets,Golden State Warriors,112,110,Denver Nuggets
1176,23,04-04-2023 18:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,100,120,Toronto Raptors
1177,23,04-04-2023 18:00,Little Caesars Arena,Detroit Pistons,Miami Heat,105,118,Miami Heat
1178,23,04-04-2023 18:00,Amway Center,Orlando Magic,Cleveland Cavaliers,113,117,Cleveland Cavaliers
1179,23,04-04-2023 18:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,128,140,Milwaukee Bucks
1180,23,04-04-2023 18:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,102,107,Minnesota Timberwolves
1181,23,04-04-2023 19:00,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,103,101,Philadelphia 76ers
1182,23,04-04-2023 19:00,United Center,Chicago Bulls,Atlanta Hawks,105,123,Atlanta Hawks
1183,23,04-04-2023 19:00,Toyota Center,Houston Rockets,Denver Nuggets,124,103,Houston Rockets
1184,23,04-04-2023 19:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,119,109,Memphis Grizzlies
1185,23,04-04-2023 19:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,103,121,Sacramento Kings
1186,23,04-04-2023 20:00,Vivint Arena,Utah Jazz,Los Angeles Lakers,133,135,Los Angeles Lakers
1187,23,04-04-2023 21:00,Chase Center,Golden State Warriors,Oklahoma City Thunder,136,125,Golden State Warriors
1188,23,04-04-2023 21:00,Footprint Center,Phoenix Suns,San Antonio Spurs,115,94,Phoenix Suns
1189,23,05-04-2023 18:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,108,123,Brooklyn Nets
1190,23,05-04-2023 18:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,129,138,New York Knicks
1191,23,05-04-2023 18:30,State Farm Arena,Atlanta Hawks,Washington Wizards,134,116,Atlanta Hawks
1192,23,05-04-2023 18:30,TD Garden,Boston Celtics,Toronto Raptors,97,93,Boston Celtics
1193,23,05-04-2023 18:30,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,105,92,Milwaukee Bucks
1194,23,05-04-2023 19:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,138,131,New Orleans Pelicans
1195,23,05-04-2023 19:30,American Airlines Center,Dallas Mavericks,Sacramento Kings,123,119,Dallas Mavericks
1196,23,05-04-2023 21:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,125,118,LA Clippers
1197,24,06-04-2023 18:00,Amway Center,Orlando Magic,Cleveland Cavaliers,94,118,Cleveland Cavaliers
1198,24,06-04-2023 18:30,Wells Fargo Center,Philadelphia 76ers,Miami Heat,101,129,Miami Heat
1199,24,06-04-2023 19:00,Moody Center,San Antonio Spurs,Portland Trail Blazers,129,127,San Antonio Spurs
1200,24,06-04-2023 20:00,Vivint Arena,Utah Jazz,Oklahoma City Thunder,98,114,Oklahoma City Thunder
1201,24,06-04-2023 21:00,Footprint Center,Phoenix Suns,Denver Nuggets,119,115,Phoenix Suns
1202,24,07-04-2023 18:00,Spectrum Center,Charlotte Hornets,Houston Rockets,109,112,Houston Rockets
1203,24,07-04-2023 18:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,115,122,Detroit Pistons
1204,24,07-04-2023 18:00,Capital One Arena,Washington Wizards,Miami Heat,114,108,Washington Wizards
1205,24,07-04-2023 18:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,131,136,Philadelphia 76ers
1206,24,07-04-2023 18:30,TD Garden,Boston Celtics,Toronto Raptors,121,102,Boston Celtics
1207,24,07-04-2023 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,101,84,Brooklyn Nets
1208,24,07-04-2023 19:00,Fiserv Forum,Milwaukee Bucks,Memphis Grizzlies,114,137,Memphis Grizzlies
1209,24,07-04-2023 19:00,Smoothie King Center,New Orleans Pelicans,New York Knicks,113,105,New Orleans Pelicans
1210,24,07-04-2023 19:30,American Airlines Center,Dallas Mavericks,Chicago Bulls,112,115,Chicago Bulls
1211,24,07-04-2023 21:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,97,119,Golden State Warriors
1212,24,07-04-2023 21:30,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,121,107,Los Angeles Lakers
1213,24,08-04-2023 14:30,Vivint Arena,Utah Jazz,Denver Nuggets,118,114,Utah Jazz
1214,24,08-04-2023 15:00,Moody Center,San Antonio Spurs,Minnesota Timberwolves,131,151,Minnesota Timberwolves
1215,24,08-04-2023 15:00,Crypto.com Arena,LA Clippers,Portland Trail Blazers,136,125,LA Clippers
1216,24,09-04-2023 12:00,TD Garden,Boston Celtics,Atlanta Hawks,120,114,Boston Celtics
1217,24,09-04-2023 12:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,105,134,Philadelphia 76ers
1218,24,09-04-2023 12:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,95,106,Charlotte Hornets
1219,24,09-04-2023 12:00,Miami-Dade Arena,Miami Heat,Orlando Magic,123,110,Miami Heat
1220,24,09-04-2023 12:00,Madison Square Garden,New York Knicks,Indiana Pacers,136,141,Indiana Pacers
1221,24,09-04-2023 12:00,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,121,105,Toronto Raptors
1222,24,09-04-2023 12:00,Capital One Arena,Washington Wizards,Houston Rockets,109,114,Houston Rockets
1223,24,09-04-2023 12:00,United Center,Chicago Bulls,Detroit Pistons,103,81,Chicago Bulls
1224,24,09-04-2023 14:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,117,138,San Antonio Spurs
1225,24,09-04-2023 14:30,Target Center,Minnesota Timberwolves,New Orleans Pelicans,113,108,Minnesota Timberwolves
1226,24,09-04-2023 14:30,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,115,100,Oklahoma City Thunder
1227,24,09-04-2023 14:30,Ball Arena,Denver Nuggets,Sacramento Kings,109,95,Denver Nuggets
1228,24,09-04-2023 14:30,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,128,117,Los Angeles Lakers
1229,24,09-04-2023 14:30,Footprint Center,Phoenix Suns,LA Clippers,114,119,LA Clippers
1230,24,09-04-2023 14:30,Moda Center,Portland Trail Blazers,Golden State Warriors,101,157,Golden State Warriors
