Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
1,1,18-10-2022 18:30,TD Garden,Boston Celtics,Philadelphia 76ers,126,117,Boston Celtics
2,1,18-10-2022 21:00,Chase Center,Golden State Warriors,Los Angeles Lakers,123,109,Golden State Warriors
3,1,19-10-2022 18:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,113,109,Detroit Pistons
4,1,19-10-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,107,114,Washington Wizards
5,1,19-10-2022 18:30,State Farm Arena,Atlanta Hawks,Houston Rockets,117,107,Atlanta Hawks
6,1,19-10-2022 18:30,Barclays Center,Brooklyn Nets,New Orleans Pelicans,108,130,New Orleans Pelicans
7,1,19-10-2022 18:30,Miami-Dade Arena,Miami Heat,Chicago Bulls,108,116,Chicago Bulls
8,1,19-10-2022 18:30,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,108,105,Toronto Raptors
9,1,19-10-2022 18:30,FedExForum,Memphis Grizzlies,New York Knicks,115,112,Memphis Grizzlies
10,1,19-10-2022 19:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,115,108,Minnesota Timberwolves
11,1,19-10-2022 19:00,AT&T Center,San Antonio Spurs,Charlotte Hornets,102,129,Charlotte Hornets
12,1,19-10-2022 20:00,Vivint Arena,Utah Jazz,Denver Nuggets,123,102,Utah Jazz
13,1,19-10-2022 21:00,Footprint Center,Phoenix Suns,Dallas Mavericks,107,105,Phoenix Suns
14,1,19-10-2022 21:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,108,115,Portland Trail Blazers
15,1,20-10-2022 18:30,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,88,90,Milwaukee Bucks
16,1,20-10-2022 21:00,Crypto.com Arena,Los Angeles Lakers,LA Clippers,97,103,LA Clippers
17,1,21-10-2022 18:00,Spectrum Center,Charlotte Hornets,New Orleans Pelicans,112,124,New Orleans Pelicans
18,1,21-10-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,San Antonio Spurs,134,137,San Antonio Spurs
19,1,21-10-2022 18:00,Capital One Arena,Washington Wizards,Chicago Bulls,102,100,Washington Wizards
20,1,21-10-2022 18:30,State Farm Arena,Atlanta Hawks,Orlando Magic,108,98,Atlanta Hawks
21,1,21-10-2022 18:30,Barclays Center,Brooklyn Nets,Toronto Raptors,109,105,Brooklyn Nets
22,1,21-10-2022 18:30,Miami-Dade Arena,Miami Heat,Boston Celtics,104,111,Boston Celtics
23,1,21-10-2022 18:30,Madison Square Garden,New York Knicks,Detroit Pistons,130,106,New York Knicks
24,1,21-10-2022 19:00,Toyota Center,Houston Rockets,Memphis Grizzlies,122,129,Memphis Grizzlies
25,1,21-10-2022 19:00,Target Center,Minnesota Timberwolves,Utah Jazz,126,132,Utah Jazz
26,1,21-10-2022 21:00,Chase Center,Golden State Warriors,Denver Nuggets,123,128,Denver Nuggets
27,1,21-10-2022 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,113,111,Portland Trail Blazers
28,1,22-10-2022 17:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,105,114,San Antonio Spurs
29,1,22-10-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,124,115,Indiana Pacers
30,1,22-10-2022 18:00,Amway Center,Orlando Magic,Boston Celtics,120,126,Boston Celtics
31,1,22-10-2022 19:00,Miami-Dade Arena,Miami Heat,Toronto Raptors,112,109,Miami Heat
32,1,22-10-2022 19:00,United Center,Chicago Bulls,Cleveland Cavaliers,96,128,Cleveland Cavaliers
33,1,22-10-2022 19:00,Fiserv Forum,Milwaukee Bucks,Houston Rockets,125,105,Milwaukee Bucks
34,1,22-10-2022 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,137,96,Dallas Mavericks
35,1,22-10-2022 20:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,122,117,Denver Nuggets
36,1,22-10-2022 21:00,Golden 1 Center,Sacramento Kings,LA Clippers,109,111,LA Clippers
37,1,23-10-2022 14:30,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,104,106,Portland Trail Blazers
38,1,23-10-2022 16:00,State Farm Arena,Atlanta Hawks,Charlotte Hornets,109,126,Charlotte Hornets
39,1,23-10-2022 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,117,107,Cleveland Cavaliers
40,1,23-10-2022 18:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,121,122,Utah Jazz
41,1,23-10-2022 19:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,106,116,Minnesota Timberwolves
42,1,23-10-2022 19:30,Chase Center,Golden State Warriors,Sacramento Kings,130,125,Golden State Warriors
43,1,23-10-2022 21:00,Crypto.com Arena,LA Clippers,Phoenix Suns,95,112,Phoenix Suns
44,1,24-10-2022 18:00,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,120,106,Philadelphia 76ers
45,1,24-10-2022 18:30,Miami-Dade Arena,Miami Heat,Toronto Raptors,90,98,Toronto Raptors
46,1,24-10-2022 18:30,Madison Square Garden,New York Knicks,Orlando Magic,115,102,New York Knicks
47,1,24-10-2022 19:00,United Center,Chicago Bulls,Boston Celtics,120,102,Chicago Bulls
48,1,24-10-2022 19:00,Toyota Center,Houston Rockets,Utah Jazz,114,108,Houston Rockets
49,1,24-10-2022 19:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,134,124,Memphis Grizzlies
50,1,24-10-2022 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,106,115,San Antonio Spurs
51,1,24-10-2022 21:00,Moda Center,Portland Trail Blazers,Denver Nuggets,135,110,Portland Trail Blazers
52,1,25-10-2022 18:00,Capital One Arena,Washington Wizards,Detroit Pistons,120,99,Washington Wizards
53,1,25-10-2022 18:30,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,113,111,New Orleans Pelicans
54,1,25-10-2022 19:00,Paycom Center,Oklahoma City Thunder,LA Clippers,108,94,Oklahoma City Thunder
55,1,25-10-2022 21:00,Footprint Center,Phoenix Suns,Golden State Warriors,134,105,Phoenix Suns
56,1,26-10-2022 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,103,92,Cleveland Cavaliers
57,1,26-10-2022 18:00,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,113,118,Atlanta Hawks
58,1,26-10-2022 18:30,Madison Square Garden,New York Knicks,Charlotte Hornets,134,131,New York Knicks
59,1,26-10-2022 18:30,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,119,109,Toronto Raptors
60,1,26-10-2022 18:30,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,110,99,Milwaukee Bucks
61,1,26-10-2022 19:00,United Center,Chicago Bulls,Indiana Pacers,124,109,Chicago Bulls
62,1,26-10-2022 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,134,122,Minnesota Timberwolves
63,1,26-10-2022 20:00,Vivint Arena,Utah Jazz,Houston Rockets,109,101,Utah Jazz
64,1,26-10-2022 21:00,Ball Arena,Denver Nuggets,Los Angeles Lakers,110,99,Denver Nuggets
65,1,26-10-2022 21:00,Moda Center,Portland Trail Blazers,Miami Heat,98,119,Miami Heat
66,2,27-10-2022 18:30,Barclays Center,Brooklyn Nets,Dallas Mavericks,125,129,Dallas Mavericks
67,2,27-10-2022 19:00,Paycom Center,Oklahoma City Thunder,LA Clippers,118,110,Oklahoma City Thunder
68,2,27-10-2022 21:00,Chase Center,Golden State Warriors,Miami Heat,123,110,Golden State Warriors
69,2,27-10-2022 21:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,110,125,Memphis Grizzlies
70,2,28-10-2022 18:00,Little Caesars Arena,Detroit Pistons,Atlanta Hawks,112,136,Atlanta Hawks
71,2,28-10-2022 18:00,Amway Center,Orlando Magic,Charlotte Hornets,113,93,Orlando Magic
72,2,28-10-2022 18:30,TD Garden,Boston Celtics,Cleveland Cavaliers,123,132,Cleveland Cavaliers
73,2,28-10-2022 18:30,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,90,112,Philadelphia 76ers
74,2,28-10-2022 18:30,Capital One Arena,Washington Wizards,Indiana Pacers,117,127,Indiana Pacers
75,2,28-10-2022 19:00,Fiserv Forum,Milwaukee Bucks,New York Knicks,119,108,Milwaukee Bucks
76,2,28-10-2022 19:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,111,102,Minnesota Timberwolves
77,2,28-10-2022 19:30,AT&T Center,San Antonio Spurs,Chicago Bulls,129,124,San Antonio Spurs
78,2,28-10-2022 20:00,Ball Arena,Denver Nuggets,Utah Jazz,117,101,Denver Nuggets
79,2,28-10-2022 21:00,Footprint Center,Phoenix Suns,New Orleans Pelicans,124,111,Phoenix Suns
80,2,28-10-2022 21:00,Moda Center,Portland Trail Blazers,Houston Rockets,125,111,Portland Trail Blazers
81,2,29-10-2022 17:00,Golden 1 Center,Sacramento Kings,Miami Heat,119,113,Sacramento Kings
82,2,29-10-2022 18:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,120,113,Charlotte Hornets
83,2,29-10-2022 18:30,Barclays Center,Brooklyn Nets,Indiana Pacers,116,125,Indiana Pacers
84,2,29-10-2022 19:00,United Center,Chicago Bulls,Philadelphia 76ers,109,114,Philadelphia 76ers
85,2,29-10-2022 19:00,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,123,115,Milwaukee Bucks
86,2,29-10-2022 20:00,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,111,117,Oklahoma City Thunder
87,2,29-10-2022 20:00,Vivint Arena,Utah Jazz,Memphis Grizzlies,124,123,Utah Jazz
88,2,30-10-2022 14:00,Crypto.com Arena,LA Clippers,New Orleans Pelicans,91,112,New Orleans Pelicans
89,2,30-10-2022 17:00,TD Garden,Boston Celtics,Washington Wizards,112,94,Boston Celtics
90,2,30-10-2022 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,121,108,Cleveland Cavaliers
91,2,30-10-2022 17:00,Little Caesars Arena,Detroit Pistons,Golden State Warriors,128,114,Detroit Pistons
92,2,30-10-2022 18:00,AT&T Center,San Antonio Spurs,Minnesota Timberwolves,107,98,San Antonio Spurs
93,2,30-10-2022 18:30,American Airlines Center,Dallas Mavericks,Orlando Magic,114,105,Dallas Mavericks
94,2,30-10-2022 20:00,Footprint Center,Phoenix Suns,Houston Rockets,124,109,Phoenix Suns
95,2,30-10-2022 20:30,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,121,110,Los Angeles Lakers
96,2,31-10-2022 18:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,108,115,Sacramento Kings
97,2,31-10-2022 18:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,111,118,Philadelphia 76ers
98,2,31-10-2022 18:30,Barclays Center,Brooklyn Nets,Indiana Pacers,116,109,Brooklyn Nets
99,2,31-10-2022 18:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,139,109,Toronto Raptors
100,2,31-10-2022 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,110,108,Milwaukee Bucks
101,2,31-10-2022 20:00,Vivint Arena,Utah Jazz,Memphis Grizzlies,121,105,Utah Jazz
102,2,31-10-2022 21:30,Crypto.com Arena,LA Clippers,Houston Rockets,95,93,LA Clippers
103,2,01-11-2022 18:30,Barclays Center,Brooklyn Nets,Chicago Bulls,99,108,Chicago Bulls
104,2,01-11-2022 18:30,Miami-Dade Arena,Miami Heat,Golden State Warriors,116,109,Miami Heat
105,2,01-11-2022 19:00,Paycom Center,Oklahoma City Thunder,Orlando Magic,116,108,Oklahoma City Thunder
106,2,01-11-2022 21:00,Footprint Center,Phoenix Suns,Minnesota Timberwolves,116,107,Phoenix Suns
108,2,02-11-2022 17:00,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,111,121,Washington Wizards
107,2,02-11-2022 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,114,113,Cleveland Cavaliers
109,2,02-11-2022 18:30,Miami-Dade Arena,Miami Heat,Sacramento Kings,110,107,Miami Heat
110,2,02-11-2022 18:30,Madison Square Garden,New York Knicks,Atlanta Hawks,99,112,Atlanta Hawks
111,2,02-11-2022 19:00,United Center,Chicago Bulls,Charlotte Hornets,106,88,Chicago Bulls
112,2,02-11-2022 19:00,Toyota Center,Houston Rockets,LA Clippers,101,109,LA Clippers
113,2,02-11-2022 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,116,91,Milwaukee Bucks
114,2,02-11-2022 19:00,AT&T Center,San Antonio Spurs,Toronto Raptors,100,143,Toronto Raptors
115,2,02-11-2022 19:30,American Airlines Center,Dallas Mavericks,Utah Jazz,103,100,Dallas Mavericks
116,2,02-11-2022 21:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,106,111,Memphis Grizzlies
117,2,02-11-2022 21:30,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,120,117,Los Angeles Lakers
118,3,03-11-2022 18:00,Amway Center,Orlando Magic,Golden State Warriors,130,129,Orlando Magic
119,3,03-11-2022 19:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,110,122,Denver Nuggets
120,3,04-11-2022 18:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,88,112,Cleveland Cavaliers
121,3,04-11-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,101,99,Indiana Pacers
122,3,04-11-2022 18:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,104,106,New York Knicks
123,3,04-11-2022 18:00,Capital One Arena,Washington Wizards,Brooklyn Nets,86,128,Brooklyn Nets
124,3,04-11-2022 18:30,TD Garden,Boston Celtics,Chicago Bulls,123,119,Boston Celtics
125,3,04-11-2022 19:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,130,99,Memphis Grizzlies
126,3,04-11-2022 19:00,AT&T Center,San Antonio Spurs,LA Clippers,106,113,LA Clippers
127,3,04-11-2022 19:30,American Airlines Center,Dallas Mavericks,Toronto Raptors,111,110,Dallas Mavericks
128,3,04-11-2022 19:30,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,114,105,New Orleans Pelicans
129,3,04-11-2022 21:00,Target Center,Minnesota Timberwolves,Milwaukee Bucks,102,115,Milwaukee Bucks
130,3,04-11-2022 21:00,Footprint Center,Phoenix Suns,Portland Trail Blazers,106,108,Portland Trail Blazers
131,3,04-11-2022 21:30,Crypto.com Arena,Los Angeles Lakers,Utah Jazz,116,130,Utah Jazz
132,3,05-11-2022 16:00,Amway Center,Orlando Magic,Sacramento Kings,123,126,Sacramento Kings
133,3,05-11-2022 18:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,94,98,Brooklyn Nets
134,3,05-11-2022 18:30,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,124,121,Atlanta Hawks
135,3,05-11-2022 18:30,Madison Square Garden,New York Knicks,Boston Celtics,118,133,Boston Celtics
136,3,05-11-2022 19:00,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,108,94,Milwaukee Bucks
137,3,05-11-2022 19:00,Target Center,Minnesota Timberwolves,Houston Rockets,129,117,Minnesota Timberwolves
138,3,05-11-2022 20:00,Ball Arena,Denver Nuggets,San Antonio Spurs,126,101,Denver Nuggets
139,3,05-11-2022 21:00,Footprint Center,Phoenix Suns,Portland Trail Blazers,102,82,Phoenix Suns
140,3,06-11-2022 14:30,Crypto.com Arena,Los Angeles Lakers,Cleveland Cavaliers,100,114,Cleveland Cavaliers
141,3,06-11-2022 17:00,Scotiabank Arena,Toronto Raptors,Chicago Bulls,113,104,Toronto Raptors
142,3,06-11-2022 17:00,FedExForum,Memphis Grizzlies,Washington Wizards,103,97,Memphis Grizzlies
143,3,06-11-2022 21:00,Crypto.com Arena,LA Clippers,Utah Jazz,102,110,Utah Jazz
144,3,07-11-2022 18:00,Spectrum Center,Charlotte Hornets,Washington Wizards,100,108,Washington Wizards
145,3,07-11-2022 18:13,Amway Center,Orlando Magic,Houston Rockets,127,134,Houston Rockets
146,3,07-11-2022 18:30,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,112,103,Detroit Pistons
147,3,07-11-2022 18:45,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,129,122,Indiana Pacers
148,3,07-11-2022 19:00,Wells Fargo Center,Philadelphia 76ers,Phoenix Suns,100,88,Philadelphia 76ers
149,3,07-11-2022 19:13,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,117,98,Atlanta Hawks
150,3,07-11-2022 19:30,Miami-Dade Arena,Miami Heat,Portland Trail Blazers,107,110,Portland Trail Blazers
151,3,07-11-2022 19:45,United Center,Chicago Bulls,Toronto Raptors,111,97,Chicago Bulls
152,3,07-11-2022 20:00,FedExForum,Memphis Grizzlies,Boston Celtics,106,109,Boston Celtics
153,3,07-11-2022 20:13,Target Center,Minnesota Timberwolves,New York Knicks,107,120,New York Knicks
154,3,07-11-2022 20:30,AT&T Center,San Antonio Spurs,Denver Nuggets,109,115,Denver Nuggets
155,3,07-11-2022 20:45,American Airlines Center,Dallas Mavericks,Brooklyn Nets,96,94,Dallas Mavericks
156,3,07-11-2022 21:00,Chase Center,Golden State Warriors,Sacramento Kings,116,113,Golden State Warriors
157,3,07-11-2022 21:13,Vivint Arena,Utah Jazz,Los Angeles Lakers,139,116,Utah Jazz
158,3,07-11-2022 21:30,Crypto.com Arena,LA Clippers,Cleveland Cavaliers,119,117,LA Clippers
161,3,09-11-2022 16:30,Amway Center,Orlando Magic,Dallas Mavericks,94,87,Orlando Magic
159,3,09-11-2022 18:00,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,95,105,Portland Trail Blazers
160,3,09-11-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Denver Nuggets,119,122,Denver Nuggets
162,3,09-11-2022 18:30,State Farm Arena,Atlanta Hawks,Utah Jazz,119,125,Utah Jazz
163,3,09-11-2022 18:30,TD Garden,Boston Celtics,Detroit Pistons,128,112,Boston Celtics
164,3,09-11-2022 18:30,Barclays Center,Brooklyn Nets,New York Knicks,112,85,Brooklyn Nets
165,3,09-11-2022 18:30,Scotiabank Arena,Toronto Raptors,Houston Rockets,116,109,Toronto Raptors
166,3,09-11-2022 19:00,United Center,Chicago Bulls,New Orleans Pelicans,111,115,New Orleans Pelicans
167,3,09-11-2022 19:00,Target Center,Minnesota Timberwolves,Phoenix Suns,117,129,Phoenix Suns
168,3,09-11-2022 19:00,Paycom Center,Oklahoma City Thunder,Milwaukee Bucks,132,136,Milwaukee Bucks
169,3,09-11-2022 19:00,AT&T Center,San Antonio Spurs,Memphis Grizzlies,122,124,Memphis Grizzlies
170,3,09-11-2022 21:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,114,101,LA Clippers
171,3,09-11-2022 21:00,Golden 1 Center,Sacramento Kings,Cleveland Cavaliers,127,120,Sacramento Kings
172,4,10-11-2022 18:00,Capital One Arena,Washington Wizards,Dallas Mavericks,113,105,Washington Wizards
173,4,10-11-2022 18:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,104,95,Atlanta Hawks
174,4,10-11-2022 18:30,Miami-Dade Arena,Miami Heat,Charlotte Hornets,117,112,Miami Heat
175,4,10-11-2022 19:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,95,106,Portland Trail Blazers
176,4,11-11-2022 18:00,TD Garden,Boston Celtics,Denver Nuggets,131,112,Boston Celtics
177,4,11-11-2022 18:00,Amway Center,Orlando Magic,Phoenix Suns,114,97,Orlando Magic
178,4,11-11-2022 18:30,Madison Square Garden,New York Knicks,Detroit Pistons,121,112,New York Knicks
179,4,11-11-2022 19:00,Paycom Center,Oklahoma City Thunder,Toronto Raptors,132,113,Oklahoma City Thunder
180,4,11-11-2022 19:00,AT&T Center,San Antonio Spurs,Milwaukee Bucks,111,93,San Antonio Spurs
181,4,11-11-2022 20:30,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,114,103,Memphis Grizzlies
182,4,11-11-2022 21:00,Chase Center,Golden State Warriors,Cleveland Cavaliers,106,101,Golden State Warriors
183,4,11-11-2022 21:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,114,120,Sacramento Kings
184,4,12-11-2022 15:00,Crypto.com Arena,LA Clippers,Brooklyn Nets,95,110,Brooklyn Nets
185,4,12-11-2022 17:00,Capital One Arena,Washington Wizards,Utah Jazz,121,112,Washington Wizards
186,4,12-11-2022 18:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,108,117,Boston Celtics
187,4,12-11-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,118,104,Indiana Pacers
188,4,12-11-2022 18:30,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,121,109,Philadelphia 76ers
189,4,12-11-2022 19:00,Miami-Dade Arena,Miami Heat,Charlotte Hornets,132,115,Miami Heat
190,4,12-11-2022 19:30,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,117,112,Dallas Mavericks
191,4,12-11-2022 19:30,Smoothie King Center,New Orleans Pelicans,Houston Rockets,119,106,New Orleans Pelicans
192,4,13-11-2022 11:00,Madison Square Garden,New York Knicks,Oklahoma City Thunder,135,145,Oklahoma City Thunder
193,4,13-11-2022 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,124,129,Minnesota Timberwolves
194,4,13-11-2022 17:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,102,92,Washington Wizards
195,4,13-11-2022 18:30,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,105,98,Philadelphia 76ers
196,4,13-11-2022 19:00,United Center,Chicago Bulls,Denver Nuggets,103,126,Denver Nuggets
197,4,13-11-2022 20:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,122,115,Sacramento Kings
198,4,13-11-2022 20:30,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,116,103,Los Angeles Lakers
199,4,14-11-2022 18:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,111,115,Toronto Raptors
200,4,14-11-2022 18:00,Amway Center,Orlando Magic,Charlotte Hornets,105,112,Charlotte Hornets
201,4,14-11-2022 18:30,TD Garden,Boston Celtics,Oklahoma City Thunder,126,122,Boston Celtics
202,4,14-11-2022 18:30,Miami-Dade Arena,Miami Heat,Phoenix Suns,113,112,Miami Heat
203,4,14-11-2022 19:00,Toyota Center,Houston Rockets,LA Clippers,106,122,LA Clippers
204,4,14-11-2022 19:00,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,106,121,Atlanta Hawks
205,4,14-11-2022 21:00,Chase Center,Golden State Warriors,San Antonio Spurs,132,95,Golden State Warriors
206,4,15-11-2022 18:30,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,113,102,New Orleans Pelicans
207,4,15-11-2022 19:30,American Airlines Center,Dallas Mavericks,LA Clippers,103,101,Dallas Mavericks
208,4,15-11-2022 20:00,Vivint Arena,Utah Jazz,New York Knicks,111,118,New York Knicks
209,4,15-11-2022 21:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,117,110,Portland Trail Blazers
210,4,15-11-2022 21:00,Golden 1 Center,Sacramento Kings,Brooklyn Nets,153,121,Sacramento Kings
211,4,16-11-2022 18:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,113,125,Indiana Pacers
212,4,16-11-2022 18:00,Amway Center,Orlando Magic,Minnesota Timberwolves,108,126,Minnesota Timberwolves
213,4,16-11-2022 18:00,Capital One Arena,Washington Wizards,Oklahoma City Thunder,120,121,Oklahoma City Thunder
214,4,16-11-2022 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,101,126,Boston Celtics
215,4,16-11-2022 18:30,Scotiabank Arena,Toronto Raptors,Miami Heat,112,104,Toronto Raptors
216,4,16-11-2022 19:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,113,98,Milwaukee Bucks
217,4,16-11-2022 19:00,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,124,110,New Orleans Pelicans
218,4,16-11-2022 19:30,American Airlines Center,Dallas Mavericks,Houston Rockets,92,101,Houston Rockets
219,4,16-11-2022 21:00,Ball Arena,Denver Nuggets,New York Knicks,103,106,New York Knicks
220,4,16-11-2022 21:00,Footprint Center,Phoenix Suns,Golden State Warriors,130,119,Phoenix Suns
221,5,17-11-2022 21:00,Moda Center,Portland Trail Blazers,Brooklyn Nets,107,109,Brooklyn Nets
222,5,17-11-2022 21:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,130,112,Sacramento Kings
223,5,17-11-2022 21:30,Crypto.com Arena,LA Clippers,Detroit Pistons,96,91,LA Clippers
224,5,18-11-2022 18:00,Capital One Arena,Washington Wizards,Miami Heat,107,106,Washington Wizards
225,5,18-11-2022 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Charlotte Hornets,132,122,Cleveland Cavaliers
226,5,18-11-2022 18:30,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,110,102,Philadelphia 76ers
227,5,18-11-2022 19:00,United Center,Chicago Bulls,Orlando Magic,107,108,Orlando Magic
228,5,18-11-2022 19:00,Toyota Center,Houston Rockets,Indiana Pacers,91,99,Indiana Pacers
229,5,18-11-2022 19:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,121,110,Memphis Grizzlies
230,5,18-11-2022 19:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,127,99,Dallas Mavericks
231,5,18-11-2022 19:30,Smoothie King Center,New Orleans Pelicans,Boston Celtics,109,117,Boston Celtics
232,5,18-11-2022 20:00,Vivint Arena,Utah Jazz,Phoenix Suns,134,133,Utah Jazz
233,5,18-11-2022 21:00,Chase Center,Golden State Warriors,New York Knicks,111,101,Golden State Warriors
234,5,18-11-2022 21:30,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,128,121,Los Angeles Lakers
235,5,19-11-2022 17:00,State Farm Arena,Atlanta Hawks,Toronto Raptors,124,122,Atlanta Hawks
236,5,19-11-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,114,113,Indiana Pacers
237,5,19-11-2022 18:30,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,109,112,Minnesota Timberwolves
238,5,19-11-2022 21:00,Moda Center,Portland Trail Blazers,Utah Jazz,113,118,Utah Jazz
239,5,19-11-2022 21:30,Crypto.com Arena,LA Clippers,San Antonio Spurs,119,97,LA Clippers
240,5,20-11-2022 14:30,Footprint Center,Phoenix Suns,New York Knicks,116,95,Phoenix Suns
241,5,20-11-2022 17:00,Capital One Arena,Washington Wizards,Charlotte Hornets,106,102,Washington Wizards
242,5,20-11-2022 17:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,137,129,Sacramento Kings
243,5,20-11-2022 18:00,Barclays Center,Brooklyn Nets,Memphis Grizzlies,127,115,Brooklyn Nets
244,5,20-11-2022 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,113,87,Cleveland Cavaliers
245,5,20-11-2022 18:00,Toyota Center,Houston Rockets,Golden State Warriors,120,127,Golden State Warriors
246,5,20-11-2022 18:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,97,98,Denver Nuggets
247,5,20-11-2022 20:30,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,123,92,Los Angeles Lakers
248,5,21-11-2022 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,114,102,Cleveland Cavaliers
249,5,21-11-2022 18:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,123,102,Indiana Pacers
250,5,21-11-2022 19:00,United Center,Chicago Bulls,Boston Celtics,121,107,Chicago Bulls
