Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
28,1,23-10-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,102,91,Indiana Pacers
29,1,23-10-2021 18:30,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,95,103,Dallas Mavericks
30,1,23-10-2021 19:00,United Center,Chicago Bulls,Detroit Pistons,97,82,Chicago Bulls
31,1,23-10-2021 19:00,Target Center,Minnesota Timberwolves,New Orleans Pelicans,96,89,Minnesota Timberwolves
32,1,23-10-2021 19:30,AT&T Center,San Antonio Spurs,Milwaukee Bucks,111,121,Milwaukee Bucks
33,1,23-10-2021 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,134,105,Portland Trail Blazers
34,1,23-10-2021 21:30,STAPLES Center,LA Clippers,Memphis Grizzlies,114,120,Memphis Grizzlies
35,1,24-10-2021 15:00,Barclays Center,Brooklyn Nets,Charlotte Hornets,95,111,Charlotte Hornets
36,1,24-10-2021 18:00,Madison Square Garden,New York Knicks,Orlando Magic,104,110,Orlando Magic
37,1,24-10-2021 18:00,Toyota Center,Houston Rockets,Boston Celtics,97,107,Boston Celtics
38,1,24-10-2021 18:00,Paycom Center,Oklahoma City Thunder,Philadelphia 76ers,103,115,Philadelphia 76ers
39,1,24-10-2021 20:00,Golden 1 Center,Sacramento Kings,Golden State Warriors,107,119,Golden State Warriors
40,1,24-10-2021 20:30,STAPLES Center,Los Angeles Lakers,Memphis Grizzlies,121,118,Los Angeles Lakers
41,1,25-10-2021 18:00,Spectrum Center,Charlotte Hornets,Boston Celtics,129,140,Boston Celtics
42,1,25-10-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,109,119,Milwaukee Bucks
43,1,25-10-2021 18:30,State Farm Arena,Atlanta Hawks,Detroit Pistons,122,104,Atlanta Hawks
44,1,25-10-2021 18:30,Barclays Center,Brooklyn Nets,Washington Wizards,104,90,Brooklyn Nets
45,1,25-10-2021 18:30,FTX Arena,Miami Heat,Orlando Magic,107,90,Miami Heat
46,1,25-10-2021 18:30,Scotiabank Arena,Toronto Raptors,Chicago Bulls,108,111,Chicago Bulls
47,1,25-10-2021 19:00,Target Center,Minnesota Timberwolves,New Orleans Pelicans,98,107,New Orleans Pelicans
48,1,25-10-2021 20:00,Ball Arena,Denver Nuggets,Cleveland Cavaliers,87,99,Cleveland Cavaliers
49,1,25-10-2021 21:30,STAPLES Center,LA Clippers,Portland Trail Blazers,116,86,LA Clippers
50,1,26-10-2021 18:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,112,99,New York Knicks
51,1,26-10-2021 19:00,Paycom Center,Oklahoma City Thunder,Golden State Warriors,98,106,Golden State Warriors
52,1,26-10-2021 19:30,American Airlines Center,Dallas Mavericks,Houston Rockets,116,106,Dallas Mavericks
53,1,26-10-2021 19:30,AT&T Center,San Antonio Spurs,Los Angeles Lakers,121,125,Los Angeles Lakers
54,1,26-10-2021 21:00,Vivint Arena,Utah Jazz,Denver Nuggets,122,110,Utah Jazz
55,1,27-10-2021 18:00,Amway Center,Orlando Magic,Charlotte Hornets,111,120,Charlotte Hornets
56,1,27-10-2021 18:30,TD Garden,Boston Celtics,Washington Wizards,107,116,Washington Wizards
57,1,27-10-2021 18:30,Barclays Center,Brooklyn Nets,Miami Heat,93,106,Miami Heat
58,1,27-10-2021 18:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,118,100,Toronto Raptors
59,1,27-10-2021 18:30,Smoothie King Center,New Orleans Pelicans,Atlanta Hawks,99,102,Atlanta Hawks
60,1,27-10-2021 19:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,108,113,Minnesota Timberwolves
61,1,27-10-2021 19:00,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,123,115,Oklahoma City Thunder
62,1,27-10-2021 21:00,Footprint Center,Phoenix Suns,Sacramento Kings,107,110,Sacramento Kings
63,1,27-10-2021 21:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,116,96,Portland Trail Blazers
64,1,27-10-2021 21:30,STAPLES Center,LA Clippers,Cleveland Cavaliers,79,92,Cleveland Cavaliers
65,2,28-10-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,110,102,Philadelphia 76ers
66,2,28-10-2021 18:00,Capital One Arena,Washington Wizards,Atlanta Hawks,122,111,Washington Wizards
67,2,28-10-2021 19:00,United Center,Chicago Bulls,New York Knicks,103,104,New York Knicks
68,2,28-10-2021 19:00,Toyota Center,Houston Rockets,Utah Jazz,91,122,Utah Jazz
69,2,28-10-2021 19:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,104,99,Dallas Mavericks
70,2,28-10-2021 21:00,Chase Center,Golden State Warriors,Memphis Grizzlies,101,104,Memphis Grizzlies
71,2,29-10-2021 18:00,Scotiabank Arena,Toronto Raptors,Orlando Magic,110,109,Toronto Raptors
72,2,29-10-2021 18:30,Barclays Center,Brooklyn Nets,Indiana Pacers,105,98,Brooklyn Nets
73,2,29-10-2021 18:30,FTX Arena,Miami Heat,Charlotte Hornets,114,99,Miami Heat
74,2,29-10-2021 19:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,109,113,Sacramento Kings
75,2,29-10-2021 21:00,Ball Arena,Denver Nuggets,Dallas Mavericks,106,75,Denver Nuggets
76,2,29-10-2021 21:00,Moda Center,Portland Trail Blazers,LA Clippers,111,92,Portland Trail Blazers
77,2,29-10-2021 21:30,STAPLES Center,Los Angeles Lakers,Cleveland Cavaliers,113,101,Los Angeles Lakers
78,2,30-10-2021 16:00,Capital One Arena,Washington Wizards,Boston Celtics,115,112,Washington Wizards
79,2,30-10-2021 18:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,110,103,Detroit Pistons
80,2,30-10-2021 18:00,Smoothie King Center,New Orleans Pelicans,New York Knicks,117,123,New York Knicks
81,2,30-10-2021 18:30,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,94,97,Toronto Raptors
82,2,30-10-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,122,94,Philadelphia 76ers
83,2,30-10-2021 19:00,United Center,Chicago Bulls,Utah Jazz,107,99,Chicago Bulls
84,2,30-10-2021 19:00,FedExForum,Memphis Grizzlies,Miami Heat,103,129,Miami Heat
85,2,30-10-2021 19:00,Fiserv Forum,Milwaukee Bucks,San Antonio Spurs,93,102,San Antonio Spurs
86,2,30-10-2021 19:30,Chase Center,Golden State Warriors,Oklahoma City Thunder,103,82,Golden State Warriors
87,2,30-10-2021 20:00,Target Center,Minnesota Timberwolves,Denver Nuggets,91,93,Denver Nuggets
88,2,30-10-2021 21:00,Footprint Center,Phoenix Suns,Cleveland Cavaliers,101,92,Phoenix Suns
89,2,31-10-2021 14:30,American Airlines Center,Dallas Mavericks,Sacramento Kings,105,99,Dallas Mavericks
90,2,31-10-2021 18:00,Spectrum Center,Charlotte Hornets,Portland Trail Blazers,125,113,Charlotte Hornets
91,2,31-10-2021 18:00,Fiserv Forum,Milwaukee Bucks,Utah Jazz,95,107,Utah Jazz
92,2,31-10-2021 18:30,Barclays Center,Brooklyn Nets,Detroit Pistons,117,91,Brooklyn Nets
93,2,31-10-2021 21:30,STAPLES Center,Los Angeles Lakers,Houston Rockets,95,85,Los Angeles Lakers
94,2,01-11-2021 18:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,110,113,Cleveland Cavaliers
95,2,01-11-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,San Antonio Spurs,131,118,Indiana Pacers
96,2,01-11-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Portland Trail Blazers,113,103,Philadelphia 76ers
97,2,01-11-2021 18:30,State Farm Arena,Atlanta Hawks,Washington Wizards,118,111,Atlanta Hawks
98,2,01-11-2021 18:30,TD Garden,Boston Celtics,Chicago Bulls,114,128,Chicago Bulls
99,2,01-11-2021 18:30,Madison Square Garden,New York Knicks,Toronto Raptors,104,113,Toronto Raptors
100,2,01-11-2021 19:00,FedExForum,Memphis Grizzlies,Denver Nuggets,106,97,Memphis Grizzlies
101,2,01-11-2021 19:00,Target Center,Minnesota Timberwolves,Orlando Magic,97,115,Orlando Magic
102,2,01-11-2021 21:30,STAPLES Center,LA Clippers,Oklahoma City Thunder,99,94,LA Clippers
103,2,02-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,89,117,Milwaukee Bucks
104,2,02-11-2021 18:30,American Airlines Center,Dallas Mavericks,Miami Heat,110,125,Miami Heat
105,2,02-11-2021 20:00,Vivint Arena,Utah Jazz,Sacramento Kings,119,113,Utah Jazz
106,2,02-11-2021 21:00,Footprint Center,Phoenix Suns,New Orleans Pelicans,112,100,Phoenix Suns
107,2,02-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Houston Rockets,119,117,Los Angeles Lakers
108,2,03-11-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Portland Trail Blazers,107,104,Cleveland Cavaliers
109,2,03-11-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,111,98,Indiana Pacers
110,2,03-11-2021 18:00,Amway Center,Orlando Magic,Boston Celtics,79,92,Boston Celtics
111,2,03-11-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,103,98,Philadelphia 76ers
112,2,03-11-2021 18:00,Capital One Arena,Washington Wizards,Toronto Raptors,100,109,Toronto Raptors
113,2,03-11-2021 18:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,117,108,Brooklyn Nets
114,2,03-11-2021 19:00,FedExForum,Memphis Grizzlies,Denver Nuggets,108,106,Memphis Grizzlies
115,2,03-11-2021 19:00,Target Center,Minnesota Timberwolves,LA Clippers,115,126,LA Clippers
116,2,03-11-2021 19:30,AT&T Center,San Antonio Spurs,Dallas Mavericks,108,109,Dallas Mavericks
117,2,03-11-2021 21:00,Chase Center,Golden State Warriors,Charlotte Hornets,114,92,Golden State Warriors
118,2,03-11-2021 21:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,112,99,Sacramento Kings
119,3,04-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,98,109,Philadelphia 76ers
120,3,04-11-2021 18:30,State Farm Arena,Atlanta Hawks,Utah Jazz,98,116,Utah Jazz
121,3,04-11-2021 18:30,FTX Arena,Miami Heat,Boston Celtics,78,95,Boston Celtics
122,3,04-11-2021 21:00,Footprint Center,Phoenix Suns,Houston Rockets,123,111,Phoenix Suns
123,3,04-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Oklahoma City Thunder,104,107,Oklahoma City Thunder
124,3,05-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,90,96,Brooklyn Nets
125,3,05-11-2021 18:00,Amway Center,Orlando Magic,San Antonio Spurs,89,102,San Antonio Spurs
126,3,05-11-2021 18:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,115,87,Washington Wizards
127,3,05-11-2021 18:30,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,101,102,Cleveland Cavaliers
128,3,05-11-2021 18:30,Fiserv Forum,Milwaukee Bucks,New York Knicks,98,113,New York Knicks
129,3,05-11-2021 19:00,Target Center,Minnesota Timberwolves,LA Clippers,84,104,LA Clippers
130,3,05-11-2021 21:00,Chase Center,Golden State Warriors,New Orleans Pelicans,126,85,Golden State Warriors
131,3,05-11-2021 21:00,Moda Center,Portland Trail Blazers,Indiana Pacers,110,106,Portland Trail Blazers
132,3,05-11-2021 21:00,Golden 1 Center,Sacramento Kings,Charlotte Hornets,140,110,Sacramento Kings
133,3,06-11-2021 16:00,Ball Arena,Denver Nuggets,Houston Rockets,95,94,Denver Nuggets
134,3,06-11-2021 18:30,FTX Arena,Miami Heat,Utah Jazz,118,115,Miami Heat
135,3,06-11-2021 19:00,United Center,Chicago Bulls,Philadelphia 76ers,105,114,Philadelphia 76ers
136,3,06-11-2021 19:30,American Airlines Center,Dallas Mavericks,Boston Celtics,107,104,Dallas Mavericks
137,3,06-11-2021 21:00,Footprint Center,Phoenix Suns,Atlanta Hawks,121,117,Phoenix Suns
138,3,06-11-2021 21:30,Moda Center,Portland Trail Blazers,Los Angeles Lakers,105,90,Portland Trail Blazers
139,3,07-11-2021 14:30,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,103,116,Brooklyn Nets
140,3,07-11-2021 17:00,Madison Square Garden,New York Knicks,Cleveland Cavaliers,109,126,Cleveland Cavaliers
141,3,07-11-2021 17:00,Amway Center,Orlando Magic,Utah Jazz,107,100,Orlando Magic
142,3,07-11-2021 17:00,Capital One Arena,Washington Wizards,Milwaukee Bucks,101,94,Washington Wizards
143,3,07-11-2021 17:00,Golden 1 Center,Sacramento Kings,Indiana Pacers,91,94,Indiana Pacers
144,3,07-11-2021 18:00,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,99,94,Oklahoma City Thunder
145,3,07-11-2021 19:30,Chase Center,Golden State Warriors,Houston Rockets,120,107,Golden State Warriors
146,3,07-11-2021 20:00,STAPLES Center,LA Clippers,Charlotte Hornets,120,106,LA Clippers
147,3,08-11-2021 18:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,96,103,New York Knicks
148,3,08-11-2021 19:00,United Center,Chicago Bulls,Brooklyn Nets,118,95,Chicago Bulls
149,3,08-11-2021 19:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,125,118,Memphis Grizzlies
150,3,08-11-2021 19:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,108,92,Dallas Mavericks
151,3,08-11-2021 20:00,Ball Arena,Denver Nuggets,Miami Heat,113,96,Denver Nuggets
152,3,08-11-2021 21:00,Chase Center,Golden State Warriors,Atlanta Hawks,127,113,Golden State Warriors
153,3,08-11-2021 21:00,Golden 1 Center,Sacramento Kings,Phoenix Suns,104,109,Phoenix Suns
154,3,08-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Charlotte Hornets,126,123,Los Angeles Lakers
155,3,09-11-2021 18:30,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,109,118,Milwaukee Bucks
156,3,09-11-2021 20:00,Vivint Arena,Utah Jazz,Atlanta Hawks,110,98,Utah Jazz
157,3,09-11-2021 21:00,STAPLES Center,LA Clippers,Portland Trail Blazers,117,109,LA Clippers
158,3,10-11-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,94,97,Washington Wizards
159,3,10-11-2021 18:00,Amway Center,Orlando Magic,Brooklyn Nets,90,123,Brooklyn Nets
160,3,10-11-2021 18:30,TD Garden,Boston Celtics,Toronto Raptors,104,88,Boston Celtics
161,3,10-11-2021 18:30,Madison Square Garden,New York Knicks,Milwaukee Bucks,100,112,Milwaukee Bucks
162,3,10-11-2021 18:30,Toyota Center,Houston Rockets,Detroit Pistons,104,112,Detroit Pistons
163,3,10-11-2021 19:00,United Center,Chicago Bulls,Dallas Mavericks,117,107,Chicago Bulls
164,3,10-11-2021 19:00,FedExForum,Memphis Grizzlies,Charlotte Hornets,108,118,Charlotte Hornets
165,3,10-11-2021 19:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,100,108,Oklahoma City Thunder
166,3,10-11-2021 19:30,AT&T Center,San Antonio Spurs,Sacramento Kings,136,117,San Antonio Spurs
167,3,10-11-2021 20:00,Ball Arena,Denver Nuggets,Indiana Pacers,101,98,Denver Nuggets
168,3,10-11-2021 20:00,Footprint Center,Phoenix Suns,Portland Trail Blazers,119,109,Phoenix Suns
169,3,10-11-2021 21:00,Chase Center,Golden State Warriors,Minnesota Timberwolves,123,110,Golden State Warriors
170,3,10-11-2021 21:00,STAPLES Center,Los Angeles Lakers,Miami Heat,120,117,Los Angeles Lakers
171,4,11-11-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,109,115,Toronto Raptors
172,4,11-11-2021 20:00,Vivint Arena,Utah Jazz,Indiana Pacers,100,111,Indiana Pacers
173,4,11-11-2021 21:30,STAPLES Center,LA Clippers,Miami Heat,112,109,LA Clippers
174,4,12-11-2021 18:00,Spectrum Center,Charlotte Hornets,New York Knicks,104,96,Charlotte Hornets
175,4,12-11-2021 18:30,TD Garden,Boston Celtics,Milwaukee Bucks,122,113,Boston Celtics
176,4,12-11-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,98,78,Cleveland Cavaliers
177,4,12-11-2021 19:00,Toyota Center,Houston Rockets,Portland Trail Blazers,92,104,Portland Trail Blazers
178,4,12-11-2021 19:00,FedExForum,Memphis Grizzlies,Phoenix Suns,94,119,Phoenix Suns
179,4,12-11-2021 19:00,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,112,120,Brooklyn Nets
180,4,12-11-2021 19:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,105,103,Oklahoma City Thunder
181,4,12-11-2021 19:30,AT&T Center,San Antonio Spurs,Dallas Mavericks,109,123,Dallas Mavericks
182,4,12-11-2021 20:00,Ball Arena,Denver Nuggets,Atlanta Hawks,105,96,Denver Nuggets
183,4,12-11-2021 21:00,Chase Center,Golden State Warriors,Chicago Bulls,119,93,Golden State Warriors
184,4,12-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,83,107,Minnesota Timberwolves
185,4,13-11-2021 16:00,Vivint Arena,Utah Jazz,Miami Heat,105,111,Miami Heat
186,4,13-11-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,118,113,Indiana Pacers
187,4,13-11-2021 18:00,Amway Center,Orlando Magic,Washington Wizards,92,104,Washington Wizards
188,4,13-11-2021 18:00,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,112,101,New Orleans Pelicans
189,4,13-11-2021 18:30,Scotiabank Arena,Toronto Raptors,Detroit Pistons,121,127,Detroit Pistons
190,4,13-11-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,91,89,Cleveland Cavaliers
191,4,13-11-2021 21:30,STAPLES Center,LA Clippers,Minnesota Timberwolves,129,102,LA Clippers
192,4,14-11-2021 14:30,STAPLES Center,Los Angeles Lakers,San Antonio Spurs,114,106,Los Angeles Lakers
193,4,14-11-2021 17:00,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,120,100,Atlanta Hawks
194,4,14-11-2021 18:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,106,102,Charlotte Hornets
195,4,14-11-2021 18:00,Toyota Center,Houston Rockets,Phoenix Suns,89,115,Phoenix Suns
196,4,14-11-2021 18:00,Paycom Center,Oklahoma City Thunder,Brooklyn Nets,96,120,Brooklyn Nets
197,4,14-11-2021 19:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,124,95,Denver Nuggets
198,4,14-11-2021 20:30,STAPLES Center,LA Clippers,Chicago Bulls,90,100,Chicago Bulls
199,4,15-11-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,92,98,Boston Celtics
200,4,15-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Sacramento Kings,107,129,Sacramento Kings
201,4,15-11-2021 18:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,105,100,Washington Wizards
202,4,15-11-2021 18:30,State Farm Arena,Atlanta Hawks,Orlando Magic,129,111,Atlanta Hawks
203,4,15-11-2021 18:30,Madison Square Garden,New York Knicks,Indiana Pacers,92,84,New York Knicks
204,4,15-11-2021 19:00,American Airlines Center,Dallas Mavericks,Denver Nuggets,111,101,Dallas Mavericks
205,4,15-11-2021 19:00,FedExForum,Memphis Grizzlies,Houston Rockets,136,102,Memphis Grizzlies
206,4,15-11-2021 19:00,Target Center,Minnesota Timberwolves,Phoenix Suns,96,99,Phoenix Suns
207,4,15-11-2021 19:00,Paycom Center,Oklahoma City Thunder,Miami Heat,90,103,Miami Heat
208,4,15-11-2021 21:00,Moda Center,Portland Trail Blazers,Toronto Raptors,118,113,Portland Trail Blazers
209,4,15-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Chicago Bulls,103,121,Chicago Bulls
210,4,16-11-2021 18:30,Barclays Center,Brooklyn Nets,Golden State Warriors,99,117,Golden State Warriors
211,4,16-11-2021 21:00,Vivint Arena,Utah Jazz,Philadelphia 76ers,120,85,Utah Jazz
212,4,16-11-2021 21:30,STAPLES Center,LA Clippers,San Antonio Spurs,106,92,LA Clippers
213,4,17-11-2021 18:00,Spectrum Center,Charlotte Hornets,Washington Wizards,97,87,Charlotte Hornets
214,4,17-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Indiana Pacers,97,89,Detroit Pistons
215,4,17-11-2021 18:30,State Farm Arena,Atlanta Hawks,Boston Celtics,110,99,Atlanta Hawks
216,4,17-11-2021 18:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,109,99,Brooklyn Nets
217,4,17-11-2021 18:30,FTX Arena,Miami Heat,New Orleans Pelicans,113,98,Miami Heat
218,4,17-11-2021 18:30,Madison Square Garden,New York Knicks,Orlando Magic,98,104,Orlando Magic
219,4,17-11-2021 18:30,Fiserv Forum,Milwaukee Bucks,Los Angeles Lakers,109,102,Milwaukee Bucks
220,4,17-11-2021 19:00,Target Center,Minnesota Timberwolves,Sacramento Kings,107,97,Minnesota Timberwolves
221,4,17-11-2021 19:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,101,89,Oklahoma City Thunder
222,4,17-11-2021 21:00,Footprint Center,Phoenix Suns,Dallas Mavericks,105,98,Phoenix Suns
223,4,17-11-2021 21:00,Moda Center,Portland Trail Blazers,Chicago Bulls,112,107,Portland Trail Blazers
224,5,18-11-2021 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Golden State Warriors,89,104,Golden State Warriors
225,5,18-11-2021 18:30,FTX Arena,Miami Heat,Washington Wizards,112,97,Miami Heat
226,5,18-11-2021 19:00,FedExForum,Memphis Grizzlies,LA Clippers,115,90,Memphis Grizzlies
227,5,18-11-2021 19:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,120,108,Minnesota Timberwolves
228,5,18-11-2021 20:00,Ball Arena,Denver Nuggets,Philadelphia 76ers,89,103,Philadelphia 76ers
229,5,18-11-2021 20:00,Vivint Arena,Utah Jazz,Toronto Raptors,119,103,Utah Jazz
230,5,19-11-2021 18:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,121,118,Charlotte Hornets
231,5,19-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Golden State Warriors,102,105,Golden State Warriors
232,5,19-11-2021 18:30,TD Garden,Boston Celtics,Los Angeles Lakers,130,108,Boston Celtics
233,5,19-11-2021 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,115,113,Brooklyn Nets
234,5,19-11-2021 19:00,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,96,89,Milwaukee Bucks
235,5,19-11-2021 19:00,Smoothie King Center,New Orleans Pelicans,LA Clippers,94,81,New Orleans Pelicans
236,5,19-11-2021 20:00,Ball Arena,Denver Nuggets,Chicago Bulls,108,114,Chicago Bulls
237,5,19-11-2021 21:00,Footprint Center,Phoenix Suns,Dallas Mavericks,112,104,Phoenix Suns
238,5,19-11-2021 21:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,89,108,Toronto Raptors
239,5,20-11-2021 16:00,Madison Square Garden,New York Knicks,Houston Rockets,106,99,New York Knicks
240,5,20-11-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,111,94,Indiana Pacers
241,5,20-11-2021 18:00,Capital One Arena,Washington Wizards,Miami Heat,103,100,Washington Wizards
242,5,20-11-2021 18:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,115,105,Atlanta Hawks
243,5,20-11-2021 18:30,TD Garden,Boston Celtics,Oklahoma City Thunder,111,105,Boston Celtics
244,5,20-11-2021 19:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,117,108,Milwaukee Bucks
245,5,20-11-2021 19:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,138,95,Minnesota Timberwolves
246,5,20-11-2021 21:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,118,111,Portland Trail Blazers
247,5,20-11-2021 21:00,Golden 1 Center,Sacramento Kings,Utah Jazz,105,123,Utah Jazz
248,5,21-11-2021 14:30,STAPLES Center,LA Clippers,Dallas Mavericks,97,91,LA Clippers
249,5,21-11-2021 17:00,Little Caesars Arena,Detroit Pistons,Los Angeles Lakers,116,121,Los Angeles Lakers
250,5,21-11-2021 19:00,United Center,Chicago Bulls,New York Knicks,109,103,Chicago Bulls
251,5,21-11-2021 19:00,Footprint Center,Phoenix Suns,Denver Nuggets,126,97,Phoenix Suns
