Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
252,5,21-11-2021 19:30,Chase Center,Golden State Warriors,Toronto Raptors,119,104,Golden State Warriors
253,5,22-11-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,112,117,Brooklyn Nets
254,5,22-11-2021 18:00,Capital One Arena,Washington Wizards,Charlotte Hornets,103,109,Charlotte Hornets
255,5,22-11-2021 18:30,State Farm Arena,Atlanta Hawks,Oklahoma City Thunder,113,101,Atlanta Hawks
256,5,22-11-2021 18:30,TD Garden,Boston Celtics,Houston Rockets,108,90,Boston Celtics
257,5,22-11-2021 19:00,United Center,Chicago Bulls,Indiana Pacers,77,109,Indiana Pacers
258,5,22-11-2021 19:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,123,92,Milwaukee Bucks
259,5,22-11-2021 19:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,96,110,Minnesota Timberwolves
260,5,22-11-2021 19:30,AT&T Center,San Antonio Spurs,Phoenix Suns,111,115,Phoenix Suns
261,5,22-11-2021 20:00,Vivint Arena,Utah Jazz,Memphis Grizzlies,118,119,Memphis Grizzlies
262,5,22-11-2021 21:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,94,102,Philadelphia 76ers
263,5,23-11-2021 18:00,Little Caesars Arena,Detroit Pistons,Miami Heat,92,100,Miami Heat
264,5,23-11-2021 18:30,Madison Square Garden,New York Knicks,Los Angeles Lakers,106,100,New York Knicks
265,5,23-11-2021 21:00,Moda Center,Portland Trail Blazers,Denver Nuggets,119,100,Portland Trail Blazers
266,5,23-11-2021 21:30,STAPLES Center,LA Clippers,Dallas Mavericks,104,112,Dallas Mavericks
267,5,24-11-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Phoenix Suns,115,120,Phoenix Suns
268,5,24-11-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,116,124,Los Angeles Lakers
269,5,24-11-2021 18:00,Amway Center,Orlando Magic,Charlotte Hornets,99,106,Charlotte Hornets
270,5,24-11-2021 18:30,TD Garden,Boston Celtics,Brooklyn Nets,104,123,Brooklyn Nets
271,5,24-11-2021 19:00,Toyota Center,Houston Rockets,Chicago Bulls,118,113,Houston Rockets
272,5,24-11-2021 19:00,FedExForum,Memphis Grizzlies,Toronto Raptors,113,126,Toronto Raptors
273,5,24-11-2021 19:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,114,93,Milwaukee Bucks
274,5,24-11-2021 19:00,Target Center,Minnesota Timberwolves,Miami Heat,113,101,Minnesota Timberwolves
275,5,24-11-2021 19:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,127,102,New Orleans Pelicans
276,5,24-11-2021 19:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,104,110,Utah Jazz
277,5,24-11-2021 19:30,AT&T Center,San Antonio Spurs,Atlanta Hawks,106,124,Atlanta Hawks
278,5,24-11-2021 21:00,Chase Center,Golden State Warriors,Philadelphia 76ers,116,96,Golden State Warriors
279,5,24-11-2021 21:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,125,121,Sacramento Kings
280,6,26-11-2021 14:30,STAPLES Center,LA Clippers,Detroit Pistons,107,96,LA Clippers
281,6,26-11-2021 18:00,Spectrum Center,Charlotte Hornets,Minnesota Timberwolves,133,115,Charlotte Hornets
282,6,26-11-2021 18:00,Madison Square Garden,New York Knicks,Phoenix Suns,97,118,Phoenix Suns
283,6,26-11-2021 18:00,Amway Center,Orlando Magic,Chicago Bulls,88,123,Chicago Bulls
284,6,26-11-2021 19:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,114,97,Indiana Pacers
285,6,26-11-2021 19:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,100,132,Atlanta Hawks
286,6,26-11-2021 19:00,Paycom Center,Oklahoma City Thunder,Washington Wizards,99,101,Washington Wizards
287,6,26-11-2021 19:30,AT&T Center,San Antonio Spurs,Boston Celtics,96,88,San Antonio Spurs
288,6,26-11-2021 20:00,Ball Arena,Denver Nuggets,Milwaukee Bucks,109,120,Milwaukee Bucks
289,6,26-11-2021 20:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,97,98,New Orleans Pelicans
290,6,26-11-2021 21:00,Chase Center,Golden State Warriors,Portland Trail Blazers,118,103,Golden State Warriors
291,6,26-11-2021 21:30,STAPLES Center,Los Angeles Lakers,Sacramento Kings,137,141,Sacramento Kings
292,6,27-11-2021 17:00,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,120,121,Minnesota Timberwolves
293,6,27-11-2021 18:30,State Farm Arena,Atlanta Hawks,New York Knicks,90,99,New York Knicks
294,6,27-11-2021 18:30,Barclays Center,Brooklyn Nets,Phoenix Suns,107,113,Phoenix Suns
295,6,27-11-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,105,92,Cleveland Cavaliers
296,6,27-11-2021 19:00,United Center,Chicago Bulls,Miami Heat,104,107,Miami Heat
297,6,27-11-2021 19:00,Toyota Center,Houston Rockets,Charlotte Hornets,146,143,Houston Rockets
298,6,27-11-2021 19:30,American Airlines Center,Dallas Mavericks,Washington Wizards,114,120,Washington Wizards
299,6,27-11-2021 20:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,127,105,Utah Jazz
300,6,28-11-2021 14:30,STAPLES Center,LA Clippers,Golden State Warriors,90,105,Golden State Warriors
301,6,28-11-2021 16:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,100,118,Milwaukee Bucks
302,6,28-11-2021 17:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,97,109,Boston Celtics
303,6,28-11-2021 17:00,FedExForum,Memphis Grizzlies,Sacramento Kings,128,101,Memphis Grizzlies
304,6,28-11-2021 20:30,STAPLES Center,Los Angeles Lakers,Detroit Pistons,110,106,Los Angeles Lakers
305,6,29-11-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,101,96,Philadelphia 76ers
306,6,29-11-2021 18:30,FTX Arena,Miami Heat,Denver Nuggets,111,120,Denver Nuggets
307,6,29-11-2021 19:00,United Center,Chicago Bulls,Charlotte Hornets,133,119,Chicago Bulls
308,6,29-11-2021 19:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,102,89,Houston Rockets
309,6,29-11-2021 19:00,Target Center,Minnesota Timberwolves,Indiana Pacers,100,98,Minnesota Timberwolves
310,6,29-11-2021 19:30,American Airlines Center,Dallas Mavericks,Cleveland Cavaliers,96,114,Cleveland Cavaliers
311,6,29-11-2021 19:30,AT&T Center,San Antonio Spurs,Washington Wizards,116,99,San Antonio Spurs
312,6,29-11-2021 20:00,Vivint Arena,Utah Jazz,Portland Trail Blazers,129,107,Utah Jazz
313,6,29-11-2021 21:30,STAPLES Center,LA Clippers,New Orleans Pelicans,104,123,New Orleans Pelicans
314,6,30-11-2021 18:30,Barclays Center,Brooklyn Nets,New York Knicks,112,110,Brooklyn Nets
315,6,30-11-2021 18:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,91,98,Memphis Grizzlies
316,6,30-11-2021 21:00,Footprint Center,Phoenix Suns,Golden State Warriors,104,96,Phoenix Suns
317,6,30-11-2021 21:00,Moda Center,Portland Trail Blazers,Detroit Pistons,110,92,Portland Trail Blazers
318,6,30-11-2021 21:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,92,117,Los Angeles Lakers
319,6,01-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,111,114,Atlanta Hawks
320,6,01-12-2021 18:00,Amway Center,Orlando Magic,Denver Nuggets,108,103,Orlando Magic
321,6,01-12-2021 18:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,115,107,Washington Wizards
322,6,01-12-2021 18:30,TD Garden,Boston Celtics,Philadelphia 76ers,88,87,Boston Celtics
323,6,01-12-2021 18:30,FTX Arena,Miami Heat,Cleveland Cavaliers,85,111,Cleveland Cavaliers
324,6,01-12-2021 19:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,127,125,Milwaukee Bucks
325,6,01-12-2021 19:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,107,139,Dallas Mavericks
326,6,01-12-2021 19:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,110,114,Houston Rockets
327,6,01-12-2021 21:30,STAPLES Center,LA Clippers,Sacramento Kings,115,124,Sacramento Kings
328,7,02-12-2021 18:30,Madison Square Garden,New York Knicks,Chicago Bulls,115,119,Chicago Bulls
329,7,02-12-2021 18:30,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,97,93,Toronto Raptors
330,7,02-12-2021 19:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,152,79,Memphis Grizzlies
331,7,02-12-2021 20:00,Footprint Center,Phoenix Suns,Detroit Pistons,114,103,Phoenix Suns
332,7,02-12-2021 21:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,83,114,San Antonio Spurs
333,7,03-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,104,113,Miami Heat
334,7,03-12-2021 18:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,101,116,Cleveland Cavaliers
335,7,03-12-2021 18:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,96,98,Philadelphia 76ers
336,7,03-12-2021 18:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,110,105,Brooklyn Nets
337,7,03-12-2021 19:00,Toyota Center,Houston Rockets,Orlando Magic,118,116,Houston Rockets
338,7,03-12-2021 19:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,91,107,New Orleans Pelicans
339,7,03-12-2021 20:00,Vivint Arena,Utah Jazz,Boston Celtics,137,130,Utah Jazz
340,7,03-12-2021 21:00,Chase Center,Golden State Warriors,Phoenix Suns,118,96,Golden State Warriors
341,7,03-12-2021 21:00,STAPLES Center,Los Angeles Lakers,LA Clippers,115,119,LA Clippers
342,7,04-12-2021 12:00,Madison Square Garden,New York Knicks,Denver Nuggets,99,113,Denver Nuggets
343,7,04-12-2021 19:00,Barclays Center,Brooklyn Nets,Chicago Bulls,107,111,Chicago Bulls
344,7,04-12-2021 19:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,124,102,Milwaukee Bucks
345,7,04-12-2021 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,90,97,Memphis Grizzlies
346,7,04-12-2021 19:30,Chase Center,Golden State Warriors,San Antonio Spurs,107,112,San Antonio Spurs
347,7,04-12-2021 21:00,Moda Center,Portland Trail Blazers,Boston Celtics,117,145,Boston Celtics
348,7,04-12-2021 21:00,Golden 1 Center,Sacramento Kings,LA Clippers,104,99,Sacramento Kings
349,7,05-12-2021 14:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,108,109,Utah Jazz
350,7,05-12-2021 17:00,State Farm Arena,Atlanta Hawks,Charlotte Hornets,127,130,Charlotte Hornets
351,7,05-12-2021 17:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,102,90,Toronto Raptors
352,7,05-12-2021 18:00,Toyota Center,Houston Rockets,New Orleans Pelicans,118,108,Houston Rockets
353,7,06-12-2021 18:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,124,127,Philadelphia 76ers
354,7,06-12-2021 18:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,103,114,Oklahoma City Thunder
355,7,06-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,116,110,Indiana Pacers
356,7,06-12-2021 18:30,FTX Arena,Miami Heat,Memphis Grizzlies,90,105,Memphis Grizzlies
357,7,06-12-2021 19:00,United Center,Chicago Bulls,Denver Nuggets,109,97,Chicago Bulls
358,7,06-12-2021 19:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,112,104,Milwaukee Bucks
359,7,06-12-2021 19:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,110,121,Atlanta Hawks
360,7,06-12-2021 20:00,Footprint Center,Phoenix Suns,San Antonio Spurs,108,104,Phoenix Suns
361,7,06-12-2021 21:00,Chase Center,Golden State Warriors,Orlando Magic,126,95,Golden State Warriors
362,7,06-12-2021 21:00,Moda Center,Portland Trail Blazers,LA Clippers,90,102,LA Clippers
363,7,07-12-2021 18:30,American Airlines Center,Dallas Mavericks,Brooklyn Nets,99,102,Brooklyn Nets
364,7,07-12-2021 19:30,AT&T Center,San Antonio Spurs,New York Knicks,109,121,New York Knicks
365,7,07-12-2021 21:00,STAPLES Center,Los Angeles Lakers,Boston Celtics,117,102,Los Angeles Lakers
366,7,08-12-2021 18:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,106,110,Philadelphia 76ers
367,7,08-12-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,115,92,Cleveland Cavaliers
368,7,08-12-2021 18:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,116,119,Washington Wizards
369,7,08-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,122,102,Indiana Pacers
370,7,08-12-2021 18:30,FTX Arena,Miami Heat,Milwaukee Bucks,113,104,Miami Heat
371,7,08-12-2021 18:30,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,109,110,Oklahoma City Thunder
372,7,08-12-2021 19:00,Toyota Center,Houston Rockets,Brooklyn Nets,114,104,Houston Rockets
373,7,08-12-2021 19:00,FedExForum,Memphis Grizzlies,Dallas Mavericks,96,104,Dallas Mavericks
374,7,08-12-2021 19:00,Target Center,Minnesota Timberwolves,Utah Jazz,104,136,Utah Jazz
375,7,08-12-2021 19:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,114,120,Denver Nuggets
376,7,08-12-2021 21:00,Chase Center,Golden State Warriors,Portland Trail Blazers,104,94,Golden State Warriors
377,7,08-12-2021 21:00,Golden 1 Center,Sacramento Kings,Orlando Magic,142,130,Sacramento Kings
378,7,08-12-2021 21:30,STAPLES Center,LA Clippers,Boston Celtics,114,111,LA Clippers
379,8,09-12-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,96,118,Utah Jazz
380,8,09-12-2021 19:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,108,95,Memphis Grizzlies
381,8,09-12-2021 19:30,AT&T Center,San Antonio Spurs,Denver Nuggets,123,111,San Antonio Spurs
382,8,10-12-2021 18:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,124,123,Charlotte Hornets
383,8,10-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,106,93,Indiana Pacers
384,8,10-12-2021 18:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,105,113,Brooklyn Nets
385,8,10-12-2021 18:30,Scotiabank Arena,Toronto Raptors,New York Knicks,90,87,Toronto Raptors
386,8,10-12-2021 19:00,Toyota Center,Houston Rockets,Milwaukee Bucks,114,123,Milwaukee Bucks
387,8,10-12-2021 19:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,106,123,Cleveland Cavaliers
388,8,10-12-2021 19:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,109,93,New Orleans Pelicans
389,8,10-12-2021 19:00,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,95,116,Los Angeles Lakers
390,8,10-12-2021 21:00,Footprint Center,Phoenix Suns,Boston Celtics,111,90,Phoenix Suns
391,8,11-12-2021 14:30,STAPLES Center,LA Clippers,Orlando Magic,106,104,LA Clippers
392,8,11-12-2021 18:00,Capital One Arena,Washington Wizards,Utah Jazz,98,123,Utah Jazz
393,8,11-12-2021 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,117,103,Cleveland Cavaliers
394,8,11-12-2021 19:00,FTX Arena,Miami Heat,Chicago Bulls,118,92,Miami Heat
395,8,11-12-2021 19:00,FedExForum,Memphis Grizzlies,Houston Rockets,113,106,Memphis Grizzlies
396,8,11-12-2021 19:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,102,93,Philadelphia 76ers
397,8,11-12-2021 19:30,AT&T Center,San Antonio Spurs,Denver Nuggets,112,127,Denver Nuggets
398,8,12-12-2021 11:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,97,112,Milwaukee Bucks
399,8,12-12-2021 17:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,104,116,Brooklyn Nets
400,8,12-12-2021 18:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,84,103,Dallas Mavericks
401,8,12-12-2021 18:00,AT&T Center,San Antonio Spurs,New Orleans Pelicans,112,97,San Antonio Spurs
402,8,12-12-2021 20:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,111,116,Minnesota Timberwolves
403,8,12-12-2021 20:30,STAPLES Center,Los Angeles Lakers,Orlando Magic,106,94,Los Angeles Lakers
404,8,13-12-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,105,94,Cleveland Cavaliers
405,8,13-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,100,102,Golden State Warriors
406,8,13-12-2021 18:00,Scotiabank Arena,Toronto Raptors,Sacramento Kings,124,101,Toronto Raptors
407,8,13-12-2021 18:30,State Farm Arena,Atlanta Hawks,Houston Rockets,126,132,Houston Rockets
408,8,13-12-2021 18:30,TD Garden,Boston Celtics,Milwaukee Bucks,117,103,Boston Celtics
409,8,13-12-2021 19:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,126,91,Memphis Grizzlies
410,8,13-12-2021 19:30,American Airlines Center,Dallas Mavericks,Charlotte Hornets,120,96,Dallas Mavericks
411,8,13-12-2021 20:00,Ball Arena,Denver Nuggets,Washington Wizards,113,107,Denver Nuggets
412,8,13-12-2021 21:30,STAPLES Center,LA Clippers,Phoenix Suns,111,95,LA Clippers
413,8,14-12-2021 18:30,Barclays Center,Brooklyn Nets,Toronto Raptors,131,129,Brooklyn Nets
414,8,14-12-2021 18:30,Madison Square Garden,New York Knicks,Golden State Warriors,96,105,Golden State Warriors
416,8,14-12-2021 21:00,Moda Center,Portland Trail Blazers,Phoenix Suns,107,111,Phoenix Suns
417,8,15-12-2021 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,124,89,Cleveland Cavaliers
418,8,15-12-2021 18:00,Amway Center,Orlando Magic,Atlanta Hawks,99,111,Atlanta Hawks
419,8,15-12-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,96,101,Miami Heat
420,8,15-12-2021 18:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,104,107,Los Angeles Lakers
421,8,15-12-2021 19:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,114,99,Milwaukee Bucks
422,8,15-12-2021 19:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,110,113,New Orleans Pelicans
423,8,15-12-2021 19:30,AT&T Center,San Antonio Spurs,Charlotte Hornets,115,131,Charlotte Hornets
424,8,15-12-2021 20:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,107,124,Minnesota Timberwolves
425,8,15-12-2021 21:00,Vivint Arena,Utah Jazz,LA Clippers,124,103,Utah Jazz
426,8,15-12-2021 21:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,103,113,Memphis Grizzlies
427,8,15-12-2021 21:00,Golden 1 Center,Sacramento Kings,Washington Wizards,119,105,Sacramento Kings
428,9,16-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,122,113,Indiana Pacers
429,9,16-12-2021 18:30,Barclays Center,Brooklyn Nets,Philadelphia 76ers,114,105,Brooklyn Nets
431,9,16-12-2021 19:00,Toyota Center,Houston Rockets,New York Knicks,103,116,New York Knicks
432,9,16-12-2021 20:00,Footprint Center,Phoenix Suns,Washington Wizards,118,98,Phoenix Suns
433,9,17-12-2021 18:00,Amway Center,Orlando Magic,Miami Heat,105,115,Miami Heat
434,9,17-12-2021 18:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,115,133,Denver Nuggets
435,9,17-12-2021 18:30,TD Garden,Boston Celtics,Golden State Warriors,107,111,Golden State Warriors
438,9,17-12-2021 19:00,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,116,112,New Orleans Pelicans
437,9,17-12-2021 20:00,Vivint Arena,Utah Jazz,San Antonio Spurs,126,128,San Antonio Spurs
436,9,17-12-2021 21:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,110,92,Minnesota Timberwolves
439,9,17-12-2021 21:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,125,116,Portland Trail Blazers
440,9,17-12-2021 21:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,105,124,Memphis Grizzlies
441,9,18-12-2021 11:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,107,116,Houston Rockets
445,9,18-12-2021 18:00,TD Garden,Boston Celtics,New York Knicks,114,107,Boston Celtics
442,9,18-12-2021 18:30,Barclays Center,Brooklyn Nets,Orlando Magic,93,100,Orlando Magic
443,9,18-12-2021 18:30,Scotiabank Arena,Toronto Raptors,Golden State Warriors,119,100,Toronto Raptors
444,9,18-12-2021 19:00,Paycom Center,Oklahoma City Thunder,LA Clippers,104,103,Oklahoma City Thunder
446,9,18-12-2021 20:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,90,119,Cleveland Cavaliers
447,9,18-12-2021 20:00,Vivint Arena,Utah Jazz,Washington Wizards,103,109,Washington Wizards
449,9,19-12-2021 17:00,Little Caesars Arena,Detroit Pistons,Miami Heat,100,90,Detroit Pistons
450,9,19-12-2021 17:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,100,105,Portland Trail Blazers
451,9,19-12-2021 17:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,121,114,Sacramento Kings
448,9,19-12-2021 19:00,United Center,Chicago Bulls,Los Angeles Lakers,115,110,Chicago Bulls
455,9,19-12-2021 19:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,111,105,Minnesota Timberwolves
456,9,19-12-2021 19:00,Footprint Center,Phoenix Suns,Charlotte Hornets,137,106,Phoenix Suns
457,9,20-12-2021 18:30,TD Garden,Boston Celtics,Philadelphia 76ers,103,108,Philadelphia 76ers
459,9,20-12-2021 19:00,United Center,Chicago Bulls,Houston Rockets,133,118,Chicago Bulls
460,9,20-12-2021 19:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,99,102,Oklahoma City Thunder
461,9,20-12-2021 20:00,Vivint Arena,Utah Jazz,Charlotte Hornets,112,102,Utah Jazz
462,9,20-12-2021 21:00,Chase Center,Golden State Warriors,Sacramento Kings,113,98,Golden State Warriors
463,9,20-12-2021 21:30,STAPLES Center,LA Clippers,San Antonio Spurs,92,116,San Antonio Spurs
465,9,21-12-2021 18:30,FTX Arena,Miami Heat,Indiana Pacers,125,96,Miami Heat
466,9,21-12-2021 18:30,Madison Square Garden,New York Knicks,Detroit Pistons,105,91,New York Knicks
467,9,21-12-2021 19:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,111,97,New Orleans Pelicans
468,9,21-12-2021 19:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,114,102,Dallas Mavericks
469,9,21-12-2021 21:00,STAPLES Center,Los Angeles Lakers,Phoenix Suns,90,108,Phoenix Suns
470,9,22-12-2021 18:30,State Farm Arena,Atlanta Hawks,Orlando Magic,98,104,Orlando Magic
471,9,22-12-2021 18:30,TD Garden,Boston Celtics,Cleveland Cavaliers,111,101,Boston Celtics
473,9,22-12-2021 19:00,Fiserv Forum,Milwaukee Bucks,Houston Rockets,126,106,Milwaukee Bucks
474,9,22-12-2021 19:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,108,94,Oklahoma City Thunder
475,9,22-12-2021 21:00,Golden 1 Center,Sacramento Kings,LA Clippers,89,105,LA Clippers
476,10,23-12-2021 18:00,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,118,106,Indiana Pacers
477,10,23-12-2021 18:00,Amway Center,Orlando Magic,New Orleans Pelicans,104,110,New Orleans Pelicans
478,10,23-12-2021 18:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,96,98,Atlanta Hawks
479,10,23-12-2021 18:30,FTX Arena,Miami Heat,Detroit Pistons,115,112,Miami Heat
480,10,23-12-2021 18:30,Madison Square Garden,New York Knicks,Washington Wizards,117,124,Washington Wizards
481,10,23-12-2021 19:30,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,95,102,Milwaukee Bucks
482,10,23-12-2021 20:00,Ball Arena,Denver Nuggets,Charlotte Hornets,107,115,Charlotte Hornets
483,10,23-12-2021 20:00,Footprint Center,Phoenix Suns,Oklahoma City Thunder,113,101,Phoenix Suns
484,10,23-12-2021 20:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,128,116,Utah Jazz
485,10,23-12-2021 21:00,Chase Center,Golden State Warriors,Memphis Grizzlies,113,104,Golden State Warriors
487,10,23-12-2021 21:30,STAPLES Center,Los Angeles Lakers,San Antonio Spurs,110,138,San Antonio Spurs
488,10,25-12-2021 11:00,Madison Square Garden,New York Knicks,Atlanta Hawks,101,87,New York Knicks
489,10,25-12-2021 13:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,117,113,Milwaukee Bucks
490,10,25-12-2021 16:00,Footprint Center,Phoenix Suns,Golden State Warriors,107,116,Golden State Warriors
491,10,25-12-2021 19:00,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,115,122,Brooklyn Nets
492,10,25-12-2021 21:30,Vivint Arena,Utah Jazz,Dallas Mavericks,120,116,Utah Jazz
493,10,26-12-2021 14:30,FTX Arena,Miami Heat,Orlando Magic,93,83,Miami Heat
494,10,26-12-2021 17:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,144,99,Cleveland Cavaliers
495,10,26-12-2021 17:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,96,117,Philadelphia 76ers
496,10,26-12-2021 17:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,102,127,Memphis Grizzlies
497,10,26-12-2021 18:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,117,112,Oklahoma City Thunder
498,10,26-12-2021 18:00,AT&T Center,San Antonio Spurs,Detroit Pistons,144,109,San Antonio Spurs
499,10,26-12-2021 19:00,United Center,Chicago Bulls,Indiana Pacers,113,105,Chicago Bulls
500,10,26-12-2021 20:00,Crypto.com Arena,LA Clippers,Denver Nuggets,100,103,Denver Nuggets
501,10,27-12-2021 18:00,Spectrum Center,Charlotte Hornets,Houston Rockets,123,99,Charlotte Hornets
502,10,27-12-2021 18:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,118,130,Chicago Bulls
503,10,27-12-2021 19:00,Target Center,Minnesota Timberwolves,Boston Celtics,108,103,Minnesota Timberwolves
504,10,27-12-2021 19:30,AT&T Center,San Antonio Spurs,Utah Jazz,104,110,Utah Jazz
505,10,27-12-2021 20:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,113,114,Memphis Grizzlies
506,10,27-12-2021 21:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,117,132,Dallas Mavericks
507,10,27-12-2021 21:30,Crypto.com Arena,LA Clippers,Brooklyn Nets,108,124,Brooklyn Nets
508,10,28-12-2021 18:00,Amway Center,Orlando Magic,Milwaukee Bucks,110,127,Milwaukee Bucks
509,10,28-12-2021 18:30,FTX Arena,Miami Heat,Washington Wizards,119,112,Miami Heat
510,10,28-12-2021 18:30,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,109,114,Philadelphia 76ers
