Date,Home Team,Away Team,Home Score,Away Score,Result
16/09/2020,Los Angeles Angels,Arizona Diamondbacks,6,9,Arizona Diamondbacks
16/09/2020,Seattle Mariners,San Francisco Giants,3,9,San Francisco Giants
16/09/2020,Tampa Bay Rays,Baltimore Orioles,10,6,Tampa Bay Rays
17/09/2020,Miami Marlins,Boston Red Sox,3,5,Boston Red Sox
17/09/2020,Chicago White Sox,Minnesota Twins,4,3,Chicago White Sox
17/09/2020,Los Angeles Angels,Arizona Diamondbacks,7,3,Los Angeles Angels
17/09/2020,Seattle Mariners,San Francisco Giants,4,6,San Francisco Giants
17/09/2020,Baltimore Orioles,Tampa Bay Rays,1,3,Tampa Bay Rays
17/09/2020,Pittsburgh Pirates,St. Louis Cardinals,5,1,Pittsburgh Pirates
17/09/2020,Philadelphia Phillies,New York Mets,6,10,New York Mets
17/09/2020,New York Yankees,Toronto Blue Jays,10,7,New York Yankees
17/09/2020,Detroit Tigers,Cleveland Indians,3,10,Cleveland Indians
17/09/2020,Houston Astros,Texas Rangers,2,1,Houston Astros
17/09/2020,Colorado Rockies,Los Angeles Dodgers,3,9,Los Angeles Dodgers
17/09/2020,Philadelphia Phillies,Toronto Blue Jays,8,7,Philadelphia Phillies
17/09/2020,Miami Marlins,Washington Nationals,14,3,Miami Marlins
17/09/2020,St. Louis Cardinals,Pittsburgh Pirates,7,2,St. Louis Cardinals
18/09/2020,Pittsburgh Pirates,St. Louis Cardinals,5,6,St. Louis Cardinals
18/09/2020,Toronto Blue Jays,Philadelphia Phillies,0,7,Philadelphia Phillies
18/09/2020,Miami Marlins,Washington Nationals,0,5,Washington Nationals
18/09/2020,Detroit Tigers,Cleveland Indians,0,1,Cleveland Indians
18/09/2020,New York Mets,Atlanta Braves,2,15,Atlanta Braves
18/09/2020,Cincinnati Reds,Chicago White Sox,7,1,Cincinnati Reds
18/09/2020,Boston Red Sox,New York Yankees,5,6,New York Yankees
18/09/2020,Baltimore Orioles,Tampa Bay Rays,1,2,Tampa Bay Rays
18/09/2020,Houston Astros,Arizona Diamondbacks,3,6,Arizona Diamondbacks
18/09/2020,Colorado Rockies,Los Angeles Dodgers,6,15,Los Angeles Dodgers
18/09/2020,Milwaukee Brewers,Kansas City Royals,9,5,Milwaukee Brewers
18/09/2020,Chicago Cubs,Minnesota Twins,1,0,Chicago Cubs
18/09/2020,Los Angeles Angels,Texas Rangers,6,2,Los Angeles Angels
18/09/2020,Seattle Mariners,San Diego Padres,1,6,San Diego Padres
18/09/2020,Oakland Athletics,San Francisco Giants,6,0,Oakland Athletics
19/09/2020,Oakland Athletics,San Francisco Giants,6,0,Oakland Athletics
19/09/2020,Philadelphia Phillies,Toronto Blue Jays,3,1,Philadelphia Phillies
19/09/2020,Detroit Tigers,Cleveland Indians,5,2,Detroit Tigers
19/09/2020,Miami Marlins,Washington Nationals,7,3,Miami Marlins
19/09/2020,Pittsburgh Pirates,St. Louis Cardinals,4,5,St. Louis Cardinals
19/09/2020,New York Mets,Atlanta Braves,7,2,New York Mets
19/09/2020,Cincinnati Reds,Chicago White Sox,0,5,Chicago White Sox
19/09/2020,Houston Astros,Arizona Diamondbacks,3,2,Houston Astros
19/09/2020,Milwaukee Brewers,Kansas City Royals,5,0,Milwaukee Brewers
19/09/2020,Boston Red Sox,New York Yankees,0,8,New York Yankees
19/09/2020,Baltimore Orioles,Tampa Bay Rays,1,3,Tampa Bay Rays
19/09/2020,Colorado Rockies,Los Angeles Dodgers,1,6,Los Angeles Dodgers
19/09/2020,Chicago Cubs,Minnesota Twins,1,8,Minnesota Twins
19/09/2020,Seattle Mariners,San Diego Padres,4,1,Seattle Mariners
19/09/2020,Los Angeles Angels,Texas Rangers,4,3,Los Angeles Angels
19/09/2020,Miami Marlins,Washington Nationals,0,15,Washington Nationals
20/09/2020,Baltimore Orioles,Tampa Bay Rays,2,1,Baltimore Orioles
20/09/2020,Boston Red Sox,New York Yankees,10,2,Boston Red Sox
20/09/2020,Detroit Tigers,Cleveland Indians,4,7,Cleveland Indians
20/09/2020,New York Mets,Atlanta Braves,0,7,Atlanta Braves
20/09/2020,Cincinnati Reds,Chicago White Sox,7,3,Cincinnati Reds
20/09/2020,Miami Marlins,Washington Nationals,2,1,Miami Marlins
20/09/2020,Houston Astros,Arizona Diamondbacks,3,2,Houston Astros
20/09/2020,Milwaukee Brewers,Kansas City Royals,5,3,Milwaukee Brewers
20/09/2020,Philadelphia Phillies,Toronto Blue Jays,3,6,Toronto Blue Jays
20/09/2020,Colorado Rockies,Los Angeles Dodgers,6,3,Colorado Rockies
20/09/2020,Pittsburgh Pirates,St. Louis Cardinals,1,2,St. Louis Cardinals
20/09/2020,Seattle Mariners,San Diego Padres,4,7,San Diego Padres
20/09/2020,Oakland Athletics,San Francisco Giants,2,14,San Francisco Giants
20/09/2020,Los Angeles Angels,Texas Rangers,2,7,Texas Rangers
20/09/2020,Chicago Cubs,Minnesota Twins,0,4,Minnesota Twins
21/09/2020,Los Angeles Angels,Texas Rangers,8,5,Los Angeles Angels
21/09/2020,Washington Nationals,Philadelphia Phillies,5,1,Washington Nationals
21/09/2020,Cleveland Indians,Chicago White Sox,7,4,Cleveland Indians
21/09/2020,Toronto Blue Jays,New York Yankees,11,5,Toronto Blue Jays
21/09/2020,Cincinnati Reds,Milwaukee Brewers,6,3,Cincinnati Reds
21/09/2020,Pittsburgh Pirates,Chicago Cubs,0,5,Chicago Cubs
21/09/2020,New York Mets,Tampa Bay Rays,1,2,Tampa Bay Rays
21/09/2020,Atlanta Braves,Miami Marlins,5,4,Atlanta Braves
21/09/2020,Kansas City Royals,St. Louis Cardinals,4,1,Kansas City Royals
21/09/2020,Seattle Mariners,Houston Astros,6,1,Seattle Mariners
21/09/2020,San Francisco Giants,Colorado Rockies,2,7,Colorado Rockies
21/09/2020,Washington Nationals,Philadelphia Phillies,8,7,Washington Nationals
22/09/2020,Washington Nationals,Philadelphia Phillies,5,1,Washington Nationals
22/09/2020,Cleveland Indians,Chicago White Sox,5,3,Cleveland Indians
22/09/2020,Toronto Blue Jays,New York Yankees,1,12,New York Yankees
22/09/2020,Cincinnati Reds,Milwaukee Brewers,2,3,Milwaukee Brewers
22/09/2020,Pittsburgh Pirates,Chicago Cubs,3,2,Pittsburgh Pirates
22/09/2020,New York Mets,Tampa Bay Rays,5,2,New York Mets
22/09/2020,Atlanta Braves,Miami Marlins,11,1,Atlanta Braves
22/09/2020,Boston Red Sox,Baltimore Orioles,8,3,Boston Red Sox
22/09/2020,Minnesota Twins,Detroit Tigers,5,4,Minnesota Twins
22/09/2020,Kansas City Royals,St. Louis Cardinals,0,5,St. Louis Cardinals
22/09/2020,San Diego Padres,Los Angeles Angels,2,4,Los Angeles Angels
22/09/2020,Seattle Mariners,Houston Astros,1,6,Houston Astros
22/09/2020,Arizona Diamondbacks,Texas Rangers,7,0,Arizona Diamondbacks
22/09/2020,Los Angeles Dodgers,Oakland Athletics,7,2,Los Angeles Dodgers
22/09/2020,San Francisco Giants,Colorado Rockies,5,2,San Francisco Giants
23/09/2020,San Diego Padres,Los Angeles Angels,2,5,Los Angeles Angels
23/09/2020,Washington Nationals,Philadelphia Phillies,3,12,Philadelphia Phillies
23/09/2020,Arizona Diamondbacks,Texas Rangers,7,3,Arizona Diamondbacks
23/09/2020,Cleveland Indians,Chicago White Sox,3,2,Cleveland Indians
23/09/2020,Toronto Blue Jays,New York Yankees,14,1,Toronto Blue Jays
23/09/2020,Seattle Mariners,Houston Astros,3,2,Seattle Mariners
23/09/2020,Cincinnati Reds,Milwaukee Brewers,6,1,Cincinnati Reds
23/09/2020,Pittsburgh Pirates,Chicago Cubs,2,1,Pittsburgh Pirates
23/09/2020,New York Mets,Tampa Bay Rays,5,8,Tampa Bay Rays
23/09/2020,Atlanta Braves,Miami Marlins,9,4,Atlanta Braves
23/09/2020,Boston Red Sox,Baltimore Orioles,9,1,Boston Red Sox
23/09/2020,Minnesota Twins,Detroit Tigers,7,6,Minnesota Twins
23/09/2020,Kansas City Royals,St. Louis Cardinals,12,3,Kansas City Royals
23/09/2020,Los Angeles Dodgers,Oakland Athletics,4,6,Oakland Athletics
23/09/2020,San Francisco Giants,Colorado Rockies,7,2,San Francisco Giants
24/09/2020,Pittsburgh Pirates,Chicago Cubs,7,0,Pittsburgh Pirates
24/09/2020,San Francisco Giants,Colorado Rockies,4,5,Colorado Rockies
24/09/2020,Washington Nationals,New York Mets,2,3,New York Mets
24/09/2020,Cleveland Indians,Chicago White Sox,5,4,Cleveland Indians
24/09/2020,Toronto Blue Jays,New York Yankees,4,1,Toronto Blue Jays
24/09/2020,Atlanta Braves,Miami Marlins,2,4,Miami Marlins
24/09/2020,Boston Red Sox,Baltimore Orioles,1,13,Baltimore Orioles
24/09/2020,Kansas City Royals,Detroit Tigers,8,7,Kansas City Royals
24/09/2020,Texas Rangers,Houston Astros,4,12,Houston Astros
24/09/2020,St. Louis Cardinals,Milwaukee Brewers,4,2,St. Louis Cardinals
24/09/2020,Los Angeles Dodgers,Oakland Athletics,5,1,Los Angeles Dodgers
24/09/2020,Arizona Diamondbacks,Colorado Rockies,11,5,Arizona Diamondbacks
24/09/2020,Milwaukee Brewers,St. Louis Cardinals,1,9,St. Louis Cardinals
24/09/2020,San Diego Padres,San Francisco Giants,6,5,San Diego Padres
25/09/2020,St. Louis Cardinals,Milwaukee Brewers,0,3,Milwaukee Brewers
25/09/2020,Toronto Blue Jays,Baltimore Orioles,10,5,Toronto Blue Jays
25/09/2020,Arizona Diamondbacks,Colorado Rockies,4,0,Arizona Diamondbacks
25/09/2020,Tampa Bay Rays,Philadelphia Phillies,6,4,Tampa Bay Rays
25/09/2020,New York Yankees,Miami Marlins,3,4,Miami Marlins
25/09/2020,Cleveland Indians,Pittsburgh Pirates,4,3,Cleveland Indians
25/09/2020,San Francisco Giants,San Diego Padres,5,4,San Francisco Giants
25/09/2020,Atlanta Braves,Boston Red Sox,8,7,Atlanta Braves
25/09/2020,Kansas City Royals,Detroit Tigers,3,2,Kansas City Royals
25/09/2020,Texas Rangers,Houston Astros,5,4,Texas Rangers
25/09/2020,Minnesota Twins,Cincinnati Reds,2,7,Cincinnati Reds
25/09/2020,Chicago White Sox,Chicago Cubs,0,10,Chicago Cubs
25/09/2020,Los Angeles Dodgers,Los Angeles Angels,9,5,Los Angeles Dodgers
25/09/2020,Oakland Athletics,Seattle Mariners,3,1,Oakland Athletics
25/09/2020,Washington Nationals,New York Mets,5,3,Washington Nationals
25/09/2020,Seattle Mariners,Oakland Athletics,12,3,Seattle Mariners
26/09/2020,New York Yankees,Miami Marlins,11,4,New York Yankees
26/09/2020,Washington Nationals,New York Mets,4,3,Washington Nationals
26/09/2020,Oakland Athletics,Seattle Mariners,1,5,Seattle Mariners
26/09/2020,Toronto Blue Jays,Baltimore Orioles,5,2,Toronto Blue Jays
26/09/2020,Kansas City Royals,Detroit Tigers,3,4,Detroit Tigers
26/09/2020,Texas Rangers,Houston Astros,6,1,Texas Rangers
26/09/2020,Tampa Bay Rays,Philadelphia Phillies,4,3,Tampa Bay Rays
26/09/2020,St. Louis Cardinals,Milwaukee Brewers,0,3,Milwaukee Brewers
26/09/2020,Cleveland Indians,Pittsburgh Pirates,0,8,Pittsburgh Pirates
26/09/2020,Minnesota Twins,Cincinnati Reds,7,3,Minnesota Twins
26/09/2020,Atlanta Braves,Boston Red Sox,2,8,Boston Red Sox
26/09/2020,Chicago White Sox,Chicago Cubs,9,5,Chicago White Sox
26/09/2020,Arizona Diamondbacks,Colorado Rockies,3,10,Colorado Rockies
26/09/2020,Los Angeles Dodgers,Los Angeles Angels,7,6,Los Angeles Dodgers
26/09/2020,San Francisco Giants,San Diego Padres,2,6,San Diego Padres
27/09/2020,Kansas City Royals,Detroit Tigers,3,1,Kansas City Royals
27/09/2020,Washington Nationals,New York Mets,15,5,Washington Nationals
27/09/2020,San Francisco Giants,San Diego Padres,4,5,San Diego Padres
27/09/2020,Texas Rangers,Houston Astros,8,4,Texas Rangers
27/09/2020,New York Yankees,Miami Marlins,0,5,Miami Marlins
27/09/2020,Toronto Blue Jays,Baltimore Orioles,5,7,Baltimore Orioles
27/09/2020,Arizona Diamondbacks,Colorado Rockies,11,3,Arizona Diamondbacks
27/09/2020,Los Angeles Dodgers,Los Angeles Angels,5,0,Los Angeles Dodgers
27/09/2020,Cleveland Indians,Pittsburgh Pirates,8,6,Cleveland Indians
27/09/2020,Oakland Athletics,Seattle Mariners,6,2,Oakland Athletics
27/09/2020,Minnesota Twins,Cincinnati Reds,3,5,Cincinnati Reds
27/09/2020,Tampa Bay Rays,Philadelphia Phillies,5,0,Tampa Bay Rays
27/09/2020,Atlanta Braves,Boston Red Sox,1,9,Boston Red Sox
27/09/2020,Chicago White Sox,Chicago Cubs,8,10,Chicago Cubs
27/09/2020,St. Louis Cardinals,Milwaukee Brewers,5,2,St. Louis Cardinals
01/04/2021,New York Yankees,Toronto Blue Jays,2,3,Toronto Blue Jays
01/04/2021,Detroit Tigers,Cleveland Indians,3,2,Detroit Tigers
01/04/2021,Milwaukee Brewers,Minnesota Twins,6,5,Milwaukee Brewers
01/04/2021,Chicago Cubs,Pittsburgh Pirates,3,5,Pittsburgh Pirates
01/04/2021,Philadelphia Phillies,Atlanta Braves,3,2,Philadelphia Phillies
01/04/2021,Colorado Rockies,Los Angeles Dodgers,8,5,Colorado Rockies
01/04/2021,San Diego Padres,Arizona Diamondbacks,8,7,San Diego Padres
01/04/2021,Cincinnati Reds,St. Louis Cardinals,6,11,St. Louis Cardinals
01/04/2021,Kansas City Royals,Texas Rangers,14,10,Kansas City Royals
01/04/2021,Miami Marlins,Tampa Bay Rays,0,1,Tampa Bay Rays
01/04/2021,Los Angeles Angels,Chicago White Sox,4,3,Los Angeles Angels
01/04/2021,Oakland Athletics,Houston Astros,1,8,Houston Astros
01/04/2021,Seattle Mariners,San Francisco Giants,8,7,Seattle Mariners
02/04/2021,Boston Red Sox,Baltimore Orioles,0,3,Baltimore Orioles
02/04/2021,Miami Marlins,Tampa Bay Rays,4,6,Tampa Bay Rays
02/04/2021,Colorado Rockies,Los Angeles Dodgers,6,11,Los Angeles Dodgers
02/04/2021,Los Angeles Angels,Chicago White Sox,8,12,Chicago White Sox
02/04/2021,Oakland Athletics,Houston Astros,5,9,Houston Astros
02/04/2021,San Diego Padres,Arizona Diamondbacks,4,2,San Diego Padres
02/04/2021,Seattle Mariners,San Francisco Giants,3,6,San Francisco Giants
03/04/2021,New York Yankees,Toronto Blue Jays,5,3,New York Yankees
03/04/2021,Boston Red Sox,Baltimore Orioles,2,4,Baltimore Orioles
03/04/2021,Detroit Tigers,Cleveland Indians,5,2,Detroit Tigers
03/04/2021,Kansas City Royals,Texas Rangers,11,4,Kansas City Royals
03/04/2021,Chicago Cubs,Pittsburgh Pirates,5,1,Chicago Cubs
03/04/2021,Philadelphia Phillies,Atlanta Braves,4,0,Philadelphia Phillies
03/04/2021,Oakland Athletics,Houston Astros,1,9,Houston Astros
03/04/2021,Cincinnati Reds,St. Louis Cardinals,9,6,Cincinnati Reds
03/04/2021,Miami Marlins,Tampa Bay Rays,12,7,Miami Marlins
03/04/2021,Milwaukee Brewers,Minnesota Twins,0,2,Minnesota Twins
03/04/2021,Colorado Rockies,Los Angeles Dodgers,5,6,Los Angeles Dodgers
03/04/2021,San Diego Padres,Arizona Diamondbacks,7,0,San Diego Padres
03/04/2021,Los Angeles Angels,Chicago White Sox,5,3,Los Angeles Angels
03/04/2021,Seattle Mariners,San Francisco Giants,4,0,Seattle Mariners
04/04/2021,Philadelphia Phillies,Atlanta Braves,2,1,Philadelphia Phillies
04/04/2021,New York Yankees,Toronto Blue Jays,1,3,Toronto Blue Jays
04/04/2021,Boston Red Sox,Baltimore Orioles,3,11,Baltimore Orioles
04/04/2021,Detroit Tigers,Cleveland Indians,3,9,Cleveland Indians
04/04/2021,Cincinnati Reds,St. Louis Cardinals,12,1,Cincinnati Reds
04/04/2021,Kansas City Royals,Texas Rangers,3,7,Texas Rangers
04/04/2021,Milwaukee Brewers,Minnesota Twins,2,8,Minnesota Twins
04/04/2021,Chicago Cubs,Pittsburgh Pirates,4,3,Chicago Cubs
04/04/2021,Colorado Rockies,Los Angeles Dodgers,2,4,Los Angeles Dodgers
04/04/2021,Oakland Athletics,Houston Astros,2,9,Houston Astros
04/04/2021,San Diego Padres,Arizona Diamondbacks,1,3,Arizona Diamondbacks
04/04/2021,Los Angeles Angels,Chicago White Sox,7,4,Los Angeles Angels
05/04/2021,Detroit Tigers,Minnesota Twins,6,15,Minnesota Twins
05/04/2021,Texas Rangers,Toronto Blue Jays,2,6,Toronto Blue Jays
05/04/2021,Cleveland Indians,Kansas City Royals,0,3,Kansas City Royals
05/04/2021,New York Yankees,Baltimore Orioles,7,0,New York Yankees
05/04/2021,Cincinnati Reds,Pittsburgh Pirates,5,3,Cincinnati Reds
05/04/2021,Miami Marlins,St. Louis Cardinals,1,4,St. Louis Cardinals
05/04/2021,Philadelphia Phillies,New York Mets,5,3,Philadelphia Phillies
05/04/2021,Boston Red Sox,Tampa Bay Rays,11,2,Boston Red Sox
05/04/2021,Chicago Cubs,Milwaukee Brewers,5,3,Chicago Cubs
05/04/2021,Los Angeles Angels,Houston Astros,7,6,Los Angeles Angels
05/04/2021,Oakland Athletics,Los Angeles Dodgers,3,10,Los Angeles Dodgers
05/04/2021,San Diego Padres,San Francisco Giants,2,3,San Francisco Giants
05/04/2021,Seattle Mariners,Chicago White Sox,0,6,Chicago White Sox
06/04/2021,Detroit Tigers,Minnesota Twins,4,3,Detroit Tigers
06/04/2021,Washington Nationals,Atlanta Braves,6,5,Washington Nationals
06/04/2021,Los Angeles Angels,Houston Astros,2,4,Houston Astros
06/04/2021,New York Yankees,Baltimore Orioles,7,2,New York Yankees
06/04/2021,Cincinnati Reds,Pittsburgh Pirates,14,1,Cincinnati Reds
06/04/2021,Miami Marlins,St. Louis Cardinals,2,4,St. Louis Cardinals
06/04/2021,Philadelphia Phillies,New York Mets,4,8,New York Mets
06/04/2021,Boston Red Sox,Tampa Bay Rays,6,5,Boston Red Sox
06/04/2021,Chicago Cubs,Milwaukee Brewers,0,4,Milwaukee Brewers
06/04/2021,Texas Rangers,Toronto Blue Jays,7,4,Texas Rangers
06/04/2021,Colorado Rockies,Arizona Diamondbacks,8,10,Arizona Diamondbacks
06/04/2021,Oakland Athletics,Los Angeles Dodgers,1,5,Los Angeles Dodgers
06/04/2021,San Diego Padres,San Francisco Giants,3,1,San Diego Padres
06/04/2021,Seattle Mariners,Chicago White Sox,4,10,Chicago White Sox
07/04/2021,Washington Nationals,Atlanta Braves,6,7,Atlanta Braves
07/04/2021,Washington Nationals,Atlanta Braves,0,2,Atlanta Braves
07/04/2021,Cincinnati Reds,Pittsburgh Pirates,11,4,Cincinnati Reds
07/04/2021,Cleveland Indians,Kansas City Royals,4,2,Cleveland Indians
07/04/2021,Boston Red Sox,Tampa Bay Rays,9,2,Boston Red Sox
07/04/2021,Detroit Tigers,Minnesota Twins,2,3,Minnesota Twins
07/04/2021,Texas Rangers,Toronto Blue Jays,2,1,Texas Rangers
07/04/2021,Chicago Cubs,Milwaukee Brewers,2,4,Milwaukee Brewers
07/04/2021,Oakland Athletics,Los Angeles Dodgers,4,3,Oakland Athletics
07/04/2021,Philadelphia Phillies,New York Mets,8,2,Philadelphia Phillies
07/04/2021,San Diego Padres,San Francisco Giants,2,3,San Francisco Giants
07/04/2021,Seattle Mariners,Chicago White Sox,8,4,Seattle Mariners
07/04/2021,Miami Marlins,St. Louis Cardinals,0,7,St. Louis Cardinals
07/04/2021,New York Yankees,Baltimore Orioles,3,4,Baltimore Orioles
07/04/2021,Colorado Rockies,Arizona Diamondbacks,8,0,Colorado Rockies
08/04/2021,New York Mets,Miami Marlins,3,2,New York Mets
08/04/2021,Pittsburgh Pirates,Chicago Cubs,2,4,Chicago Cubs
08/04/2021,Baltimore Orioles,Boston Red Sox,3,7,Boston Red Sox
08/04/2021,Colorado Rockies,Arizona Diamondbacks,7,3,Colorado Rockies
08/04/2021,Minnesota Twins,Seattle Mariners,10,2,Minnesota Twins
08/04/2021,Chicago White Sox,Kansas City Royals,6,0,Chicago White Sox
08/04/2021,St. Louis Cardinals,Milwaukee Brewers,3,1,St. Louis Cardinals
08/04/2021,Toronto Blue Jays,Los Angeles Angels,5,7,Los Angeles Angels
08/04/2021,Houston Astros,Oakland Athletics,6,2,Houston Astros
09/04/2021,Tampa Bay Rays,New York Yankees,10,5,Tampa Bay Rays
09/04/2021,Los Angeles Dodgers,Washington Nationals,1,0,Los Angeles Dodgers
09/04/2021,San Francisco Giants,Colorado Rockies,3,1,San Francisco Giants
09/04/2021,Toronto Blue Jays,Los Angeles Angels,1,7,Los Angeles Angels
09/04/2021,Cleveland Indians,Detroit Tigers,4,1,Cleveland Indians
09/04/2021,Atlanta Braves,Philadelphia Phillies,8,1,Atlanta Braves
09/04/2021,Texas Rangers,San Diego Padres,0,3,San Diego Padres
09/04/2021,Houston Astros,Oakland Athletics,2,6,Oakland Athletics
09/04/2021,Arizona Diamondbacks,Cincinnati Reds,5,6,Cincinnati Reds
10/04/2021,New York Mets,Miami Marlins,0,3,Miami Marlins
10/04/2021,Tampa Bay Rays,New York Yankees,4,0,Tampa Bay Rays
10/04/2021,Minnesota Twins,Seattle Mariners,3,4,Seattle Mariners
10/04/2021,St. Louis Cardinals,Milwaukee Brewers,5,9,Milwaukee Brewers
10/04/2021,Houston Astros,Oakland Athletics,3,7,Oakland Athletics
10/04/2021,San Francisco Giants,Colorado Rockies,4,3,San Francisco Giants
10/04/2021,Cleveland Indians,Detroit Tigers,11,3,Cleveland Indians
10/04/2021,Pittsburgh Pirates,Chicago Cubs,8,2,Pittsburgh Pirates
10/04/2021,Baltimore Orioles,Boston Red Sox,4,6,Boston Red Sox
10/04/2021,Texas Rangers,San Diego Padres,4,7,San Diego Padres
10/04/2021,Toronto Blue Jays,Los Angeles Angels,15,1,Toronto Blue Jays
10/04/2021,Atlanta Braves,Philadelphia Phillies,5,4,Atlanta Braves
10/04/2021,Arizona Diamondbacks,Cincinnati Reds,8,3,Arizona Diamondbacks
10/04/2021,Los Angeles Dodgers,Washington Nationals,9,5,Los Angeles Dodgers
11/04/2021,Baltimore Orioles,Boston Red Sox,9,14,Boston Red Sox
11/04/2021,Pittsburgh Pirates,Chicago Cubs,7,1,Pittsburgh Pirates
11/04/2021,Cleveland Indians,Detroit Tigers,5,2,Cleveland Indians
11/04/2021,New York Mets,Miami Marlins,6,5,New York Mets
11/04/2021,Tampa Bay Rays,New York Yankees,4,8,New York Yankees
11/04/2021,Minnesota Twins,Seattle Mariners,6,8,Seattle Mariners
11/04/2021,Chicago White Sox,Kansas City Royals,3,4,Kansas City Royals
11/04/2021,St. Louis Cardinals,Milwaukee Brewers,3,9,Milwaukee Brewers
11/04/2021,Texas Rangers,San Diego Padres,0,2,San Diego Padres
11/04/2021,San Francisco Giants,Colorado Rockies,4,0,San Francisco Giants
11/04/2021,Arizona Diamondbacks,Cincinnati Reds,7,0,Arizona Diamondbacks
11/04/2021,Los Angeles Dodgers,Washington Nationals,3,0,Los Angeles Dodgers
11/04/2021,Atlanta Braves,Philadelphia Phillies,6,7,Philadelphia Phillies
12/04/2021,Pittsburgh Pirates,San Diego Padres,2,6,San Diego Padres
12/04/2021,Toronto Blue Jays,New York Yankees,1,3,New York Yankees
12/04/2021,Tampa Bay Rays,Texas Rangers,1,0,Tampa Bay Rays
12/04/2021,Atlanta Braves,Miami Marlins,3,5,Miami Marlins
12/04/2021,Milwaukee Brewers,Chicago Cubs,6,3,Milwaukee Brewers
12/04/2021,St. Louis Cardinals,Washington Nationals,2,5,Washington Nationals
12/04/2021,Houston Astros,Detroit Tigers,2,6,Detroit Tigers
12/04/2021,Kansas City Royals,Los Angeles Angels,3,10,Los Angeles Angels
12/04/2021,Chicago White Sox,Cleveland Indians,4,3,Chicago White Sox
12/04/2021,Arizona Diamondbacks,Oakland Athletics,5,9,Oakland Athletics
12/04/2021,San Francisco Giants,Cincinnati Reds,0,3,Cincinnati Reds
13/04/2021,Minnesota Twins,Boston Red Sox,2,4,Boston Red Sox
13/04/2021,Arizona Diamondbacks,Oakland Athletics,5,7,Oakland Athletics
13/04/2021,Baltimore Orioles,Seattle Mariners,3,4,Seattle Mariners
13/04/2021,Baltimore Orioles,Seattle Mariners,7,6,Baltimore Orioles
13/04/2021,New York Mets,Philadelphia Phillies,4,3,New York Mets
13/04/2021,New York Mets,Philadelphia Phillies,4,0,New York Mets
13/04/2021,Pittsburgh Pirates,San Diego Padres,8,4,Pittsburgh Pirates
13/04/2021,Toronto Blue Jays,New York Yankees,7,3,Toronto Blue Jays
13/04/2021,Tampa Bay Rays,Texas Rangers,3,8,Texas Rangers
13/04/2021,Atlanta Braves,Miami Marlins,8,14,Miami Marlins
13/04/2021,Milwaukee Brewers,Chicago Cubs,2,3,Chicago Cubs
13/04/2021,St. Louis Cardinals,Washington Nationals,14,3,St. Louis Cardinals
13/04/2021,Houston Astros,Detroit Tigers,2,8,Detroit Tigers
13/04/2021,Kansas City Royals,Los Angeles Angels,3,2,Kansas City Royals
13/04/2021,Chicago White Sox,Cleveland Indians,0,2,Cleveland Indians
13/04/2021,San Francisco Giants,Cincinnati Reds,7,6,San Francisco Giants
13/04/2021,Los Angeles Dodgers,Colorado Rockies,7,0,Los Angeles Dodgers
14/04/2021,Toronto Blue Jays,New York Yankees,5,4,Toronto Blue Jays
14/04/2021,St. Louis Cardinals,Washington Nationals,0,6,Washington Nationals
14/04/2021,Milwaukee Brewers,Chicago Cubs,7,0,Milwaukee Brewers
14/04/2021,Kansas City Royals,Los Angeles Angels,6,1,Kansas City Royals
14/04/2021,Minnesota Twins,Boston Red Sox,2,3,Boston Red Sox
14/04/2021,Minnesota Twins,Boston Red Sox,1,7,Boston Red Sox
14/04/2021,San Francisco Giants,Cincinnati Reds,3,0,San Francisco Giants
14/04/2021,Pittsburgh Pirates,San Diego Padres,5,1,Pittsburgh Pirates
14/04/2021,Houston Astros,Detroit Tigers,4,6,Detroit Tigers
14/04/2021,Tampa Bay Rays,Texas Rangers,1,5,Texas Rangers
14/04/2021,New York Mets,Philadelphia Phillies,5,1,New York Mets
14/04/2021,Atlanta Braves,Miami Marlins,5,6,Miami Marlins
14/04/2021,Chicago White Sox,Cleveland Indians,8,0,Chicago White Sox
14/04/2021,Los Angeles Dodgers,Colorado Rockies,4,2,Los Angeles Dodgers
15/04/2021,Atlanta Braves,Miami Marlins,7,6,Atlanta Braves
15/04/2021,Pittsburgh Pirates,San Diego Padres,3,8,San Diego Padres
15/04/2021,Baltimore Orioles,Seattle Mariners,2,4,Seattle Mariners
15/04/2021,Baltimore Orioles,Seattle Mariners,1,2,Seattle Mariners
15/04/2021,Minnesota Twins,Boston Red Sox,4,3,Minnesota Twins
15/04/2021,Chicago White Sox,Cleveland Indians,2,4,Cleveland Indians
15/04/2021,Washington Nationals,Arizona Diamondbacks,6,11,Arizona Diamondbacks
15/04/2021,Tampa Bay Rays,Texas Rangers,4,6,Texas Rangers
15/04/2021,Kansas City Royals,Toronto Blue Jays,7,5,Kansas City Royals
15/04/2021,Oakland Athletics,Detroit Tigers,8,4,Oakland Athletics
15/04/2021,Los Angeles Dodgers,Colorado Rockies,7,5,Los Angeles Dodgers
16/04/2021,Chicago Cubs,Atlanta Braves,2,5,Atlanta Braves
16/04/2021,Washington Nationals,Arizona Diamondbacks,1,0,Washington Nationals
16/04/2021,Philadelphia Phillies,St. Louis Cardinals,9,2,Philadelphia Phillies
16/04/2021,New York Yankees,Tampa Bay Rays,2,8,Tampa Bay Rays
