Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
17/10/2023,Montréal Canadiens,Minnesota Wild,Minnesota Wild,2,5
17/10/2023,Buffalo Sabres,Tampa Bay Lightning,Buffalo Sabres,3,2
17/10/2023,New York Islanders,Arizona Coyotes,New York Islanders,1,0
18/10/2023,Nashville Predators,Edmonton Oilers,Edmonton Oilers,1,6
18/10/2023,Winnipeg Jets,Los Angeles Kings,Los Angeles Kings,1,5
18/10/2023,Seattle Kraken,Colorado Avalanche,Colorado Avalanche,1,4
18/10/2023,San Jose Sharks,Carolina Hurricanes,Carolina Hurricanes,3,6
18/10/2023,Vegas Golden Knights,Dallas Stars,Vegas Golden Knights,3,2
18/10/2023,Ottawa Senators,Washington Capitals,Ottawa Senators,6,1
18/10/2023,Detroit Red Wings,Pittsburgh Penguins,Detroit Red Wings,6,3
19/10/2023,Buffalo Sabres,Calgary Flames,Calgary Flames,3,4
19/10/2023,Florida Panthers,Toronto Maple Leafs,Florida Panthers,3,1
19/10/2023,New York Rangers,Nashville Predators,Nashville Predators,1,4
19/10/2023,Tampa Bay Lightning,Vancouver Canucks,Tampa Bay Lightning,4,3
19/10/2023,Philadelphia Flyers,Edmonton Oilers,Philadelphia Flyers,4,1
20/10/2023,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,3,7
20/10/2023,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,2,6
20/10/2023,Winnipeg Jets,Vegas Golden Knights,Vegas Golden Knights,3,5
20/10/2023,Anaheim Ducks,Dallas Stars,Dallas Stars,2,3
20/10/2023,Seattle Kraken,Carolina Hurricanes,Seattle Kraken,7,4
20/10/2023,San Jose Sharks,Boston Bruins,Boston Bruins,1,3
20/10/2023,Colorado Avalanche,Chicago Blackhawks,Colorado Avalanche,4,0
20/10/2023,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,3,1
20/10/2023,New York Islanders,New Jersey Devils,New Jersey Devils,4,5
21/10/2023,Ottawa Senators,Detroit Red Wings,Detroit Red Wings,2,5
21/10/2023,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,2,1
21/10/2023,Buffalo Sabres,New York Islanders,Buffalo Sabres,3,1
21/10/2023,Florida Panthers,Vancouver Canucks,Vancouver Canucks,3,5
21/10/2023,Montréal Canadiens,Washington Capitals,Montréal Canadiens,3,2
21/10/2023,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Maple Leafs,3,4
22/10/2023,Chicago Blackhawks,Vegas Golden Knights,Vegas Golden Knights,3,5
22/10/2023,Dallas Stars,Philadelphia Flyers,Dallas Stars,5,4
22/10/2023,Minnesota Wild,Columbus Blue Jackets,Columbus Blue Jackets,4,5
22/10/2023,Nashville Predators,San Jose Sharks,Nashville Predators,5,1
22/10/2023,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,4,2
22/10/2023,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,6,4
22/10/2023,Seattle Kraken,New York Rangers,New York Rangers,1,4
22/10/2023,Edmonton Oilers,Winnipeg Jets,Winnipeg Jets,2,3
22/10/2023,Los Angeles Kings,Boston Bruins,Boston Bruins,2,4
22/10/2023,Detroit Red Wings,Calgary Flames,Detroit Red Wings,6,2
23/10/2023,Anaheim Ducks,Boston Bruins,Boston Bruins,1,3
23/10/2023,Buffalo Sabres,Montréal Canadiens,Montréal Canadiens,1,3
24/10/2023,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,1,4
24/10/2023,Ottawa Senators,Buffalo Sabres,Buffalo Sabres,4,6
24/10/2023,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,3,0
24/10/2023,Montréal Canadiens,New Jersey Devils,New Jersey Devils,2,5
24/10/2023,Pittsburgh Penguins,Dallas Stars,Dallas Stars,1,4
24/10/2023,Florida Panthers,San Jose Sharks,Florida Panthers,3,1
25/10/2023,New York Islanders,Colorado Avalanche,Colorado Avalanche,4,7
25/10/2023,Detroit Red Wings,Seattle Kraken,Seattle Kraken,4,5
25/10/2023,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,2,3
25/10/2023,Chicago Blackhawks,Boston Bruins,Boston Bruins,0,3
25/10/2023,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,4,2
25/10/2023,Minnesota Wild,Edmonton Oilers,Minnesota Wild,7,4
25/10/2023,Nashville Predators,Vancouver Canucks,Vancouver Canucks,2,3
25/10/2023,Calgary Flames,New York Rangers,New York Rangers,1,3
25/10/2023,Los Angeles Kings,Arizona Coyotes,Los Angeles Kings,6,3
25/10/2023,Vegas Golden Knights,Philadelphia Flyers,Vegas Golden Knights,3,2
25/10/2023,New Jersey Devils,Washington Capitals,Washington Capitals,4,6
26/10/2023,Boston Bruins,Anaheim Ducks,Anaheim Ducks,3,4
26/10/2023,Carolina Hurricanes,Seattle Kraken,Carolina Hurricanes,3,2
26/10/2023,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,1,4
26/10/2023,Montréal Canadiens,Columbus Blue Jackets,Montréal Canadiens,4,3
26/10/2023,Pittsburgh Penguins,Colorado Avalanche,Pittsburgh Penguins,4,0
26/10/2023,Tampa Bay Lightning,San Jose Sharks,Tampa Bay Lightning,6,0
26/10/2023,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,6,2
26/10/2023,New York Islanders,Ottawa Senators,New York Islanders,3,2
27/10/2023,Dallas Stars,Toronto Maple Leafs,Toronto Maple Leafs,1,4
27/10/2023,Calgary Flames,St. Louis Blues,St. Louis Blues,0,3
27/10/2023,Edmonton Oilers,New York Rangers,New York Rangers,0,3
27/10/2023,Vegas Golden Knights,Chicago Blackhawks,Chicago Blackhawks,3,4
27/10/2023,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,3,0
27/10/2023,New Jersey Devils,Buffalo Sabres,New Jersey Devils,5,4
27/10/2023,Washington Capitals,Minnesota Wild,Washington Capitals,3,2
28/10/2023,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,4,5
28/10/2023,Vancouver Canucks,St. Louis Blues,Vancouver Canucks,5,0
28/10/2023,Philadelphia Flyers,Anaheim Ducks,Anaheim Ducks,4,7
28/10/2023,Florida Panthers,Seattle Kraken,Florida Panthers,3,2
28/10/2023,Nashville Predators,Toronto Maple Leafs,Nashville Predators,3,2
28/10/2023,Boston Bruins,Detroit Red Wings,Boston Bruins,4,1
28/10/2023,Columbus Blue Jackets,New York Islanders,New York Islanders,0,2
28/10/2023,Montréal Canadiens,Winnipeg Jets,Montréal Canadiens,4,3
28/10/2023,Pittsburgh Penguins,Ottawa Senators,Ottawa Senators,2,5
29/10/2023,Vancouver Canucks,New York Rangers,New York Rangers,3,4
29/10/2023,Los Angeles Kings,Vegas Golden Knights,Vegas Golden Knights,3,4
29/10/2023,Buffalo Sabres,Colorado Avalanche,Buffalo Sabres,4,0
29/10/2023,New Jersey Devils,Minnesota Wild,New Jersey Devils,4,3
29/10/2023,Washington Capitals,San Jose Sharks,Washington Capitals,3,1
29/10/2023,Edmonton Oilers,Calgary Flames,Edmonton Oilers,5,2
30/10/2023,Boston Bruins,Florida Panthers,Boston Bruins,3,2
30/10/2023,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,2,3
30/10/2023,Pittsburgh Penguins,Anaheim Ducks,Anaheim Ducks,3,4
30/10/2023,Tampa Bay Lightning,Seattle Kraken,Seattle Kraken,3,4
30/10/2023,Winnipeg Jets,New York Rangers,New York Rangers,2,3
30/10/2023,New York Islanders,Detroit Red Wings,Detroit Red Wings,3,4
31/10/2023,Dallas Stars,Columbus Blue Jackets,Dallas Stars,5,3
31/10/2023,Arizona Coyotes,Chicago Blackhawks,Arizona Coyotes,8,1
31/10/2023,Vegas Golden Knights,Montréal Canadiens,Vegas Golden Knights,3,2
01/11/2023,Toronto Maple Leafs,Los Angeles Kings,Los Angeles Kings,1,4
01/11/2023,Vancouver Canucks,Nashville Predators,Vancouver Canucks,5,2
01/11/2023,Philadelphia Flyers,Buffalo Sabres,Buffalo Sabres,2,5
02/11/2023,Calgary Flames,Dallas Stars,Dallas Stars,3,4
02/11/2023,Colorado Avalanche,St. Louis Blues,Colorado Avalanche,4,1
02/11/2023,Anaheim Ducks,Arizona Coyotes,Anaheim Ducks,4,3
02/11/2023,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,4,2
02/11/2023,Detroit Red Wings,Florida Panthers,Florida Panthers,0,2
02/11/2023,New York Rangers,Carolina Hurricanes,New York Rangers,2,1
02/11/2023,Ottawa Senators,Los Angeles Kings,Los Angeles Kings,2,3
02/11/2023,Washington Capitals,New York Islanders,New York Islanders,0,3
02/11/2023,Boston Bruins,Toronto Maple Leafs,Boston Bruins,3,2
03/11/2023,Minnesota Wild,New Jersey Devils,New Jersey Devils,3,5
03/11/2023,Edmonton Oilers,Dallas Stars,Dallas Stars,3,4
03/11/2023,Arizona Coyotes,Montréal Canadiens,Arizona Coyotes,3,2
03/11/2023,Seattle Kraken,Nashville Predators,Seattle Kraken,4,2
03/11/2023,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,5,2
03/11/2023,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,1,10
03/11/2023,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,1,5
04/11/2023,St. Louis Blues,New Jersey Devils,St. Louis Blues,4,1
04/11/2023,Edmonton Oilers,Nashville Predators,Nashville Predators,2,5
04/11/2023,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,3,5
04/11/2023,St. Louis Blues,Montréal Canadiens,St. Louis Blues,6,3
04/11/2023,Detroit Red Wings,Boston Bruins,Detroit Red Wings,5,4
04/11/2023,Ottawa Senators,Tampa Bay Lightning,Tampa Bay Lightning,4,6
04/11/2023,Toronto Maple Leafs,Buffalo Sabres,Buffalo Sabres,4,6
04/11/2023,Washington Capitals,Columbus Blue Jackets,Washington Capitals,2,1
04/11/2023,Philadelphia Flyers,Los Angeles Kings,Los Angeles Kings,0,5
04/11/2023,New York Islanders,Carolina Hurricanes,Carolina Hurricanes,3,4
05/11/2023,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,5,2
05/11/2023,Minnesota Wild,New York Rangers,Minnesota Wild,5,4
05/11/2023,Seattle Kraken,Calgary Flames,Calgary Flames,3,6
05/11/2023,San Jose Sharks,Pittsburgh Penguins,Pittsburgh Penguins,2,10
05/11/2023,Vancouver Canucks,Dallas Stars,Vancouver Canucks,2,0
05/11/2023,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,7,0
06/11/2023,Chicago Blackhawks,New Jersey Devils,New Jersey Devils,2,4
06/11/2023,Anaheim Ducks,Vegas Golden Knights,Anaheim Ducks,4,2
07/11/2023,Florida Panthers,Columbus Blue Jackets,Florida Panthers,5,4
07/11/2023,Toronto Maple Leafs,Tampa Bay Lightning,Toronto Maple Leafs,6,5
07/11/2023,Dallas Stars,Boston Bruins,Boston Bruins,2,3
07/11/2023,Vancouver Canucks,Edmonton Oilers,Vancouver Canucks,6,2
08/11/2023,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,3,2
08/11/2023,Montréal Canadiens,Tampa Bay Lightning,Tampa Bay Lightning,3,5
08/11/2023,New York Islanders,Minnesota Wild,Minnesota Wild,2,4
08/11/2023,New York Rangers,Detroit Red Wings,New York Rangers,5,3
08/11/2023,St. Louis Blues,Winnipeg Jets,Winnipeg Jets,2,5
08/11/2023,Arizona Coyotes,Seattle Kraken,Arizona Coyotes,4,3
08/11/2023,Calgary Flames,Nashville Predators,Calgary Flames,4,2
08/11/2023,Anaheim Ducks,Pittsburgh Penguins,Pittsburgh Penguins,0,2
08/11/2023,Colorado Avalanche,New Jersey Devils,Colorado Avalanche,6,3
08/11/2023,San Jose Sharks,Philadelphia Flyers,San Jose Sharks,2,1
09/11/2023,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,3,6
09/11/2023,Washington Capitals,Florida Panthers,Florida Panthers,3,4
09/11/2023,Vegas Golden Knights,Los Angeles Kings,Los Angeles Kings,1,4
10/11/2023,Boston Bruins,New York Islanders,Boston Bruins,5,2
10/11/2023,Detroit Red Wings,Montréal Canadiens,Montréal Canadiens,2,3
10/11/2023,New York Rangers,Minnesota Wild,New York Rangers,4,1
10/11/2023,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,2,5
10/11/2023,Tampa Bay Lightning,Chicago Blackhawks,Chicago Blackhawks,3,5
10/11/2023,Columbus Blue Jackets,Dallas Stars,Dallas Stars,2,5
10/11/2023,St. Louis Blues,Arizona Coyotes,St. Louis Blues,2,1
10/11/2023,Winnipeg Jets,Nashville Predators,Winnipeg Jets,6,3
10/11/2023,Colorado Avalanche,Seattle Kraken,Seattle Kraken,3,4
10/11/2023,Los Angeles Kings,Pittsburgh Penguins,Pittsburgh Penguins,3,4
10/11/2023,San Jose Sharks,Edmonton Oilers,San Jose Sharks,3,2
11/11/2023,Buffalo Sabres,Minnesota Wild,Buffalo Sabres,3,2
11/11/2023,Florida Panthers,Carolina Hurricanes,Florida Panthers,5,2
11/11/2023,New Jersey Devils,Washington Capitals,Washington Capitals,2,4
11/11/2023,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,5,4
11/11/2023,Anaheim Ducks,Philadelphia Flyers,Philadelphia Flyers,3,6
11/11/2023,Vegas Golden Knights,San Jose Sharks,Vegas Golden Knights,5,0
11/11/2023,Detroit Red Wings,Columbus Blue Jackets,Detroit Red Wings,5,4
11/11/2023,Winnipeg Jets,Dallas Stars,Dallas Stars,2,3
12/11/2023,Montréal Canadiens,Boston Bruins,Montréal Canadiens,3,2
12/11/2023,Ottawa Senators,Calgary Flames,Ottawa Senators,4,1
12/11/2023,Tampa Bay Lightning,Carolina Hurricanes,Carolina Hurricanes,0,4
12/11/2023,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,5,2
12/11/2023,New York Islanders,Washington Capitals,Washington Capitals,1,4
12/11/2023,Pittsburgh Penguins,Buffalo Sabres,Pittsburgh Penguins,4,0
12/11/2023,Nashville Predators,Arizona Coyotes,Arizona Coyotes,5,7
12/11/2023,Colorado Avalanche,St. Louis Blues,St. Louis Blues,2,8
12/11/2023,Seattle Kraken,Edmonton Oilers,Edmonton Oilers,1,4
12/11/2023,Los Angeles Kings,Philadelphia Flyers,Philadelphia Flyers,2,4
12/11/2023,Florida Panthers,Chicago Blackhawks,Florida Panthers,4,3
12/11/2023,Minnesota Wild,Dallas Stars,Dallas Stars,3,8
13/11/2023,Montréal Canadiens,Vancouver Canucks,Vancouver Canucks,2,5
13/11/2023,New York Rangers,Columbus Blue Jackets,New York Rangers,4,3
13/11/2023,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,4,1
14/11/2023,Edmonton Oilers,New York Islanders,Edmonton Oilers,4,1
14/11/2023,Seattle Kraken,Colorado Avalanche,Colorado Avalanche,1,5
15/11/2023,Buffalo Sabres,Boston Bruins,Boston Bruins,2,5
15/11/2023,Columbus Blue Jackets,Pittsburgh Penguins,Pittsburgh Penguins,3,5
15/11/2023,Montréal Canadiens,Calgary Flames,Calgary Flames,1,2
15/11/2023,Washington Capitals,Vegas Golden Knights,Washington Capitals,3,0
15/11/2023,Dallas Stars,Arizona Coyotes,Dallas Stars,4,3
15/11/2023,Nashville Predators,Anaheim Ducks,Anaheim Ducks,2,3
15/11/2023,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,5,0
15/11/2023,Winnipeg Jets,New Jersey Devils,Winnipeg Jets,6,3
15/11/2023,San Jose Sharks,Florida Panthers,Florida Panthers,3,5
16/11/2023,Carolina Hurricanes,Philadelphia Flyers,Philadelphia Flyers,1,3
16/11/2023,Edmonton Oilers,Seattle Kraken,Edmonton Oilers,4,3
16/11/2023,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,8,2
16/11/2023,Vancouver Canucks,New York Islanders,Vancouver Canucks,4,3
16/11/2023,Ottawa Senators,Detroit Red Wings,Ottawa Senators,5,4
17/11/2023,Columbus Blue Jackets,Arizona Coyotes,Arizona Coyotes,2,3
17/11/2023,Montréal Canadiens,Vegas Golden Knights,Vegas Golden Knights,5,6
17/11/2023,Pittsburgh Penguins,New Jersey Devils,New Jersey Devils,2,5
17/11/2023,Chicago Blackhawks,Tampa Bay Lightning,Tampa Bay Lightning,2,4
17/11/2023,Calgary Flames,Vancouver Canucks,Calgary Flames,5,2
17/11/2023,Seattle Kraken,New York Islanders,Seattle Kraken,4,3
17/11/2023,Los Angeles Kings,Florida Panthers,Los Angeles Kings,2,1
17/11/2023,San Jose Sharks,St. Louis Blues,San Jose Sharks,5,1
17/11/2023,Detroit Red Wings,Toronto Maple Leafs,Toronto Maple Leafs,2,3
18/11/2023,Winnipeg Jets,Buffalo Sabres,Winnipeg Jets,3,2
18/11/2023,Anaheim Ducks,Florida Panthers,Florida Panthers,1,2
18/11/2023,Ottawa Senators,Minnesota Wild,Ottawa Senators,2,1
18/11/2023,Philadelphia Flyers,Vegas Golden Knights,Philadelphia Flyers,4,3
18/11/2023,Nashville Predators,Chicago Blackhawks,Nashville Predators,4,2
18/11/2023,Tampa Bay Lightning,Edmonton Oilers,Tampa Bay Lightning,6,4
19/11/2023,Calgary Flames,New York Islanders,New York Islanders,4,5
19/11/2023,Winnipeg Jets,Arizona Coyotes,Winnipeg Jets,5,2
19/11/2023,Boston Bruins,Montréal Canadiens,Boston Bruins,5,2
19/11/2023,Carolina Hurricanes,Pittsburgh Penguins,Carolina Hurricanes,4,2
19/11/2023,New Jersey Devils,New York Rangers,New York Rangers,3,5
19/11/2023,Washington Capitals,Columbus Blue Jackets,Washington Capitals,4,3
19/11/2023,Dallas Stars,Colorado Avalanche,Colorado Avalanche,3,6
19/11/2023,Vancouver Canucks,Seattle Kraken,Seattle Kraken,3,4
19/11/2023,Los Angeles Kings,St. Louis Blues,Los Angeles Kings,5,1
19/11/2023,Minnesota Wild,Toronto Maple Leafs,Toronto Maple Leafs,3,4
19/11/2023,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,5,2
19/11/2023,Pittsburgh Penguins,Vegas Golden Knights,Pittsburgh Penguins,3,0
20/11/2023,Chicago Blackhawks,Buffalo Sabres,Buffalo Sabres,2,3
20/11/2023,Anaheim Ducks,St. Louis Blues,St. Louis Blues,1,3
21/11/2023,Florida Panthers,Edmonton Oilers,Florida Panthers,5,3
21/11/2023,Tampa Bay Lightning,Boston Bruins,Tampa Bay Lightning,5,4
21/11/2023,Dallas Stars,New York Rangers,Dallas Stars,6,3
21/11/2023,Nashville Predators,Colorado Avalanche,Nashville Predators,4,3
21/11/2023,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,1,4
21/11/2023,Seattle Kraken,Calgary Flames,Calgary Flames,3,4
21/11/2023,Vancouver Canucks,San Jose Sharks,Vancouver Canucks,3,1
23/11/2023,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,6,3
23/11/2023,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,7,3
23/11/2023,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,4,0
23/11/2023,Florida Panthers,Boston Bruins,Boston Bruins,1,3
23/11/2023,Pittsburgh Penguins,New York Rangers,New York Rangers,0,1
23/11/2023,Tampa Bay Lightning,Winnipeg Jets,Winnipeg Jets,2,3
23/11/2023,Washington Capitals,Buffalo Sabres,Washington Capitals,4,3
23/11/2023,New York Islanders,Philadelphia Flyers,New York Islanders,3,2
23/11/2023,Arizona Coyotes,St. Louis Blues,St. Louis Blues,5,6
23/11/2023,Nashville Predators,Calgary Flames,Nashville Predators,4,2
23/11/2023,Dallas Stars,Vegas Golden Knights,Vegas Golden Knights,1,2
23/11/2023,Anaheim Ducks,Montréal Canadiens,Montréal Canadiens,3,4
23/11/2023,Seattle Kraken,San Jose Sharks,Seattle Kraken,7,1
23/11/2023,Colorado Avalanche,Vancouver Canucks,Colorado Avalanche,5,2
24/11/2023,Boston Bruins,Detroit Red Wings,Detroit Red Wings,2,5
24/11/2023,Philadelphia Flyers,New York Rangers,New York Rangers,1,3
24/11/2023,Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,4,3
24/11/2023,St. Louis Blues,Nashville Predators,Nashville Predators,3,8
24/11/2023,New Jersey Devils,Columbus Blue Jackets,Columbus Blue Jackets,1,2
24/11/2023,Washington Capitals,Edmonton Oilers,Edmonton Oilers,0,5
24/11/2023,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,2,5
24/11/2023,San Jose Sharks,Montréal Canadiens,Montréal Canadiens,2,3
24/11/2023,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,3,2
25/11/2023,Ottawa Senators,New York Islanders,New York Islanders,3,5
25/11/2023,Carolina Hurricanes,Tampa Bay Lightning,Tampa Bay Lightning,2,8
25/11/2023,Florida Panthers,Winnipeg Jets,Winnipeg Jets,0,3
25/11/2023,Dallas Stars,Calgary Flames,Calgary Flames,4,7
25/11/2023,Minnesota Wild,Colorado Avalanche,Colorado Avalanche,2,3
25/11/2023,Seattle Kraken,Vancouver Canucks,Vancouver Canucks,1,5
25/11/2023,New York Rangers,Boston Bruins,New York Rangers,7,4
25/11/2023,Los Angeles Kings,Montréal Canadiens,Los Angeles Kings,4,0
26/11/2023,New Jersey Devils,Buffalo Sabres,New Jersey Devils,7,2
26/11/2023,Pittsburgh Penguins,Toronto Maple Leafs,Pittsburgh Penguins,3,2
26/11/2023,New York Islanders,Philadelphia Flyers,Philadelphia Flyers,0,1
26/11/2023,San Jose Sharks,Vancouver Canucks,San Jose Sharks,4,3
26/11/2023,Vegas Golden Knights,Arizona Coyotes,Arizona Coyotes,0,2
26/11/2023,Colorado Avalanche,Calgary Flames,Colorado Avalanche,3,1
26/11/2023,Detroit Red Wings,Minnesota Wild,Detroit Red Wings,4,1
26/11/2023,Chicago Blackhawks,St. Louis Blues,St. Louis Blues,2,4
26/11/2023,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,3,2
27/11/2023,Nashville Predators,Winnipeg Jets,Nashville Predators,3,2
27/11/2023,Edmonton Oilers,Anaheim Ducks,Edmonton Oilers,8,2
28/11/2023,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,5,2
28/11/2023,New York Rangers,Buffalo Sabres,Buffalo Sabres,1,5
28/11/2023,Ottawa Senators,Florida Panthers,Florida Panthers,0,5
28/11/2023,Colorado Avalanche,Tampa Bay Lightning,Colorado Avalanche,4,1
28/11/2023,Calgary Flames,Vegas Golden Knights,Calgary Flames,2,1
28/11/2023,San Jose Sharks,Washington Capitals,San Jose Sharks,2,1
29/11/2023,New Jersey Devils,New York Islanders,New Jersey Devils,5,4
29/11/2023,Toronto Maple Leafs,Florida Panthers,Toronto Maple Leafs,2,1
29/11/2023,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,1,4
29/11/2023,Minnesota Wild,St. Louis Blues,Minnesota Wild,3,1
29/11/2023,Nashville Predators,Pittsburgh Penguins,Nashville Predators,3,2
29/11/2023,Winnipeg Jets,Dallas Stars,Dallas Stars,0,2
29/11/2023,Chicago Blackhawks,Seattle Kraken,Chicago Blackhawks,4,3
29/11/2023,Arizona Coyotes,Tampa Bay Lightning,Arizona Coyotes,3,1
29/11/2023,Edmonton Oilers,Vegas Golden Knights,Edmonton Oilers,5,4
29/11/2023,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,3,1
30/11/2023,Columbus Blue Jackets,Montréal Canadiens,Montréal Canadiens,2,4
30/11/2023,New York Rangers,Detroit Red Wings,New York Rangers,3,2
30/11/2023,Los Angeles Kings,Washington Capitals,Washington Capitals,1,2
01/12/2023,Boston Bruins,San Jose Sharks,Boston Bruins,3,0
01/12/2023,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,5,1
01/12/2023,Montréal Canadiens,Florida Panthers,Florida Panthers,1,5
01/12/2023,Philadelphia Flyers,New Jersey Devils,New Jersey Devils,3,4
01/12/2023,Tampa Bay Lightning,Pittsburgh Penguins,Pittsburgh Penguins,2,4
01/12/2023,Toronto Maple Leafs,Seattle Kraken,Toronto Maple Leafs,4,3
01/12/2023,Carolina Hurricanes,New York Islanders,New York Islanders,4,5
01/12/2023,Nashville Predators,Minnesota Wild,Minnesota Wild,1,6
01/12/2023,St. Louis Blues,Buffalo Sabres,St. Louis Blues,6,4
01/12/2023,Winnipeg Jets,Edmonton Oilers,Edmonton Oilers,1,3
