Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
22-10-2025 00:00,St. Louis Blues,Los Angeles Kings,,,
22-10-2025 00:00,Nashville Predators,Anaheim Ducks,,,
22-10-2025 00:00,Dallas Stars,Columbus Blue Jackets,,,
22-10-2025 02:00,Utah Hockey Club,Colorado Avalanche,,,
22-10-2025 23:00,New Jersey Devils,Minnesota Wild,,,
22-10-2025 23:30,Buffalo Sabres,Detroit Red Wings,,,
23-10-2025 00:30,Calgary Flames,Montréal Canadiens,,,
23-10-2025 23:00,Boston Bruins,Anaheim Ducks,,,
23-10-2025 23:00,Ottawa Senators,Philadelphia Flyers,,,
23-10-2025 23:00,Tampa Bay Lightning,Chicago Blackhawks,,,
23-10-2025 23:00,Florida Panthers,Pittsburgh Penguins,,,
23-10-2025 23:00,New York Islanders,Detroit Red Wings,,,
23-10-2025 23:00,New York Rangers,San Jose Sharks,,,
24-10-2025 00:00,St. Louis Blues,Utah Hockey Club,,,
24-10-2025 00:00,Nashville Predators,Vancouver Canucks,,,
24-10-2025 00:00,Dallas Stars,Los Angeles Kings,,,
24-10-2025 00:00,Winnipeg Jets,Seattle Kraken,,,
24-10-2025 01:00,Colorado Avalanche,Carolina Hurricanes,,,
24-10-2025 01:00,Edmonton Oilers,Montréal Canadiens,,,
24-10-2025 23:00,Buffalo Sabres,Toronto Maple Leafs,,,
24-10-2025 23:00,New Jersey Devils,San Jose Sharks,,,
24-10-2025 23:00,Columbus Blue Jackets,Washington Capitals,,,
25-10-2025 00:00,Winnipeg Jets,Calgary Flames,,,
25-10-2025 16:30,Philadelphia Flyers,New York Islanders,,,
25-10-2025 19:00,Boston Bruins,Colorado Avalanche,,,
25-10-2025 21:00,Tampa Bay Lightning,Anaheim Ducks,,,
25-10-2025 22:00,Florida Panthers,Vegas Golden Knights,,,
25-10-2025 22:00,Minnesota Wild,Utah Hockey Club,,,
25-10-2025 23:00,Toronto Maple Leafs,Buffalo Sabres,,,
25-10-2025 23:00,Detroit Red Wings,St. Louis Blues,,,
25-10-2025 23:00,Pittsburgh Penguins,Columbus Blue Jackets,,,
25-10-2025 23:00,Washington Capitals,Ottawa Senators,,,
25-10-2025 23:00,Vancouver Canucks,Montréal Canadiens,,,
26-10-2025 00:00,Nashville Predators,Los Angeles Kings,,,
26-10-2025 00:00,Dallas Stars,Carolina Hurricanes,,,
26-10-2025 02:00,Seattle Kraken,Edmonton Oilers,,,
26-10-2025 17:00,New Jersey Devils,Colorado Avalanche,,,
26-10-2025 21:00,Tampa Bay Lightning,Vegas Golden Knights,,,
26-10-2025 22:00,Minnesota Wild,San Jose Sharks,,,
26-10-2025 22:00,Winnipeg Jets,Utah Hockey Club,,,
26-10-2025 23:00,Chicago Blackhawks,Los Angeles Kings,,,
26-10-2025 23:00,Nashville Predators,Dallas Stars,,,
27-10-2025 00:00,Calgary Flames,New York Rangers,,,
27-10-2025 02:00,Vancouver Canucks,Edmonton Oilers,,,
27-10-2025 23:00,Pittsburgh Penguins,St. Louis Blues,,,
27-10-2025 23:30,Ottawa Senators,Boston Bruins,,,
28-10-2025 22:00,Philadelphia Flyers,Pittsburgh Penguins,,,
28-10-2025 22:30,Toronto Maple Leafs,Calgary Flames,,,
28-10-2025 22:45,Buffalo Sabres,Columbus Blue Jackets,,,
28-10-2025 23:00,Florida Panthers,Anaheim Ducks,,,
28-10-2025 23:15,Boston Bruins,New York Islanders,,,
28-10-2025 23:30,Carolina Hurricanes,Vegas Golden Knights,,,
28-10-2025 23:45,Nashville Predators,Tampa Bay Lightning,,,
29-10-2025 00:00,Minnesota Wild,Winnipeg Jets,,,
29-10-2025 00:15,St. Louis Blues,Detroit Red Wings,,,
29-10-2025 00:30,Dallas Stars,Washington Capitals,,,
29-10-2025 00:45,Chicago Blackhawks,Ottawa Senators,,,
29-10-2025 01:00,Colorado Avalanche,New Jersey Devils,,,
29-10-2025 01:30,Edmonton Oilers,Utah Hockey Club,,,
29-10-2025 02:00,Vancouver Canucks,New York Rangers,,,
29-10-2025 02:30,Seattle Kraken,Montréal Canadiens,,,
29-10-2025 03:00,San Jose Sharks,Los Angeles Kings,,,
29-10-2025 23:30,Columbus Blue Jackets,Toronto Maple Leafs,,,
30-10-2025 23:00,Boston Bruins,Buffalo Sabres,,,
30-10-2025 23:00,Ottawa Senators,Calgary Flames,,,
30-10-2025 23:00,Tampa Bay Lightning,Dallas Stars,,,
30-10-2025 23:00,Philadelphia Flyers,Nashville Predators,,,
30-10-2025 23:00,Carolina Hurricanes,New York Islanders,,,
31-10-2025 00:00,St. Louis Blues,Vancouver Canucks,,,
31-10-2025 00:00,Minnesota Wild,Pittsburgh Penguins,,,
31-10-2025 00:00,Winnipeg Jets,Chicago Blackhawks,,,
31-10-2025 01:00,Edmonton Oilers,New York Rangers,,,
31-10-2025 02:00,San Jose Sharks,New Jersey Devils,,,
31-10-2025 02:30,Los Angeles Kings,Detroit Red Wings,,,
31-10-2025 20:00,Vegas Golden Knights,Colorado Avalanche,,,
31-10-2025 23:00,Washington Capitals,New York Islanders,,,
01-11-2025 02:00,Anaheim Ducks,Detroit Red Wings,,,
01-11-2025 17:00,Boston Bruins,Carolina Hurricanes,,,
01-11-2025 19:00,Winnipeg Jets,Pittsburgh Penguins,,,
01-11-2025 19:30,Nashville Predators,Calgary Flames,,,
01-11-2025 20:00,San Jose Sharks,Colorado Avalanche,,,
01-11-2025 22:00,Florida Panthers,Dallas Stars,,,
01-11-2025 23:00,Buffalo Sabres,Washington Capitals,,,
01-11-2025 23:00,Montréal Canadiens,Ottawa Senators,,,
01-11-2025 23:00,Philadelphia Flyers,Toronto Maple Leafs,,,
01-11-2025 23:00,Columbus Blue Jackets,St. Louis Blues,,,
01-11-2025 23:00,Minnesota Wild,Vancouver Canucks,,,
02-11-2025 01:00,Los Angeles Kings,New Jersey Devils,,,
02-11-2025 02:00,Edmonton Oilers,Chicago Blackhawks,,,
02-11-2025 02:00,Seattle Kraken,New York Rangers,,,
02-11-2025 20:30,Utah Hockey Club,Tampa Bay Lightning,,,
02-11-2025 22:00,New York Islanders,Columbus Blue Jackets,,,
03-11-2025 00:00,Philadelphia Flyers,Calgary Flames,,,
03-11-2025 01:00,Anaheim Ducks,New Jersey Devils,,,
03-11-2025 01:00,San Jose Sharks,Detroit Red Wings,,,
04-11-2025 00:30,Toronto Maple Leafs,Pittsburgh Penguins,,,
04-11-2025 01:30,St. Louis Blues,Edmonton Oilers,,,
04-11-2025 01:30,Nashville Predators,Vancouver Canucks,,,
04-11-2025 03:00,Seattle Kraken,Chicago Blackhawks,,,
05-11-2025 00:00,Buffalo Sabres,Utah Hockey Club,,,
05-11-2025 00:00,Montréal Canadiens,Philadelphia Flyers,,,
05-11-2025 00:00,New York Islanders,Boston Bruins,,,
05-11-2025 00:00,New York Rangers,Carolina Hurricanes,,,
05-11-2025 01:00,Dallas Stars,Edmonton Oilers,,,
05-11-2025 01:00,Minnesota Wild,Nashville Predators,,,
05-11-2025 02:30,Colorado Avalanche,Tampa Bay Lightning,,,
05-11-2025 03:00,Vegas Golden Knights,Detroit Red Wings,,,
05-11-2025 03:00,Anaheim Ducks,Florida Panthers,,,
05-11-2025 03:30,Los Angeles Kings,Winnipeg Jets,,,
06-11-2025 00:00,Toronto Maple Leafs,Utah Hockey Club,,,
06-11-2025 00:30,Washington Capitals,St. Louis Blues,,,
06-11-2025 02:30,Calgary Flames,Columbus Blue Jackets,,,
06-11-2025 03:00,Vancouver Canucks,Chicago Blackhawks,,,
06-11-2025 03:00,Seattle Kraken,San Jose Sharks,,,
07-11-2025 00:00,Boston Bruins,Ottawa Senators,,,
07-11-2025 00:00,Buffalo Sabres,St. Louis Blues,,,
07-11-2025 00:00,New Jersey Devils,Montréal Canadiens,,,
07-11-2025 00:00,Pittsburgh Penguins,Washington Capitals,,,
07-11-2025 00:00,Carolina Hurricanes,Minnesota Wild,,,
07-11-2025 01:00,Nashville Predators,Philadelphia Flyers,,,
07-11-2025 01:00,Dallas Stars,Anaheim Ducks,,,
07-11-2025 03:00,Vegas Golden Knights,Tampa Bay Lightning,,,
07-11-2025 03:30,Los Angeles Kings,Florida Panthers,,,
08-11-2025 00:00,Detroit Red Wings,New York Rangers,,,
08-11-2025 00:00,New York Islanders,Minnesota Wild,,,
08-11-2025 02:00,Calgary Flames,Chicago Blackhawks,,,
08-11-2025 03:00,San Jose Sharks,Winnipeg Jets,,,
08-11-2025 17:30,New Jersey Devils,Pittsburgh Penguins,,,
08-11-2025 18:00,Philadelphia Flyers,Ottawa Senators,,,
08-11-2025 20:30,Nashville Predators,Dallas Stars,,,
09-11-2025 00:00,Toronto Maple Leafs,Boston Bruins,,,
09-11-2025 00:00,Montréal Canadiens,Utah Hockey Club,,,
09-11-2025 00:00,Tampa Bay Lightning,Washington Capitals,,,
09-11-2025 00:00,New York Rangers,New York Islanders,,,
09-11-2025 00:00,Carolina Hurricanes,Buffalo Sabres,,,
09-11-2025 00:00,St. Louis Blues,Seattle Kraken,,,
09-11-2025 03:00,Edmonton Oilers,Colorado Avalanche,,,
09-11-2025 03:00,Vancouver Canucks,Columbus Blue Jackets,,,
09-11-2025 03:00,Vegas Golden Knights,Anaheim Ducks,,,
09-11-2025 03:00,San Jose Sharks,Florida Panthers,,,
09-11-2025 18:00,Detroit Red Wings,Chicago Blackhawks,,,
09-11-2025 19:00,Pittsburgh Penguins,Los Angeles Kings,,,
10-11-2025 00:00,Toronto Maple Leafs,Carolina Hurricanes,,,
10-11-2025 00:00,Ottawa Senators,Utah Hockey Club,,,
10-11-2025 00:00,Dallas Stars,Seattle Kraken,,,
10-11-2025 01:00,Minnesota Wild,Calgary Flames,,,
10-11-2025 03:00,Vancouver Canucks,Colorado Avalanche,,,
10-11-2025 03:00,Anaheim Ducks,Winnipeg Jets,,,
11-11-2025 00:00,New Jersey Devils,New York Islanders,,,
11-11-2025 00:00,New York Rangers,Nashville Predators,,,
11-11-2025 01:30,Edmonton Oilers,Columbus Blue Jackets,,,
11-11-2025 03:00,Vegas Golden Knights,Florida Panthers,,,
12-11-2025 00:00,Boston Bruins,Toronto Maple Leafs,,,
12-11-2025 00:00,Montréal Canadiens,Los Angeles Kings,,,
12-11-2025 00:00,Ottawa Senators,Dallas Stars,,,
12-11-2025 00:00,Carolina Hurricanes,Washington Capitals,,,
12-11-2025 01:00,St. Louis Blues,Calgary Flames,,,
12-11-2025 01:00,Minnesota Wild,San Jose Sharks,,,
12-11-2025 02:30,Colorado Avalanche,Anaheim Ducks,,,
12-11-2025 03:00,Vancouver Canucks,Winnipeg Jets,,,
12-11-2025 03:00,Seattle Kraken,Columbus Blue Jackets,,,
13-11-2025 00:00,Tampa Bay Lightning,New York Rangers,,,
13-11-2025 00:30,Philadelphia Flyers,Edmonton Oilers,,,
13-11-2025 02:00,Utah Hockey Club,Buffalo Sabres,,,
13-11-2025 02:30,Chicago Blackhawks,New Jersey Devils,,,
14-11-2025 00:00,Toronto Maple Leafs,Los Angeles Kings,,,
14-11-2025 00:00,Montréal Canadiens,Dallas Stars,,,
14-11-2025 00:00,Ottawa Senators,Boston Bruins,,,
14-11-2025 00:00,Detroit Red Wings,Anaheim Ducks,,,
14-11-2025 00:00,Florida Panthers,Washington Capitals,,,
14-11-2025 00:00,Columbus Blue Jackets,Edmonton Oilers,,,
14-11-2025 02:00,Colorado Avalanche,Buffalo Sabres,,,
14-11-2025 02:00,Calgary Flames,San Jose Sharks,,,
14-11-2025 03:00,Vegas Golden Knights,New York Islanders,,,
14-11-2025 03:00,Seattle Kraken,Winnipeg Jets,,,
14-11-2025 19:00,Nashville Predators,Pittsburgh Penguins,,,
15-11-2025 00:00,Carolina Hurricanes,Vancouver Canucks,,,
15-11-2025 01:00,St. Louis Blues,Philadelphia Flyers,,,
15-11-2025 02:00,Utah Hockey Club,New York Islanders,,,
15-11-2025 23:00,Florida Panthers,Tampa Bay Lightning,,,
15-11-2025 23:00,Minnesota Wild,Anaheim Ducks,,,
16-11-2025 00:00,Montréal Canadiens,Boston Bruins,,,
16-11-2025 00:00,Ottawa Senators,Los Angeles Kings,,,
16-11-2025 00:00,Detroit Red Wings,Buffalo Sabres,,,
16-11-2025 00:00,Washington Capitals,New Jersey Devils,,,
16-11-2025 00:00,Carolina Hurricanes,Edmonton Oilers,,,
16-11-2025 00:00,Columbus Blue Jackets,New York Rangers,,,
16-11-2025 00:00,Chicago Blackhawks,Toronto Maple Leafs,,,
16-11-2025 01:00,St. Louis Blues,Vegas Golden Knights,,,
16-11-2025 01:00,Dallas Stars,Philadelphia Flyers,,,
16-11-2025 03:00,Calgary Flames,Winnipeg Jets,,,
16-11-2025 03:00,Seattle Kraken,San Jose Sharks,,,
16-11-2025 14:00,Pittsburgh Penguins,Nashville Predators,,,
16-11-2025 22:00,Tampa Bay Lightning,Vancouver Canucks,,,
16-11-2025 23:00,Minnesota Wild,Vegas Golden Knights,,,
17-11-2025 00:00,New York Rangers,Detroit Red Wings,,,
17-11-2025 02:00,Colorado Avalanche,New York Islanders,,,
18-11-2025 00:00,Boston Bruins,Carolina Hurricanes,,,
18-11-2025 00:00,Buffalo Sabres,Edmonton Oilers,,,
18-11-2025 00:00,Florida Panthers,Vancouver Canucks,,,
18-11-2025 00:00,Washington Capitals,Los Angeles Kings,,,
18-11-2025 00:30,Columbus Blue Jackets,Montréal Canadiens,,,
18-11-2025 03:00,Anaheim Ducks,Utah Hockey Club,,,
19-11-2025 00:00,Toronto Maple Leafs,St. Louis Blues,,,
19-11-2025 00:00,Detroit Red Wings,Seattle Kraken,,,
19-11-2025 00:00,Tampa Bay Lightning,New Jersey Devils,,,
19-11-2025 01:00,Dallas Stars,New York Islanders,,,
19-11-2025 01:00,Winnipeg Jets,Columbus Blue Jackets,,,
19-11-2025 01:30,Chicago Blackhawks,Calgary Flames,,,
19-11-2025 03:00,Vegas Golden Knights,New York Rangers,,,
19-11-2025 03:00,San Jose Sharks,Utah Hockey Club,,,
20-11-2025 00:00,Washington Capitals,Edmonton Oilers,,,
20-11-2025 00:30,Buffalo Sabres,Calgary Flames,,,
20-11-2025 02:30,Minnesota Wild,Carolina Hurricanes,,,
20-11-2025 03:00,Anaheim Ducks,Boston Bruins,,,
21-11-2025 00:00,Toronto Maple Leafs,Columbus Blue Jackets,,,
21-11-2025 00:00,Montréal Canadiens,Washington Capitals,,,
21-11-2025 00:00,Detroit Red Wings,New York Islanders,,,
21-11-2025 00:00,Tampa Bay Lightning,Edmonton Oilers,,,
21-11-2025 00:00,Florida Panthers,New Jersey Devils,,,
21-11-2025 00:00,Philadelphia Flyers,St. Louis Blues,,,
21-11-2025 01:00,Chicago Blackhawks,Seattle Kraken,,,
21-11-2025 02:00,Colorado Avalanche,New York Rangers,,,
21-11-2025 02:00,Utah Hockey Club,Vegas Golden Knights,,,
21-11-2025 03:00,Vancouver Canucks,Dallas Stars,,,
21-11-2025 03:00,Anaheim Ducks,Ottawa Senators,,,
21-11-2025 03:00,San Jose Sharks,Los Angeles Kings,,,
22-11-2025 00:00,Buffalo Sabres,Chicago Blackhawks,,,
22-11-2025 00:00,Pittsburgh Penguins,Minnesota Wild,,,
22-11-2025 01:00,Winnipeg Jets,Carolina Hurricanes,,,
22-11-2025 03:30,Los Angeles Kings,Boston Bruins,,,
22-11-2025 18:00,Detroit Red Wings,Columbus Blue Jackets,,,
22-11-2025 20:30,New York Islanders,St. Louis Blues,,,
23-11-2025 00:00,Montréal Canadiens,Toronto Maple Leafs,,,
23-11-2025 00:00,Florida Panthers,Edmonton Oilers,,,
23-11-2025 00:00,Philadelphia Flyers,New Jersey Devils,,,
23-11-2025 00:00,Pittsburgh Penguins,Seattle Kraken,,,
23-11-2025 00:00,Washington Capitals,Tampa Bay Lightning,,,
23-11-2025 00:00,San Jose Sharks,Ottawa Senators,,,
23-11-2025 01:00,Nashville Predators,Colorado Avalanche,,,
23-11-2025 02:00,Utah Hockey Club,New York Rangers,,,
23-11-2025 03:00,Calgary Flames,Dallas Stars,,,
23-11-2025 03:00,Anaheim Ducks,Vegas Golden Knights,,,
23-11-2025 18:00,Buffalo Sabres,Carolina Hurricanes,,,
23-11-2025 21:00,Winnipeg Jets,Minnesota Wild,,,
23-11-2025 22:00,New York Islanders,Seattle Kraken,,,
24-11-2025 00:00,Chicago Blackhawks,Colorado Avalanche,,,
24-11-2025 01:00,San Jose Sharks,Boston Bruins,,,
24-11-2025 02:00,Vancouver Canucks,Calgary Flames,,,
25-11-2025 00:00,Tampa Bay Lightning,Philadelphia Flyers,,,
25-11-2025 00:00,New Jersey Devils,Detroit Red Wings,,,
25-11-2025 00:00,New York Rangers,St. Louis Blues,,,
25-11-2025 00:00,Washington Capitals,Columbus Blue Jackets,,,
25-11-2025 01:00,Nashville Predators,Florida Panthers,,,
25-11-2025 02:00,Utah Hockey Club,Vegas Golden Knights,,,
25-11-2025 02:00,Los Angeles Kings,Ottawa Senators,,,
26-11-2025 02:00,Edmonton Oilers,Dallas Stars,,,
27-11-2025 00:00,Detroit Red Wings,Nashville Predators,,,
27-11-2025 00:00,Tampa Bay Lightning,Calgary Flames,,,
27-11-2025 00:00,Florida Panthers,Philadelphia Flyers,,,
27-11-2025 00:00,New Jersey Devils,St. Louis Blues,,,
27-11-2025 00:00,New York Islanders,Boston Bruins,,,
27-11-2025 00:00,Pittsburgh Penguins,Buffalo Sabres,,,
27-11-2025 00:00,Washington Capitals,Winnipeg Jets,,,
27-11-2025 00:00,Carolina Hurricanes,New York Rangers,,,
27-11-2025 00:00,Columbus Blue Jackets,Toronto Maple Leafs,,,
27-11-2025 01:30,Chicago Blackhawks,Minnesota Wild,,,
27-11-2025 02:00,Colorado Avalanche,San Jose Sharks,,,
27-11-2025 02:30,Utah Hockey Club,Montréal Canadiens,,,
27-11-2025 03:00,Vegas Golden Knights,Ottawa Senators,,,
27-11-2025 03:00,Anaheim Ducks,Vancouver Canucks,,,
27-11-2025 03:00,Seattle Kraken,Dallas Stars,,,
28-11-2025 18:00,Boston Bruins,New York Rangers,,,
28-11-2025 18:00,Detroit Red Wings,Tampa Bay Lightning,,,
28-11-2025 20:30,Minnesota Wild,Colorado Avalanche,,,
28-11-2025 21:00,Buffalo Sabres,New Jersey Devils,,,
28-11-2025 21:00,Florida Panthers,Calgary Flames,,,
28-11-2025 21:00,New York Islanders,Philadelphia Flyers,,,
28-11-2025 21:00,St. Louis Blues,Ottawa Senators,,,
28-11-2025 21:00,Vegas Golden Knights,Montréal Canadiens,,,
28-11-2025 21:00,Anaheim Ducks,Los Angeles Kings,,,
28-11-2025 21:00,San Jose Sharks,Vancouver Canucks,,,
28-11-2025 22:00,Washington Capitals,Toronto Maple Leafs,,,
28-11-2025 22:00,Carolina Hurricanes,Winnipeg Jets,,,
29-11-2025 00:00,Columbus Blue Jackets,Pittsburgh Penguins,,,
29-11-2025 01:00,Chicago Blackhawks,Nashville Predators,,,
29-11-2025 02:00,Dallas Stars,Utah Hockey Club,,,
29-11-2025 19:00,New York Rangers,Tampa Bay Lightning,,,
29-11-2025 20:00,Colorado Avalanche,Montréal Canadiens,,,
29-11-2025 21:00,Seattle Kraken,Edmonton Oilers,,,
30-11-2025 00:00,Boston Bruins,Detroit Red Wings,,,
30-11-2025 00:00,New Jersey Devils,Philadelphia Flyers,,,
30-11-2025 00:00,Pittsburgh Penguins,Toronto Maple Leafs,,,
30-11-2025 00:00,Nashville Predators,Winnipeg Jets,,,
30-11-2025 01:00,St. Louis Blues,Utah Hockey Club,,,
30-11-2025 01:00,Minnesota Wild,Buffalo Sabres,,,
30-11-2025 03:00,Vegas Golden Knights,San Jose Sharks,,,
30-11-2025 03:00,Los Angeles Kings,Vancouver Canucks,,,
30-11-2025 18:00,New York Islanders,Washington Capitals,,,
30-11-2025 20:30,Chicago Blackhawks,Anaheim Ducks,,,
30-11-2025 22:00,Carolina Hurricanes,Calgary Flames,,,
30-11-2025 23:00,Dallas Stars,Ottawa Senators,,,
02-12-2025 00:00,New Jersey Devils,Columbus Blue Jackets,,,
02-12-2025 00:00,Philadelphia Flyers,Pittsburgh Penguins,,,
02-12-2025 00:30,Buffalo Sabres,Winnipeg Jets,,,
02-12-2025 01:00,St. Louis Blues,Anaheim Ducks,,,
02-12-2025 03:00,San Jose Sharks,Utah Hockey Club,,,
03-12-2025 00:00,Montréal Canadiens,Ottawa Senators,,,
03-12-2025 00:00,Detroit Red Wings,Boston Bruins,,,
03-12-2025 00:00,Florida Panthers,Toronto Maple Leafs,,,
03-12-2025 00:00,New York Islanders,Tampa Bay Lightning,,,
03-12-2025 00:00,New York Rangers,Dallas Stars,,,
03-12-2025 01:00,Nashville Predators,Calgary Flames,,,
03-12-2025 02:00,Colorado Avalanche,Vancouver Canucks,,,
03-12-2025 02:00,Edmonton Oilers,Minnesota Wild,,,
03-12-2025 03:00,Vegas Golden Knights,Chicago Blackhawks,,,
