Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
24/01/2021,Calgary Flames,Toronto Maple Leafs,Toronto Maple Leafs,2,3
24/01/2021,Arizona Coyotes,Vegas Golden Knights,Vegas Golden Knights,0,1
25/01/2021,New Jersey Devils,New York Islanders,New Jersey Devils,2,0
25/01/2021,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,3,2
25/01/2021,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,3,6
25/01/2021,Minnesota Wild,San Jose Sharks,San Jose Sharks,3,5
25/01/2021,Dallas Stars,Nashville Predators,Dallas Stars,3,2
25/01/2021,Anaheim Ducks,Colorado Avalanche,Anaheim Ducks,3,1
25/01/2021,Winnipeg Jets,Edmonton Oilers,Edmonton Oilers,3,4
26/01/2021,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,7,1
27/01/2021,Boston Bruins,Pittsburgh Penguins,Boston Bruins,3,2
27/01/2021,Buffalo Sabres,New York Rangers,Buffalo Sabres,3,2
27/01/2021,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,3,5
27/01/2021,Washington Capitals,New York Islanders,Washington Capitals,3,2
27/01/2021,Columbus Blue Jackets,Florida Panthers,Florida Panthers,3,4
27/01/2021,Nashville Predators,Chicago Blackhawks,Nashville Predators,3,2
27/01/2021,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,6,4
27/01/2021,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,1,2
27/01/2021,Dallas Stars,Detroit Red Wings,Dallas Stars,2,1
27/01/2021,Calgary Flames,Toronto Maple Leafs,Toronto Maple Leafs,3,4
27/01/2021,Colorado Avalanche,San Jose Sharks,Colorado Avalanche,7,3
27/01/2021,Arizona Coyotes,Anaheim Ducks,Anaheim Ducks,0,1
27/01/2021,Vegas Golden Knights,St. Louis Blues,St. Louis Blues,4,5
28/01/2021,Nashville Predators,Chicago Blackhawks,Nashville Predators,2,1
28/01/2021,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,5,1
29/01/2021,Boston Bruins,Pittsburgh Penguins,Boston Bruins,4,1
29/01/2021,Buffalo Sabres,New York Rangers,New York Rangers,2,3
29/01/2021,New Jersey Devils,Philadelphia Flyers,Philadelphia Flyers,1,3
29/01/2021,Washington Capitals,New York Islanders,Washington Capitals,6,3
29/01/2021,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,1,0
29/01/2021,Columbus Blue Jackets,Florida Panthers,Columbus Blue Jackets,3,2
29/01/2021,Montréal Canadiens,Calgary Flames,Montréal Canadiens,4,2
29/01/2021,Minnesota Wild,Los Angeles Kings,Minnesota Wild,5,3
29/01/2021,Dallas Stars,Detroit Red Wings,Dallas Stars,7,3
29/01/2021,Colorado Avalanche,San Jose Sharks,Colorado Avalanche,3,0
29/01/2021,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,3,2
29/01/2021,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,3,4
29/01/2021,Vancouver Canucks,Ottawa Senators,Vancouver Canucks,4,1
30/01/2021,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,1,2
30/01/2021,Buffalo Sabres,New Jersey Devils,Buffalo Sabres,4,3
31/01/2021,Edmonton Oilers,Toronto Maple Leafs,Edmonton Oilers,4,3
31/01/2021,New York Rangers,Pittsburgh Penguins,Pittsburgh Penguins,4,5
31/01/2021,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,3,2
31/01/2021,Washington Capitals,Boston Bruins,Washington Capitals,4,3
31/01/2021,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,4,1
31/01/2021,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,4,3
31/01/2021,Detroit Red Wings,Florida Panthers,Florida Panthers,2,3
31/01/2021,Montréal Canadiens,Calgary Flames,Calgary Flames,0,2
31/01/2021,Minnesota Wild,Colorado Avalanche,Colorado Avalanche,1,5
31/01/2021,Anaheim Ducks,St. Louis Blues,St. Louis Blues,1,6
31/01/2021,Winnipeg Jets,Vancouver Canucks,Vancouver Canucks,1,4
31/01/2021,Buffalo Sabres,New Jersey Devils,New Jersey Devils,3,5
31/01/2021,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,4,3
31/01/2021,Detroit Red Wings,Florida Panthers,Florida Panthers,2,3
01/02/2021,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,3,1
01/02/2021,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,4,3
01/02/2021,Minnesota Wild,Colorado Avalanche,Minnesota Wild,4,3
01/02/2021,Anaheim Ducks,St. Louis Blues,St. Louis Blues,1,4
01/02/2021,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,8,5
02/02/2021,New York Rangers,Pittsburgh Penguins,New York Rangers,3,1
02/02/2021,Washington Capitals,Boston Bruins,Boston Bruins,3,5
02/02/2021,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,5,2
02/02/2021,Montréal Canadiens,Vancouver Canucks,Montréal Canadiens,6,2
02/02/2021,Winnipeg Jets,Calgary Flames,Calgary Flames,3,4
03/02/2021,Columbus Blue Jackets,Dallas Stars,Dallas Stars,3,6
03/02/2021,Montréal Canadiens,Vancouver Canucks,Montréal Canadiens,5,3
03/02/2021,Chicago Blackhawks,Carolina Hurricanes,Carolina Hurricanes,3,4
03/02/2021,St. Louis Blues,Arizona Coyotes,St. Louis Blues,4,3
03/02/2021,Winnipeg Jets,Calgary Flames,Winnipeg Jets,3,2
03/02/2021,Colorado Avalanche,Minnesota Wild,Colorado Avalanche,2,1
03/02/2021,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,4,2
03/02/2021,Los Angeles Kings,Anaheim Ducks,Anaheim Ducks,1,3
03/02/2021,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,5,1
04/02/2021,Philadelphia Flyers,Boston Bruins,Boston Bruins,3,4
05/02/2021,New York Rangers,Washington Capitals,New York Rangers,4,2
05/02/2021,Florida Panthers,Nashville Predators,Nashville Predators,5,6
05/02/2021,Columbus Blue Jackets,Dallas Stars,Columbus Blue Jackets,4,3
05/02/2021,Montréal Canadiens,Ottawa Senators,Ottawa Senators,2,3
05/02/2021,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,7,3
05/02/2021,Chicago Blackhawks,Carolina Hurricanes,Chicago Blackhawks,6,4
05/02/2021,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,3,4
05/02/2021,Winnipeg Jets,Calgary Flames,Winnipeg Jets,4,1
06/02/2021,Philadelphia Flyers,Boston Bruins,Boston Bruins,1,2
06/02/2021,Tampa Bay Lightning,Detroit Red Wings,Tampa Bay Lightning,3,1
06/02/2021,Florida Panthers,Nashville Predators,Florida Panthers,2,1
06/02/2021,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,5,2
06/02/2021,Anaheim Ducks,San Jose Sharks,San Jose Sharks,4,5
06/02/2021,Ottawa Senators,Montréal Canadiens,Montréal Canadiens,1,2
06/02/2021,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,1,3
07/02/2021,New York Islanders,Pittsburgh Penguins,New York Islanders,4,3
07/02/2021,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,5,1
07/02/2021,Calgary Flames,Edmonton Oilers,Calgary Flames,6,4
07/02/2021,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,2,1
07/02/2021,Washington Capitals,Philadelphia Flyers,Philadelphia Flyers,4,7
07/02/2021,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,1,2
07/02/2021,Florida Panthers,Detroit Red Wings,Detroit Red Wings,1,4
07/02/2021,Columbus Blue Jackets,Carolina Hurricanes,Carolina Hurricanes,5,6
07/02/2021,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,4,3
09/02/2021,New York Rangers,New York Islanders,New York Islanders,0,2
09/02/2021,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,3,2
09/02/2021,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,1,3
09/02/2021,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,3,1
09/02/2021,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,1,4
09/02/2021,St. Louis Blues,Arizona Coyotes,Arizona Coyotes,3,4
10/02/2021,Florida Panthers,Detroit Red Wings,Florida Panthers,2,1
10/02/2021,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,2,3
10/02/2021,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,1,6
10/02/2021,Dallas Stars,Chicago Blackhawks,Chicago Blackhawks,1,2
10/02/2021,Calgary Flames,Winnipeg Jets,Calgary Flames,3,2
10/02/2021,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,5,4
10/02/2021,Los Angeles Kings,San Jose Sharks,San Jose Sharks,3,4
11/02/2021,New York Rangers,Boston Bruins,Boston Bruins,2,3
11/02/2021,Montréal Canadiens,Toronto Maple Leafs,Toronto Maple Leafs,2,4
12/02/2021,New York Islanders,Pittsburgh Penguins,Pittsburgh Penguins,3,4
12/02/2021,Florida Panthers,Tampa Bay Lightning,Florida Panthers,5,2
12/02/2021,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,5,6
12/02/2021,Nashville Predators,Detroit Red Wings,Nashville Predators,3,2
12/02/2021,Winnipeg Jets,Ottawa Senators,Winnipeg Jets,5,1
12/02/2021,Montréal Canadiens,Edmonton Oilers,Edmonton Oilers,0,3
12/02/2021,Dallas Stars,Carolina Hurricanes,Carolina Hurricanes,3,5
12/02/2021,Vancouver Canucks,Calgary Flames,Calgary Flames,1,3
12/02/2021,Vegas Golden Knights,Anaheim Ducks,Anaheim Ducks,0,1
12/02/2021,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,6,2
13/02/2021,New York Rangers,Boston Bruins,Boston Bruins,0,1
13/02/2021,Arizona Coyotes,St. Louis Blues,St. Louis Blues,1,4
13/02/2021,Winnipeg Jets,Ottawa Senators,Ottawa Senators,1,2
13/02/2021,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,1,3
14/02/2021,New York Islanders,Boston Bruins,New York Islanders,4,2
14/02/2021,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,1,6
14/02/2021,Toronto Maple Leafs,Montréal Canadiens,Montréal Canadiens,1,2
14/02/2021,Chicago Blackhawks,Columbus Blue Jackets,Chicago Blackhawks,3,2
14/02/2021,Nashville Predators,Detroit Red Wings,Detroit Red Wings,2,4
14/02/2021,Dallas Stars,Carolina Hurricanes,Carolina Hurricanes,3,4
14/02/2021,Arizona Coyotes,St. Louis Blues,St. Louis Blues,4,5
14/02/2021,Vancouver Canucks,Calgary Flames,Vancouver Canucks,3,1
14/02/2021,Pittsburgh Penguins,Washington Capitals,Pittsburgh Penguins,6,3
15/02/2021,Vegas Golden Knights,Colorado Avalanche,Vegas Golden Knights,1,0
15/02/2021,Arizona Coyotes,St. Louis Blues,Arizona Coyotes,1,0
16/02/2021,Buffalo Sabres,New York Islanders,New York Islanders,1,3
16/02/2021,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,5,6
16/02/2021,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,7,3
16/02/2021,Tampa Bay Lightning,Florida Panthers,Florida Panthers,4,6
16/02/2021,Detroit Red Wings,Chicago Blackhawks,Chicago Blackhawks,2,3
16/02/2021,Edmonton Oilers,Winnipeg Jets,Winnipeg Jets,5,6
16/02/2021,Vancouver Canucks,Calgary Flames,Calgary Flames,3,4
16/02/2021,San Jose Sharks,Anaheim Ducks,San Jose Sharks,3,2
17/02/2021,Buffalo Sabres,New York Islanders,New York Islanders,0,3
17/02/2021,Pittsburgh Penguins,Washington Capitals,Washington Capitals,1,3
17/02/2021,New York Rangers,New Jersey Devils,New Jersey Devils,2,5
17/02/2021,Vegas Golden Knights,Colorado Avalanche,Colorado Avalanche,2,3
17/02/2021,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,4,0
17/02/2021,Carolina Hurricanes,Florida Panthers,Florida Panthers,3,4
18/02/2021,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,2,1
18/02/2021,Detroit Red Wings,Chicago Blackhawks,Chicago Blackhawks,0,2
18/02/2021,Calgary Flames,Vancouver Canucks,Vancouver Canucks,1,5
18/02/2021,Edmonton Oilers,Winnipeg Jets,Edmonton Oilers,3,2
19/02/2021,Boston Bruins,New Jersey Devils,New Jersey Devils,2,3
19/02/2021,Philadelphia Flyers,New York Rangers,New York Rangers,2,3
19/02/2021,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,4,1
19/02/2021,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,3,0
19/02/2021,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,7,3
19/02/2021,Washington Capitals,Buffalo Sabres,Washington Capitals,3,1
19/02/2021,St. Louis Blues,San Jose Sharks,St. Louis Blues,3,2
19/02/2021,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,2,3
19/02/2021,Anaheim Ducks,Minnesota Wild,Minnesota Wild,1,3
20/02/2021,Carolina Hurricanes,Chicago Blackhawks,Carolina Hurricanes,5,3
20/02/2021,Detroit Red Wings,Florida Panthers,Florida Panthers,2,7
20/02/2021,Calgary Flames,Edmonton Oilers,Edmonton Oilers,1,2
20/02/2021,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,0,2
20/02/2021,New Jersey Devils,Buffalo Sabres,Buffalo Sabres,2,3
20/02/2021,Washington Capitals,New York Rangers,New York Rangers,1,4
20/02/2021,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,3,2
20/02/2021,Detroit Red Wings,Florida Panthers,Detroit Red Wings,2,1
21/02/2021,St. Louis Blues,San Jose Sharks,San Jose Sharks,4,5
21/02/2021,Arizona Coyotes,Los Angeles Kings,Los Angeles Kings,2,4
21/02/2021,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,3,2
21/02/2021,Columbus Blue Jackets,Nashville Predators,Nashville Predators,2,4
21/02/2021,Montréal Canadiens,Toronto Maple Leafs,Toronto Maple Leafs,3,5
21/02/2021,Carolina Hurricanes,Tampa Bay Lightning,Carolina Hurricanes,4,0
21/02/2021,Anaheim Ducks,Minnesota Wild,Minnesota Wild,1,5
21/02/2021,Edmonton Oilers,Calgary Flames,Edmonton Oilers,7,1
21/02/2021,Washington Capitals,New Jersey Devils,Washington Capitals,4,3
22/02/2021,Ottawa Senators,Montréal Canadiens,Ottawa Senators,3,2
22/02/2021,Boston Bruins,Philadelphia Flyers,Boston Bruins,7,3
22/02/2021,Vancouver Canucks,Winnipeg Jets,Winnipeg Jets,3,4
23/02/2021,Florida Panthers,Dallas Stars,Florida Panthers,3,1
23/02/2021,Carolina Hurricanes,Tampa Bay Lightning,Tampa Bay Lightning,2,4
23/02/2021,New York Islanders,Buffalo Sabres,New York Islanders,3,2
23/02/2021,Toronto Maple Leafs,Calgary Flames,Calgary Flames,0,3
23/02/2021,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,0,3
23/02/2021,Colorado Avalanche,Vegas Golden Knights,Vegas Golden Knights,0,3
23/02/2021,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,4,3
23/02/2021,San Jose Sharks,Minnesota Wild,Minnesota Wild,2,6
24/02/2021,New Jersey Devils,Buffalo Sabres,Buffalo Sabres,1,2
24/02/2021,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,2,3
24/02/2021,Columbus Blue Jackets,Chicago Blackhawks,Chicago Blackhawks,5,6
24/02/2021,Ottawa Senators,Montréal Canadiens,Ottawa Senators,5,4
24/02/2021,Detroit Red Wings,Nashville Predators,Nashville Predators,0,2
24/02/2021,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,3,4
24/02/2021,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,3,0
24/02/2021,Florida Panthers,Dallas Stars,Dallas Stars,0,3
25/02/2021,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,4,3
25/02/2021,Toronto Maple Leafs,Calgary Flames,Toronto Maple Leafs,2,1
25/02/2021,Colorado Avalanche,Minnesota Wild,Minnesota Wild,2,6
25/02/2021,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,4,3
25/02/2021,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,1,2
26/02/2021,New York Islanders,Boston Bruins,New York Islanders,7,2
26/02/2021,Washington Capitals,Pittsburgh Penguins,Washington Capitals,5,2
26/02/2021,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,3,1
26/02/2021,Florida Panthers,Dallas Stars,Florida Panthers,3,2
26/02/2021,Columbus Blue Jackets,Chicago Blackhawks,Chicago Blackhawks,0,2
26/02/2021,Ottawa Senators,Calgary Flames,Ottawa Senators,6,1
26/02/2021,Buffalo Sabres,New Jersey Devils,New Jersey Devils,3,4
26/02/2021,Detroit Red Wings,Nashville Predators,Detroit Red Wings,5,2
26/02/2021,Winnipeg Jets,Montréal Canadiens,Winnipeg Jets,6,3
26/02/2021,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,0,3
27/02/2021,New York Rangers,Boston Bruins,New York Rangers,6,2
27/02/2021,Minnesota Wild,Los Angeles Kings,Minnesota Wild,3,1
27/02/2021,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,2,3
27/02/2021,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,0,3
27/02/2021,New Jersey Devils,Washington Capitals,Washington Capitals,2,5
27/02/2021,Ottawa Senators,Calgary Flames,Calgary Flames,3,6
27/02/2021,Nashville Predators,Columbus Blue Jackets,Nashville Predators,2,1
28/02/2021,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,0,4
28/02/2021,New York Islanders,Pittsburgh Penguins,Pittsburgh Penguins,3,4
28/02/2021,Tampa Bay Lightning,Dallas Stars,Tampa Bay Lightning,5,0
28/02/2021,Florida Panthers,Carolina Hurricanes,Carolina Hurricanes,3,4
28/02/2021,Chicago Blackhawks,Detroit Red Wings,Detroit Red Wings,3,5
28/02/2021,Minnesota Wild,Los Angeles Kings,Minnesota Wild,4,3
28/02/2021,Arizona Coyotes,Colorado Avalanche,Colorado Avalanche,2,6
28/02/2021,Winnipeg Jets,Montréal Canadiens,Winnipeg Jets,2,1
28/02/2021,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,2,3
28/02/2021,San Jose Sharks,St. Louis Blues,St. Louis Blues,6,7
28/02/2021,New York Rangers,Boston Bruins,Boston Bruins,1,4
28/02/2021,Nashville Predators,Columbus Blue Jackets,Nashville Predators,3,1
28/02/2021,Buffalo Sabres,Philadelphia Flyers,Philadelphia Flyers,0,3
28/02/2021,New Jersey Devils,Washington Capitals,Washington Capitals,2,3
28/02/2021,New York Islanders,Pittsburgh Penguins,New York Islanders,2,0
01/03/2021,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,7,2
02/03/2021,Florida Panthers,Carolina Hurricanes,Carolina Hurricanes,2,3
02/03/2021,Ottawa Senators,Calgary Flames,Ottawa Senators,5,1
02/03/2021,Winnipeg Jets,Vancouver Canucks,Vancouver Canucks,0,4
02/03/2021,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,0,3
02/03/2021,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,5,4
02/03/2021,Anaheim Ducks,St. Louis Blues,St. Louis Blues,4,5
02/03/2021,San Jose Sharks,Colorado Avalanche,San Jose Sharks,6,2
03/03/2021,New Jersey Devils,New York Islanders,New York Islanders,1,4
03/03/2021,New York Rangers,Buffalo Sabres,New York Rangers,3,2
03/03/2021,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,5,2
03/03/2021,Columbus Blue Jackets,Detroit Red Wings,Columbus Blue Jackets,4,1
03/03/2021,Montréal Canadiens,Ottawa Senators,Montréal Canadiens,3,1
03/03/2021,Nashville Predators,Carolina Hurricanes,Carolina Hurricanes,2,4
03/03/2021,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,5,2
03/03/2021,Dallas Stars,Tampa Bay Lightning,Tampa Bay Lightning,0,2
04/03/2021,Boston Bruins,Washington Capitals,Washington Capitals,1,2
04/03/2021,Edmonton Oilers,Toronto Maple Leafs,Toronto Maple Leafs,1,6
04/03/2021,Anaheim Ducks,St. Louis Blues,St. Louis Blues,2,3
04/03/2021,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,5,1
04/03/2021,Los Angeles Kings,Arizona Coyotes,Arizona Coyotes,2,3
04/03/2021,San Jose Sharks,Colorado Avalanche,Colorado Avalanche,0,4
05/03/2021,New York Islanders,Buffalo Sabres,New York Islanders,5,2
05/03/2021,New Jersey Devils,New York Rangers,New York Rangers,1,6
05/03/2021,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,5,2
05/03/2021,Pittsburgh Penguins,Philadelphia Flyers,Philadelphia Flyers,3,4
05/03/2021,Montréal Canadiens,Winnipeg Jets,Winnipeg Jets,3,4
05/03/2021,Chicago Blackhawks,Tampa Bay Lightning,Tampa Bay Lightning,2,3
05/03/2021,Nashville Predators,Florida Panthers,Florida Panthers,4,5
05/03/2021,Dallas Stars,Columbus Blue Jackets,Columbus Blue Jackets,2,3
05/03/2021,Calgary Flames,Ottawa Senators,Calgary Flames,7,3
05/03/2021,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,3,1
06/03/2021,Boston Bruins,Washington Capitals,Boston Bruins,5,1
06/03/2021,Chicago Blackhawks,Tampa Bay Lightning,Chicago Blackhawks,4,3
