Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
20/10/2022,Montréal Canadiens,Arizona Coyotes,Montréal Canadiens,6,2
20/10/2022,Toronto Maple Leafs,Dallas Stars,Toronto Maple Leafs,3,2
20/10/2022,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,6,1
20/10/2022,Columbus Blue Jackets,Nashville Predators,Columbus Blue Jackets,5,3
20/10/2022,New York Rangers,San Jose Sharks,San Jose Sharks,2,3
20/10/2022,Ottawa Senators,Washington Capitals,Ottawa Senators,5,2
20/10/2022,New York Islanders,New Jersey Devils,New Jersey Devils,1,4
21/10/2022,Minnesota Wild,Vancouver Canucks,Minnesota Wild,4,3
21/10/2022,Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,6,4
21/10/2022,Calgary Flames,Buffalo Sabres,Buffalo Sabres,3,6
21/10/2022,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,5,2
21/10/2022,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,2,3
22/10/2022,Chicago Blackhawks,Detroit Red Wings,Chicago Blackhawks,4,3
22/10/2022,Colorado Avalanche,Seattle Kraken,Seattle Kraken,2,3
22/10/2022,Boston Bruins,Minnesota Wild,Boston Bruins,4,3
22/10/2022,New Jersey Devils,San Jose Sharks,New Jersey Devils,2,1
22/10/2022,Edmonton Oilers,St. Louis Blues,St. Louis Blues,0,2
22/10/2022,Ottawa Senators,Arizona Coyotes,Ottawa Senators,6,2
22/10/2022,Winnipeg Jets,Toronto Maple Leafs,Toronto Maple Leafs,1,4
22/10/2022,Montréal Canadiens,Dallas Stars,Dallas Stars,2,5
22/10/2022,Washington Capitals,Los Angeles Kings,Washington Capitals,4,3
22/10/2022,Tampa Bay Lightning,New York Islanders,Tampa Bay Lightning,5,3
22/10/2022,Columbus Blue Jackets,Pittsburgh Penguins,Pittsburgh Penguins,3,6
23/10/2022,Nashville Predators,Philadelphia Flyers,Philadelphia Flyers,1,3
23/10/2022,Vancouver Canucks,Buffalo Sabres,Buffalo Sabres,1,5
23/10/2022,Vegas Golden Knights,Colorado Avalanche,Colorado Avalanche,2,3
23/10/2022,Calgary Flames,Carolina Hurricanes,Calgary Flames,3,2
23/10/2022,Chicago Blackhawks,Seattle Kraken,Chicago Blackhawks,5,4
23/10/2022,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,5,1
23/10/2022,New York Rangers,Columbus Blue Jackets,Columbus Blue Jackets,1,5
23/10/2022,Florida Panthers,New York Islanders,Florida Panthers,3,2
23/10/2022,Philadelphia Flyers,San Jose Sharks,San Jose Sharks,0,3
24/10/2022,Ottawa Senators,Dallas Stars,Ottawa Senators,4,2
24/10/2022,New Jersey Devils,Washington Capitals,Washington Capitals,3,6
25/10/2022,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,6,3
25/10/2022,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,4,0
25/10/2022,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,3,1
25/10/2022,Vancouver Canucks,Carolina Hurricanes,Carolina Hurricanes,2,3
25/10/2022,Columbus Blue Jackets,Arizona Coyotes,Arizona Coyotes,3,6
25/10/2022,Boston Bruins,Dallas Stars,Boston Bruins,3,1
25/10/2022,Montréal Canadiens,Minnesota Wild,Minnesota Wild,1,3
25/10/2022,Detroit Red Wings,New Jersey Devils,New Jersey Devils,2,6
26/10/2022,New York Rangers,Colorado Avalanche,Colorado Avalanche,2,3
26/10/2022,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,4,2
26/10/2022,Calgary Flames,Pittsburgh Penguins,Calgary Flames,4,1
26/10/2022,Seattle Kraken,Buffalo Sabres,Seattle Kraken,5,1
26/10/2022,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,4,2
26/10/2022,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,2,4
26/10/2022,New York Islanders,New York Rangers,New York Islanders,3,0
27/10/2022,St. Louis Blues,Edmonton Oilers,Edmonton Oilers,1,3
27/10/2022,Anaheim Ducks,Tampa Bay Lightning,Tampa Bay Lightning,2,4
27/10/2022,Boston Bruins,Detroit Red Wings,Boston Bruins,5,1
27/10/2022,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,4,3
27/10/2022,Ottawa Senators,Minnesota Wild,Minnesota Wild,2,4
27/10/2022,Buffalo Sabres,Montréal Canadiens,Montréal Canadiens,2,3
28/10/2022,Nashville Predators,St. Louis Blues,Nashville Predators,6,2
28/10/2022,Chicago Blackhawks,Edmonton Oilers,Edmonton Oilers,5,6
28/10/2022,Dallas Stars,Washington Capitals,Dallas Stars,2,0
28/10/2022,Seattle Kraken,Vancouver Canucks,Vancouver Canucks,4,5
28/10/2022,San Jose Sharks,Toronto Maple Leafs,San Jose Sharks,4,3
28/10/2022,Los Angeles Kings,Winnipeg Jets,Winnipeg Jets,4,6
28/10/2022,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,4,0
28/10/2022,Columbus Blue Jackets,Boston Bruins,Boston Bruins,0,4
28/10/2022,New Jersey Devils,Colorado Avalanche,New Jersey Devils,1,0
28/10/2022,Carolina Hurricanes,New York Islanders,New York Islanders,2,6
29/10/2022,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,5,1
29/10/2022,Arizona Coyotes,Winnipeg Jets,Winnipeg Jets,2,3
29/10/2022,Dallas Stars,New York Rangers,New York Rangers,3,6
29/10/2022,Florida Panthers,Ottawa Senators,Florida Panthers,5,3
29/10/2022,San Jose Sharks,Tampa Bay Lightning,Tampa Bay Lightning,3,4
29/10/2022,Los Angeles Kings,Toronto Maple Leafs,Los Angeles Kings,4,2
29/10/2022,St. Louis Blues,Montréal Canadiens,Montréal Canadiens,4,7
29/10/2022,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,3,4
29/10/2022,Buffalo Sabres,Chicago Blackhawks,Buffalo Sabres,4,3
29/10/2022,Detroit Red Wings,Minnesota Wild,Detroit Red Wings,2,1
29/10/2022,New York Islanders,Colorado Avalanche,New York Islanders,5,4
30/10/2022,Nashville Predators,Washington Capitals,Washington Capitals,0,3
30/10/2022,Seattle Kraken,Pittsburgh Penguins,Seattle Kraken,3,1
30/10/2022,Calgary Flames,Edmonton Oilers,Edmonton Oilers,2,3
30/10/2022,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,7,1
30/10/2022,Chicago Blackhawks,Minnesota Wild,Minnesota Wild,3,4
31/10/2022,Arizona Coyotes,New York Rangers,New York Rangers,2,3
31/10/2022,Anaheim Ducks,Toronto Maple Leafs,Anaheim Ducks,4,3
31/10/2022,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,2,1
31/10/2022,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,8,3
31/10/2022,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,3,2
01/11/2022,St. Louis Blues,Los Angeles Kings,Los Angeles Kings,1,5
01/11/2022,Tampa Bay Lightning,Ottawa Senators,Tampa Bay Lightning,4,3
01/11/2022,New York Rangers,Philadelphia Flyers,New York Rangers,1,0
01/11/2022,Washington Capitals,Vegas Golden Knights,Vegas Golden Knights,2,3
02/11/2022,Minnesota Wild,Montréal Canadiens,Minnesota Wild,4,1
02/11/2022,Pittsburgh Penguins,Boston Bruins,Boston Bruins,5,6
02/11/2022,Chicago Blackhawks,New York Islanders,New York Islanders,1,3
02/11/2022,Dallas Stars,Los Angeles Kings,Dallas Stars,5,2
02/11/2022,Edmonton Oilers,Nashville Predators,Edmonton Oilers,7,4
02/11/2022,Calgary Flames,Seattle Kraken,Seattle Kraken,4,5
02/11/2022,Arizona Coyotes,Florida Panthers,Arizona Coyotes,3,1
02/11/2022,Vancouver Canucks,New Jersey Devils,New Jersey Devils,2,5
02/11/2022,San Jose Sharks,Anaheim Ducks,Anaheim Ducks,5,6
02/11/2022,Toronto Maple Leafs,Philadelphia Flyers,Toronto Maple Leafs,5,2
02/11/2022,Buffalo Sabres,Pittsburgh Penguins,Buffalo Sabres,6,3
03/11/2022,Tampa Bay Lightning,Carolina Hurricanes,Carolina Hurricanes,3,4
03/11/2022,Ottawa Senators,Vegas Golden Knights,Vegas Golden Knights,4,5
03/11/2022,Detroit Red Wings,Washington Capitals,Detroit Red Wings,3,1
03/11/2022,New York Rangers,Boston Bruins,Boston Bruins,2,5
04/11/2022,Winnipeg Jets,Montréal Canadiens,Winnipeg Jets,3,2
04/11/2022,St. Louis Blues,New York Islanders,New York Islanders,2,5
04/11/2022,Minnesota Wild,Seattle Kraken,Seattle Kraken,0,4
04/11/2022,Chicago Blackhawks,Los Angeles Kings,Chicago Blackhawks,2,1
04/11/2022,Calgary Flames,Nashville Predators,Nashville Predators,1,4
04/11/2022,Edmonton Oilers,New Jersey Devils,New Jersey Devils,3,4
04/11/2022,Vancouver Canucks,Anaheim Ducks,Vancouver Canucks,8,5
04/11/2022,Arizona Coyotes,Dallas Stars,Dallas Stars,2,7
04/11/2022,San Jose Sharks,Florida Panthers,Florida Panthers,3,4
04/11/2022,Colorado Avalanche,Columbus Blue Jackets,Colorado Avalanche,6,3
04/11/2022,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,5,3
05/11/2022,Detroit Red Wings,New York Islanders,Detroit Red Wings,3,0
05/11/2022,Columbus Blue Jackets,Colorado Avalanche,Colorado Avalanche,1,5
05/11/2022,Winnipeg Jets,Chicago Blackhawks,Winnipeg Jets,4,0
05/11/2022,Edmonton Oilers,Dallas Stars,Dallas Stars,2,6
05/11/2022,Washington Capitals,Arizona Coyotes,Arizona Coyotes,2,3
05/11/2022,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,2,1
05/11/2022,Tampa Bay Lightning,Buffalo Sabres,Tampa Bay Lightning,5,3
05/11/2022,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,1,2
05/11/2022,Pittsburgh Penguins,Seattle Kraken,Seattle Kraken,2,3
05/11/2022,Montréal Canadiens,Vegas Golden Knights,Vegas Golden Knights,4,6
06/11/2022,Vancouver Canucks,Nashville Predators,Nashville Predators,3,4
06/11/2022,Calgary Flames,New Jersey Devils,New Jersey Devils,3,4
06/11/2022,San Jose Sharks,Anaheim Ducks,Anaheim Ducks,4,5
06/11/2022,Los Angeles Kings,Florida Panthers,Los Angeles Kings,5,4
06/11/2022,New York Rangers,Detroit Red Wings,Detroit Red Wings,2,3
06/11/2022,Carolina Hurricanes,Toronto Maple Leafs,Toronto Maple Leafs,1,3
07/11/2022,Anaheim Ducks,Florida Panthers,Florida Panthers,3,5
08/11/2022,New York Islanders,Calgary Flames,New York Islanders,4,3
08/11/2022,Boston Bruins,St. Louis Blues,Boston Bruins,3,1
08/11/2022,Washington Capitals,Edmonton Oilers,Washington Capitals,5,4
09/11/2022,Buffalo Sabres,Arizona Coyotes,Arizona Coyotes,1,4
09/11/2022,New Jersey Devils,Calgary Flames,New Jersey Devils,3,2
09/11/2022,New York Rangers,New York Islanders,New York Islanders,3,4
09/11/2022,Philadelphia Flyers,St. Louis Blues,Philadelphia Flyers,5,1
09/11/2022,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,4,6
09/11/2022,Toronto Maple Leafs,Vegas Golden Knights,Vegas Golden Knights,3,4
09/11/2022,Detroit Red Wings,Montréal Canadiens,Montréal Canadiens,2,3
09/11/2022,Tampa Bay Lightning,Edmonton Oilers,Edmonton Oilers,2,3
09/11/2022,Winnipeg Jets,Dallas Stars,Winnipeg Jets,5,1
09/11/2022,Seattle Kraken,Nashville Predators,Seattle Kraken,5,1
09/11/2022,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,1,0
10/11/2022,Florida Panthers,Carolina Hurricanes,Florida Panthers,3,0
10/11/2022,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,1,4
10/11/2022,Montréal Canadiens,Vancouver Canucks,Montréal Canadiens,5,2
10/11/2022,Anaheim Ducks,Minnesota Wild,Minnesota Wild,1,4
11/11/2022,Boston Bruins,Calgary Flames,Boston Bruins,3,1
11/11/2022,Carolina Hurricanes,Edmonton Oilers,Carolina Hurricanes,7,2
11/11/2022,New Jersey Devils,Ottawa Senators,New Jersey Devils,4,3
11/11/2022,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,5,2
11/11/2022,Buffalo Sabres,Vegas Golden Knights,Vegas Golden Knights,4,7
11/11/2022,Detroit Red Wings,New York Rangers,New York Rangers,2,8
11/11/2022,New York Islanders,Arizona Coyotes,Arizona Coyotes,0,2
11/11/2022,St. Louis Blues,San Jose Sharks,St. Louis Blues,5,3
11/11/2022,Colorado Avalanche,Nashville Predators,Colorado Avalanche,5,3
11/11/2022,Los Angeles Kings,Chicago Blackhawks,Los Angeles Kings,2,1
12/11/2022,Toronto Maple Leafs,Pittsburgh Penguins,Pittsburgh Penguins,2,4
12/11/2022,Washington Capitals,Tampa Bay Lightning,Washington Capitals,5,1
12/11/2022,Dallas Stars,San Jose Sharks,San Jose Sharks,4,5
12/11/2022,Seattle Kraken,Minnesota Wild,Minnesota Wild,0,1
12/11/2022,Philadelphia Flyers,Ottawa Senators,Ottawa Senators,1,4
12/11/2022,Florida Panthers,Edmonton Oilers,Edmonton Oilers,2,4
13/11/2022,New Jersey Devils,Arizona Coyotes,New Jersey Devils,4,2
13/11/2022,Buffalo Sabres,Boston Bruins,Boston Bruins,1,3
13/11/2022,Montréal Canadiens,Pittsburgh Penguins,Montréal Canadiens,5,4
13/11/2022,Toronto Maple Leafs,Vancouver Canucks,Toronto Maple Leafs,3,2
13/11/2022,New York Islanders,Columbus Blue Jackets,New York Islanders,4,3
13/11/2022,Nashville Predators,New York Rangers,Nashville Predators,2,1
13/11/2022,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,4,1
13/11/2022,Anaheim Ducks,Chicago Blackhawks,Chicago Blackhawks,2,3
13/11/2022,Vegas Golden Knights,St. Louis Blues,St. Louis Blues,2,3
13/11/2022,Calgary Flames,Winnipeg Jets,Calgary Flames,3,2
13/11/2022,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,4,3
13/11/2022,Philadelphia Flyers,Dallas Stars,Dallas Stars,1,5
13/11/2022,Minnesota Wild,San Jose Sharks,San Jose Sharks,2,3
13/11/2022,Boston Bruins,Vancouver Canucks,Boston Bruins,5,2
14/11/2022,New York Rangers,Arizona Coyotes,New York Rangers,4,1
14/11/2022,Tampa Bay Lightning,Washington Capitals,Tampa Bay Lightning,6,3
14/11/2022,Seattle Kraken,Winnipeg Jets,Winnipeg Jets,2,3
14/11/2022,Ottawa Senators,New York Islanders,New York Islanders,2,4
15/11/2022,Calgary Flames,Los Angeles Kings,Calgary Flames,6,5
15/11/2022,Chicago Blackhawks,Carolina Hurricanes,Carolina Hurricanes,0,3
15/11/2022,Colorado Avalanche,St. Louis Blues,St. Louis Blues,2,3
16/11/2022,Tampa Bay Lightning,Dallas Stars,Tampa Bay Lightning,5,4
16/11/2022,Montréal Canadiens,New Jersey Devils,New Jersey Devils,1,5
16/11/2022,Pittsburgh Penguins,Toronto Maple Leafs,Toronto Maple Leafs,2,5
16/11/2022,Buffalo Sabres,Vancouver Canucks,Vancouver Canucks,4,5
16/11/2022,Florida Panthers,Washington Capitals,Florida Panthers,5,2
16/11/2022,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,5,4
16/11/2022,Nashville Predators,Minnesota Wild,Nashville Predators,2,1
16/11/2022,Anaheim Ducks,Detroit Red Wings,Anaheim Ducks,3,2
16/11/2022,Vegas Golden Knights,San Jose Sharks,San Jose Sharks,2,5
17/11/2022,Ottawa Senators,Buffalo Sabres,Ottawa Senators,4,1
17/11/2022,Chicago Blackhawks,St. Louis Blues,St. Louis Blues,2,5
17/11/2022,Edmonton Oilers,Los Angeles Kings,Los Angeles Kings,1,3
18/11/2022,Tampa Bay Lightning,Calgary Flames,Tampa Bay Lightning,4,1
18/11/2022,Carolina Hurricanes,Colorado Avalanche,Colorado Avalanche,2,3
18/11/2022,Florida Panthers,Dallas Stars,Dallas Stars,4,6
18/11/2022,Columbus Blue Jackets,Montréal Canadiens,Columbus Blue Jackets,6,4
18/11/2022,Toronto Maple Leafs,New Jersey Devils,New Jersey Devils,2,3
18/11/2022,Boston Bruins,Philadelphia Flyers,Boston Bruins,4,1
18/11/2022,Winnipeg Jets,Anaheim Ducks,Winnipeg Jets,3,2
18/11/2022,Nashville Predators,New York Islanders,Nashville Predators,5,4
18/11/2022,Minnesota Wild,Pittsburgh Penguins,Pittsburgh Penguins,4,6
18/11/2022,St. Louis Blues,Washington Capitals,St. Louis Blues,5,4
18/11/2022,Vegas Golden Knights,Arizona Coyotes,Vegas Golden Knights,4,1
18/11/2022,Seattle Kraken,New York Rangers,Seattle Kraken,3,2
18/11/2022,San Jose Sharks,Detroit Red Wings,Detroit Red Wings,4,7
19/11/2022,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,4,1
19/11/2022,Ottawa Senators,New Jersey Devils,New Jersey Devils,1,5
19/11/2022,Florida Panthers,Calgary Flames,Calgary Flames,4,5
20/11/2022,Winnipeg Jets,Pittsburgh Penguins,Pittsburgh Penguins,0,3
20/11/2022,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,5,2
20/11/2022,Boston Bruins,Chicago Blackhawks,Boston Bruins,6,1
20/11/2022,Washington Capitals,Colorado Avalanche,Colorado Avalanche,0,4
20/11/2022,Columbus Blue Jackets,Detroit Red Wings,Detroit Red Wings,1,6
20/11/2022,Montréal Canadiens,Philadelphia Flyers,Montréal Canadiens,5,4
20/11/2022,St. Louis Blues,Anaheim Ducks,St. Louis Blues,6,2
20/11/2022,Minnesota Wild,Carolina Hurricanes,Minnesota Wild,2,1
20/11/2022,Dallas Stars,New York Islanders,Dallas Stars,5,2
20/11/2022,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,2,3
20/11/2022,Seattle Kraken,Los Angeles Kings,Seattle Kraken,3,2
20/11/2022,Edmonton Oilers,Vegas Golden Knights,Edmonton Oilers,4,3
20/11/2022,San Jose Sharks,New York Rangers,New York Rangers,1,2
20/11/2022,Columbus Blue Jackets,Florida Panthers,Columbus Blue Jackets,5,3
21/11/2022,Chicago Blackhawks,Pittsburgh Penguins,Pittsburgh Penguins,3,5
22/11/2022,Tampa Bay Lightning,Boston Bruins,Boston Bruins,3,5
22/11/2022,Philadelphia Flyers,Calgary Flames,Calgary Flames,2,5
22/11/2022,New Jersey Devils,Edmonton Oilers,New Jersey Devils,5,2
22/11/2022,Winnipeg Jets,Carolina Hurricanes,Winnipeg Jets,4,3
22/11/2022,Toronto Maple Leafs,New York Islanders,New York Islanders,2,3
22/11/2022,St. Louis Blues,Anaheim Ducks,St. Louis Blues,3,1
22/11/2022,Nashville Predators,Arizona Coyotes,Nashville Predators,4,3
22/11/2022,Dallas Stars,Colorado Avalanche,Colorado Avalanche,2,3
22/11/2022,San Jose Sharks,Ottawa Senators,San Jose Sharks,5,1
22/11/2022,Vancouver Canucks,Vegas Golden Knights,Vegas Golden Knights,4,5
23/11/2022,Montréal Canadiens,Buffalo Sabres,Buffalo Sabres,2,7
23/11/2022,Los Angeles Kings,New York Rangers,New York Rangers,3,5
24/11/2022,Minnesota Wild,Winnipeg Jets,Minnesota Wild,6,1
24/11/2022,Carolina Hurricanes,Arizona Coyotes,Arizona Coyotes,0,4
24/11/2022,Florida Panthers,Boston Bruins,Florida Panthers,5,2
24/11/2022,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,2,1
24/11/2022,Columbus Blue Jackets,Montréal Canadiens,Montréal Canadiens,1,3
24/11/2022,Buffalo Sabres,St. Louis Blues,Buffalo Sabres,6,2
24/11/2022,New Jersey Devils,Toronto Maple Leafs,Toronto Maple Leafs,1,2
24/11/2022,Detroit Red Wings,Nashville Predators,Detroit Red Wings,3,0
24/11/2022,New York Islanders,Edmonton Oilers,New York Islanders,3,0
24/11/2022,Washington Capitals,Philadelphia Flyers,Washington Capitals,3,2
24/11/2022,Dallas Stars,Chicago Blackhawks,Dallas Stars,6,4
24/11/2022,Anaheim Ducks,New York Rangers,Anaheim Ducks,3,2
24/11/2022,Vegas Golden Knights,Ottawa Senators,Vegas Golden Knights,4,1
24/11/2022,Seattle Kraken,San Jose Sharks,Seattle Kraken,8,5
24/11/2022,Colorado Avalanche,Vancouver Canucks,Vancouver Canucks,3,4
25/11/2022,Boston Bruins,Carolina Hurricanes,Boston Bruins,3,2
25/11/2022,Chicago Blackhawks,Montréal Canadiens,Montréal Canadiens,2,3
25/11/2022,Minnesota Wild,Toronto Maple Leafs,Toronto Maple Leafs,3,4
25/11/2022,Washington Capitals,Calgary Flames,Washington Capitals,3,0
25/11/2022,Anaheim Ducks,Ottawa Senators,Ottawa Senators,1,5
25/11/2022,Philadelphia Flyers,Pittsburgh Penguins,Pittsburgh Penguins,1,4
26/11/2022,Vegas Golden Knights,Seattle Kraken,Seattle Kraken,2,4
26/11/2022,Detroit Red Wings,Arizona Coyotes,Detroit Red Wings,4,3
26/11/2022,Columbus Blue Jackets,New York Islanders,New York Islanders,2,3
26/11/2022,Buffalo Sabres,New Jersey Devils,New Jersey Devils,1,3
26/11/2022,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,5,2
26/11/2022,Dallas Stars,Winnipeg Jets,Winnipeg Jets,4,5
26/11/2022,San Jose Sharks,Los Angeles Kings,Los Angeles Kings,2,5
26/11/2022,New York Rangers,Edmonton Oilers,Edmonton Oilers,3,4
26/11/2022,Carolina Hurricanes,Calgary Flames,Carolina Hurricanes,3,2
26/11/2022,Florida Panthers,St. Louis Blues,St. Louis Blues,4,5
27/11/2022,Pittsburgh Penguins,Toronto Maple Leafs,Toronto Maple Leafs,1,4
27/11/2022,New Jersey Devils,Washington Capitals,New Jersey Devils,5,1
27/11/2022,New York Islanders,Philadelphia Flyers,New York Islanders,5,2
27/11/2022,Colorado Avalanche,Dallas Stars,Colorado Avalanche,4,1
27/11/2022,Vegas Golden Knights,Vancouver Canucks,Vancouver Canucks,1,5
27/11/2022,Minnesota Wild,Arizona Coyotes,Minnesota Wild,4,3
28/11/2022,Chicago Blackhawks,Winnipeg Jets,Winnipeg Jets,2,7
28/11/2022,Anaheim Ducks,Seattle Kraken,Seattle Kraken,4,5
28/11/2022,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,3,4
28/11/2022,Los Angeles Kings,Ottawa Senators,Ottawa Senators,2,3
29/11/2022,New York Rangers,New Jersey Devils,New Jersey Devils,3,5
29/11/2022,Buffalo Sabres,Tampa Bay Lightning,Tampa Bay Lightning,5,6
29/11/2022,Detroit Red Wings,Toronto Maple Leafs,Toronto Maple Leafs,2,4
29/11/2022,Columbus Blue Jackets,Vegas Golden Knights,Vegas Golden Knights,2,3
29/11/2022,St. Louis Blues,Dallas Stars,Dallas Stars,1,4
29/11/2022,Edmonton Oilers,Florida Panthers,Edmonton Oilers,4,3
