Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
17/10/2024,Florida Panthers,Vancouver Canucks,Vancouver Canucks,2,3
17/10/2024,Washington Capitals,Dallas Stars,Washington Capitals,3,2
17/10/2024,Columbus Blue Jackets,Buffalo Sabres,Columbus Blue Jackets,6,4
17/10/2024,Detroit Red Wings,New York Rangers,New York Rangers,2,5
18/10/2024,St. Louis Blues,New York Islanders,St. Louis Blues,1,0
18/10/2024,Nashville Predators,Edmonton Oilers,Edmonton Oilers,2,4
18/10/2024,Chicago Blackhawks,San Jose Sharks,Chicago Blackhawks,4,2
18/10/2024,Seattle Kraken,Philadelphia Flyers,Seattle Kraken,6,4
18/10/2024,Pittsburgh Penguins,Carolina Hurricanes,Carolina Hurricanes,1,4
19/10/2024,Winnipeg Jets,San Jose Sharks,Winnipeg Jets,8,3
19/10/2024,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,4,3
19/10/2024,Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,5,4
19/10/2024,Nashville Predators,Detroit Red Wings,Detroit Red Wings,2,5
19/10/2024,Dallas Stars,Edmonton Oilers,Dallas Stars,4,1
19/10/2024,Florida Panthers,Vegas Golden Knights,Florida Panthers,4,3
19/10/2024,Toronto Maple Leafs,New York Rangers,New York Rangers,1,4
19/10/2024,New Jersey Devils,Washington Capitals,Washington Capitals,5,6
19/10/2024,New York Islanders,Montréal Canadiens,New York Islanders,4,3
19/10/2024,Philadelphia Flyers,Vancouver Canucks,Vancouver Canucks,0,3
19/10/2024,Columbus Blue Jackets,Minnesota Wild,Minnesota Wild,1,3
19/10/2024,St. Louis Blues,Carolina Hurricanes,St. Louis Blues,4,3
20/10/2024,Chicago Blackhawks,Buffalo Sabres,Buffalo Sabres,2,4
20/10/2024,Utah Hockey Club,Boston Bruins,Utah Hockey Club,2,1
20/10/2024,Seattle Kraken,Calgary Flames,Seattle Kraken,2,1
20/10/2024,Winnipeg Jets,Pittsburgh Penguins,Winnipeg Jets,6,3
21/10/2024,San Jose Sharks,Colorado Avalanche,Colorado Avalanche,1,4
21/10/2024,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,1,4
21/10/2024,Toronto Maple Leafs,Tampa Bay Lightning,Toronto Maple Leafs,5,2
22/10/2024,Philadelphia Flyers,Washington Capitals,Washington Capitals,1,4
22/10/2024,Florida Panthers,Minnesota Wild,Minnesota Wild,1,5
22/10/2024,New Jersey Devils,Tampa Bay Lightning,Tampa Bay Lightning,5,8
22/10/2024,Buffalo Sabres,Dallas Stars,Buffalo Sabres,4,2
22/10/2024,Montréal Canadiens,New York Rangers,New York Rangers,2,7
22/10/2024,Columbus Blue Jackets,Toronto Maple Leafs,Columbus Blue Jackets,6,2
22/10/2024,New York Islanders,Detroit Red Wings,Detroit Red Wings,0,1
23/10/2024,St. Louis Blues,Winnipeg Jets,Winnipeg Jets,2,3
23/10/2024,Chicago Blackhawks,Vancouver Canucks,Vancouver Canucks,3,6
23/10/2024,Seattle Kraken,Colorado Avalanche,Colorado Avalanche,2,3
23/10/2024,Nashville Predators,Boston Bruins,Nashville Predators,4,0
23/10/2024,Edmonton Oilers,Carolina Hurricanes,Carolina Hurricanes,2,3
23/10/2024,Utah Hockey Club,Ottawa Senators,Ottawa Senators,0,4
23/10/2024,Calgary Flames,Pittsburgh Penguins,Calgary Flames,4,3
23/10/2024,Anaheim Ducks,San Jose Sharks,Anaheim Ducks,3,1
23/10/2024,Vegas Golden Knights,Los Angeles Kings,Vegas Golden Knights,6,1
23/10/2024,Washington Capitals,Philadelphia Flyers,Washington Capitals,6,3
24/10/2024,Boston Bruins,Dallas Stars,Dallas Stars,2,5
24/10/2024,Toronto Maple Leafs,St. Louis Blues,St. Louis Blues,1,5
24/10/2024,Detroit Red Wings,New Jersey Devils,Detroit Red Wings,5,3
24/10/2024,Tampa Bay Lightning,Minnesota Wild,Minnesota Wild,2,4
24/10/2024,New York Rangers,Florida Panthers,Florida Panthers,1,3
25/10/2024,Calgary Flames,Carolina Hurricanes,Carolina Hurricanes,2,4
25/10/2024,Utah Hockey Club,Colorado Avalanche,Colorado Avalanche,1,5
25/10/2024,Seattle Kraken,Winnipeg Jets,Winnipeg Jets,3,4
25/10/2024,Los Angeles Kings,San Jose Sharks,Los Angeles Kings,3,2
25/10/2024,Vegas Golden Knights,Ottawa Senators,Vegas Golden Knights,6,4
25/10/2024,New Jersey Devils,New York Islanders,New York Islanders,3,4
26/10/2024,Chicago Blackhawks,Nashville Predators,Nashville Predators,2,3
26/10/2024,Edmonton Oilers,Pittsburgh Penguins,Edmonton Oilers,4,0
26/10/2024,Buffalo Sabres,Detroit Red Wings,Buffalo Sabres,5,3
26/10/2024,Philadelphia Flyers,Minnesota Wild,Philadelphia Flyers,7,5
26/10/2024,Los Angeles Kings,Utah Hockey Club,Los Angeles Kings,3,2
26/10/2024,Boston Bruins,Toronto Maple Leafs,Boston Bruins,4,3
26/10/2024,Montréal Canadiens,St. Louis Blues,Montréal Canadiens,5,2
26/10/2024,Tampa Bay Lightning,Washington Capitals,Tampa Bay Lightning,3,0
26/10/2024,New York Rangers,Anaheim Ducks,New York Rangers,2,1
26/10/2024,Calgary Flames,Winnipeg Jets,Winnipeg Jets,3,5
26/10/2024,New York Islanders,Florida Panthers,Florida Panthers,3,6
27/10/2024,Nashville Predators,Columbus Blue Jackets,Nashville Predators,4,3
27/10/2024,Dallas Stars,Chicago Blackhawks,Dallas Stars,4,2
27/10/2024,Vancouver Canucks,Pittsburgh Penguins,Vancouver Canucks,4,3
27/10/2024,Vegas Golden Knights,San Jose Sharks,Vegas Golden Knights,7,3
27/10/2024,Seattle Kraken,Carolina Hurricanes,Carolina Hurricanes,1,4
27/10/2024,Detroit Red Wings,Edmonton Oilers,Edmonton Oilers,2,3
27/10/2024,New Jersey Devils,Anaheim Ducks,New Jersey Devils,6,2
27/10/2024,Philadelphia Flyers,Montréal Canadiens,Montréal Canadiens,3,4
28/10/2024,Colorado Avalanche,Ottawa Senators,Colorado Avalanche,5,4
28/10/2024,Buffalo Sabres,Florida Panthers,Florida Panthers,2,5
28/10/2024,Columbus Blue Jackets,Edmonton Oilers,Columbus Blue Jackets,6,1
28/10/2024,Tampa Bay Lightning,Nashville Predators,Tampa Bay Lightning,3,2
28/10/2024,Winnipeg Jets,Toronto Maple Leafs,Toronto Maple Leafs,4,6
29/10/2024,Colorado Avalanche,Chicago Blackhawks,Chicago Blackhawks,2,5
29/10/2024,Utah Hockey Club,San Jose Sharks,San Jose Sharks,4,5
29/10/2024,Vancouver Canucks,Carolina Hurricanes,Carolina Hurricanes,3,4
29/10/2024,Vegas Golden Knights,Calgary Flames,Vegas Golden Knights,5,0
29/10/2024,Boston Bruins,Philadelphia Flyers,Philadelphia Flyers,0,2
29/10/2024,Montréal Canadiens,Seattle Kraken,Seattle Kraken,2,8
29/10/2024,Ottawa Senators,St. Louis Blues,Ottawa Senators,8,1
29/10/2024,New York Islanders,Anaheim Ducks,Anaheim Ducks,1,3
29/10/2024,Pittsburgh Penguins,Minnesota Wild,Minnesota Wild,3,5
29/10/2024,Washington Capitals,New York Rangers,Washington Capitals,5,3
30/10/2024,San Jose Sharks,Los Angeles Kings,San Jose Sharks,4,2
30/10/2024,Columbus Blue Jackets,New York Islanders,Columbus Blue Jackets,2,0
30/10/2024,Detroit Red Wings,Winnipeg Jets,Winnipeg Jets,2,6
31/10/2024,Colorado Avalanche,Tampa Bay Lightning,Tampa Bay Lightning,2,5
31/10/2024,Utah Hockey Club,Calgary Flames,Utah Hockey Club,5,1
31/10/2024,Los Angeles Kings,Vegas Golden Knights,Los Angeles Kings,6,3
31/10/2024,Vancouver Canucks,New Jersey Devils,New Jersey Devils,0,6
31/10/2024,Toronto Maple Leafs,Seattle Kraken,Toronto Maple Leafs,4,1
31/10/2024,Philadelphia Flyers,St. Louis Blues,Philadelphia Flyers,2,1
31/10/2024,Pittsburgh Penguins,Anaheim Ducks,Pittsburgh Penguins,2,1
31/10/2024,Washington Capitals,Montréal Canadiens,Washington Capitals,6,3
31/10/2024,Carolina Hurricanes,Boston Bruins,Carolina Hurricanes,8,2
01/11/2024,Nashville Predators,Edmonton Oilers,Edmonton Oilers,1,5
01/11/2024,San Jose Sharks,Chicago Blackhawks,San Jose Sharks,3,2
01/11/2024,Dallas Stars,Florida Panthers,Florida Panthers,4,6
01/11/2024,Buffalo Sabres,New York Islanders,New York Islanders,3,4
01/11/2024,New York Rangers,Ottawa Senators,New York Rangers,2,1
01/11/2024,Columbus Blue Jackets,Winnipeg Jets,Winnipeg Jets,2,6
02/11/2024,Minnesota Wild,Tampa Bay Lightning,Minnesota Wild,5,3
02/11/2024,Calgary Flames,New Jersey Devils,Calgary Flames,3,0
02/11/2024,Florida Panthers,Dallas Stars,Florida Panthers,4,2
02/11/2024,Philadelphia Flyers,Boston Bruins,Boston Bruins,0,3
02/11/2024,Los Angeles Kings,Chicago Blackhawks,Chicago Blackhawks,3,4
02/11/2024,Washington Capitals,Columbus Blue Jackets,Washington Capitals,7,2
02/11/2024,Ottawa Senators,Seattle Kraken,Ottawa Senators,3,0
02/11/2024,Detroit Red Wings,Buffalo Sabres,Detroit Red Wings,2,1
02/11/2024,Pittsburgh Penguins,Montréal Canadiens,Pittsburgh Penguins,3,1
02/11/2024,St. Louis Blues,Toronto Maple Leafs,St. Louis Blues,4,2
03/11/2024,Nashville Predators,Colorado Avalanche,Nashville Predators,5,2
03/11/2024,Vegas Golden Knights,Utah Hockey Club,Vegas Golden Knights,4,3
03/11/2024,San Jose Sharks,Vancouver Canucks,Vancouver Canucks,2,3
03/11/2024,New York Rangers,New York Islanders,New York Rangers,5,2
03/11/2024,Winnipeg Jets,Tampa Bay Lightning,Winnipeg Jets,7,4
03/11/2024,Boston Bruins,Seattle Kraken,Boston Bruins,2,0
03/11/2024,Carolina Hurricanes,Washington Capitals,Carolina Hurricanes,4,2
03/11/2024,Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,2,1
04/11/2024,Calgary Flames,Edmonton Oilers,Edmonton Oilers,2,4
04/11/2024,Anaheim Ducks,Chicago Blackhawks,Chicago Blackhawks,2,4
05/11/2024,Nashville Predators,Los Angeles Kings,Los Angeles Kings,0,3
05/11/2024,Edmonton Oilers,New Jersey Devils,New Jersey Devils,0,3
06/11/2024,Buffalo Sabres,Ottawa Senators,Buffalo Sabres,5,1
06/11/2024,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,4,0
06/11/2024,Montréal Canadiens,Calgary Flames,Calgary Flames,2,3
06/11/2024,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,6,4
06/11/2024,New York Islanders,Pittsburgh Penguins,New York Islanders,4,3
06/11/2024,St. Louis Blues,Tampa Bay Lightning,St. Louis Blues,3,2
06/11/2024,Minnesota Wild,Los Angeles Kings,Los Angeles Kings,1,5
06/11/2024,Winnipeg Jets,Utah Hockey Club,Winnipeg Jets,3,0
06/11/2024,Colorado Avalanche,Seattle Kraken,Colorado Avalanche,6,3
06/11/2024,Anaheim Ducks,Vancouver Canucks,Vancouver Canucks,1,5
06/11/2024,San Jose Sharks,Columbus Blue Jackets,San Jose Sharks,2,1
07/11/2024,Washington Capitals,Nashville Predators,Washington Capitals,3,2
07/11/2024,Chicago Blackhawks,Detroit Red Wings,Detroit Red Wings,1,4
07/11/2024,Edmonton Oilers,Vegas Golden Knights,Vegas Golden Knights,2,4
08/11/2024,Boston Bruins,Calgary Flames,Boston Bruins,4,3
08/11/2024,Ottawa Senators,New York Islanders,New York Islanders,2,4
08/11/2024,Florida Panthers,Nashville Predators,Florida Panthers,6,2
08/11/2024,New Jersey Devils,Montréal Canadiens,New Jersey Devils,5,3
08/11/2024,New York Rangers,Buffalo Sabres,Buffalo Sabres,1,6
08/11/2024,Carolina Hurricanes,Pittsburgh Penguins,Carolina Hurricanes,5,1
08/11/2024,Tampa Bay Lightning,Philadelphia Flyers,Philadelphia Flyers,1,2
08/11/2024,St. Louis Blues,Utah Hockey Club,Utah Hockey Club,2,4
08/11/2024,Dallas Stars,Chicago Blackhawks,Dallas Stars,3,1
08/11/2024,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,1,0
08/11/2024,Los Angeles Kings,Vancouver Canucks,Vancouver Canucks,2,4
08/11/2024,San Jose Sharks,Minnesota Wild,Minnesota Wild,2,5
09/11/2024,Toronto Maple Leafs,Detroit Red Wings,Toronto Maple Leafs,3,1
09/11/2024,Washington Capitals,Pittsburgh Penguins,Pittsburgh Penguins,2,4
09/11/2024,Anaheim Ducks,Minnesota Wild,Minnesota Wild,2,5
09/11/2024,Seattle Kraken,Vegas Golden Knights,Seattle Kraken,4,3
09/11/2024,Buffalo Sabres,Calgary Flames,Buffalo Sabres,3,2
09/11/2024,Winnipeg Jets,Dallas Stars,Winnipeg Jets,4,1
09/11/2024,Florida Panthers,Philadelphia Flyers,Florida Panthers,4,3
10/11/2024,Boston Bruins,Ottawa Senators,Ottawa Senators,2,3
10/11/2024,Toronto Maple Leafs,Montréal Canadiens,Toronto Maple Leafs,4,1
10/11/2024,Detroit Red Wings,New York Rangers,New York Rangers,0,4
10/11/2024,St. Louis Blues,Washington Capitals,Washington Capitals,1,8
10/11/2024,New York Islanders,New Jersey Devils,New Jersey Devils,3,4
10/11/2024,Nashville Predators,Utah Hockey Club,Nashville Predators,4,0
10/11/2024,Colorado Avalanche,Carolina Hurricanes,Colorado Avalanche,6,4
10/11/2024,Los Angeles Kings,Columbus Blue Jackets,Los Angeles Kings,5,2
10/11/2024,Vancouver Canucks,Edmonton Oilers,Edmonton Oilers,3,7
11/11/2024,New Jersey Devils,San Jose Sharks,San Jose Sharks,0,1
11/11/2024,Chicago Blackhawks,Minnesota Wild,Chicago Blackhawks,2,1
11/11/2024,Anaheim Ducks,Columbus Blue Jackets,Anaheim Ducks,4,2
11/11/2024,Buffalo Sabres,Montréal Canadiens,Montréal Canadiens,5,7
12/11/2024,Philadelphia Flyers,San Jose Sharks,Philadelphia Flyers,4,3
12/11/2024,Pittsburgh Penguins,Dallas Stars,Dallas Stars,1,7
12/11/2024,Calgary Flames,Los Angeles Kings,Calgary Flames,3,1
12/11/2024,Colorado Avalanche,Nashville Predators,Colorado Avalanche,3,2
12/11/2024,Vegas Golden Knights,Carolina Hurricanes,Carolina Hurricanes,2,5
13/11/2024,Toronto Maple Leafs,Ottawa Senators,Ottawa Senators,0,3
13/11/2024,New York Rangers,Winnipeg Jets,Winnipeg Jets,3,6
13/11/2024,Florida Panthers,New Jersey Devils,New Jersey Devils,1,4
13/11/2024,St. Louis Blues,Boston Bruins,Boston Bruins,2,3
13/11/2024,Edmonton Oilers,New York Islanders,Edmonton Oilers,4,3
13/11/2024,Vancouver Canucks,Calgary Flames,Vancouver Canucks,3,1
13/11/2024,Seattle Kraken,Columbus Blue Jackets,Seattle Kraken,5,2
14/11/2024,Pittsburgh Penguins,Detroit Red Wings,Detroit Red Wings,2,3
14/11/2024,Washington Capitals,Toronto Maple Leafs,Toronto Maple Leafs,3,4
14/11/2024,Utah Hockey Club,Carolina Hurricanes,Utah Hockey Club,4,1
14/11/2024,Colorado Avalanche,Los Angeles Kings,Colorado Avalanche,4,2
14/11/2024,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,2,3
15/11/2024,Ottawa Senators,Philadelphia Flyers,Philadelphia Flyers,4,5
15/11/2024,Tampa Bay Lightning,Winnipeg Jets,Tampa Bay Lightning,4,1
15/11/2024,Florida Panthers,New Jersey Devils,New Jersey Devils,2,6
15/11/2024,New York Rangers,San Jose Sharks,New York Rangers,3,2
15/11/2024,Buffalo Sabres,St. Louis Blues,Buffalo Sabres,4,3
15/11/2024,Dallas Stars,Boston Bruins,Dallas Stars,7,2
15/11/2024,Minnesota Wild,Montréal Canadiens,Minnesota Wild,3,0
15/11/2024,Edmonton Oilers,Nashville Predators,Edmonton Oilers,3,2
15/11/2024,Vancouver Canucks,New York Islanders,New York Islanders,2,5
15/11/2024,Seattle Kraken,Chicago Blackhawks,Seattle Kraken,3,1
16/11/2024,Columbus Blue Jackets,Pittsburgh Penguins,Columbus Blue Jackets,6,2
16/11/2024,Colorado Avalanche,Washington Capitals,Washington Capitals,2,5
16/11/2024,Calgary Flames,Nashville Predators,Calgary Flames,2,0
16/11/2024,Utah Hockey Club,Vegas Golden Knights,Vegas Golden Knights,2,4
16/11/2024,Anaheim Ducks,Detroit Red Wings,Anaheim Ducks,6,4
16/11/2024,Boston Bruins,St. Louis Blues,St. Louis Blues,2,3
16/11/2024,Seattle Kraken,New York Islanders,Seattle Kraken,3,2
17/11/2024,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,4,3
17/11/2024,Montréal Canadiens,Columbus Blue Jackets,Montréal Canadiens,5,1
17/11/2024,Tampa Bay Lightning,New Jersey Devils,Tampa Bay Lightning,4,0
17/11/2024,Florida Panthers,Winnipeg Jets,Florida Panthers,5,0
17/11/2024,Philadelphia Flyers,Buffalo Sabres,Philadelphia Flyers,5,2
17/11/2024,Pittsburgh Penguins,San Jose Sharks,Pittsburgh Penguins,4,3
17/11/2024,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,4,0
17/11/2024,Minnesota Wild,Dallas Stars,Dallas Stars,1,2
17/11/2024,Los Angeles Kings,Detroit Red Wings,Los Angeles Kings,4,1
17/11/2024,Vancouver Canucks,Chicago Blackhawks,Vancouver Canucks,4,1
17/11/2024,Carolina Hurricanes,St. Louis Blues,Carolina Hurricanes,4,1
18/11/2024,Vegas Golden Knights,Washington Capitals,Washington Capitals,2,5
18/11/2024,Seattle Kraken,New York Rangers,New York Rangers,0,2
18/11/2024,Vancouver Canucks,Nashville Predators,Nashville Predators,3,5
19/11/2024,Boston Bruins,Columbus Blue Jackets,Columbus Blue Jackets,1,5
19/11/2024,Philadelphia Flyers,Colorado Avalanche,Colorado Avalanche,2,3
19/11/2024,Montréal Canadiens,Edmonton Oilers,Montréal Canadiens,3,0
19/11/2024,Dallas Stars,Anaheim Ducks,Anaheim Ducks,2,4
19/11/2024,Utah Hockey Club,Washington Capitals,Washington Capitals,2,6
19/11/2024,San Jose Sharks,Detroit Red Wings,San Jose Sharks,5,4
20/11/2024,Ottawa Senators,Edmonton Oilers,Edmonton Oilers,2,5
20/11/2024,Pittsburgh Penguins,Tampa Bay Lightning,Tampa Bay Lightning,2,3
20/11/2024,St. Louis Blues,Minnesota Wild,Minnesota Wild,2,4
20/11/2024,Winnipeg Jets,Florida Panthers,Winnipeg Jets,6,3
20/11/2024,Chicago Blackhawks,Anaheim Ducks,Anaheim Ducks,2,3
20/11/2024,Calgary Flames,New York Islanders,Calgary Flames,2,1
20/11/2024,Vancouver Canucks,New York Rangers,New York Rangers,3,4
21/11/2024,Toronto Maple Leafs,Vegas Golden Knights,Toronto Maple Leafs,3,0
21/11/2024,Philadelphia Flyers,Carolina Hurricanes,Carolina Hurricanes,1,4
21/11/2024,Dallas Stars,San Jose Sharks,Dallas Stars,5,2
21/11/2024,Seattle Kraken,Nashville Predators,Seattle Kraken,3,0
21/11/2024,Los Angeles Kings,Buffalo Sabres,Buffalo Sabres,0,1
22/11/2024,Boston Bruins,Utah Hockey Club,Boston Bruins,1,0
22/11/2024,Ottawa Senators,Vegas Golden Knights,Vegas Golden Knights,2,3
22/11/2024,Detroit Red Wings,New York Islanders,Detroit Red Wings,2,1
22/11/2024,New Jersey Devils,Carolina Hurricanes,New Jersey Devils,4,2
22/11/2024,Washington Capitals,Colorado Avalanche,Colorado Avalanche,1,2
22/11/2024,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,7,6
22/11/2024,St. Louis Blues,San Jose Sharks,St. Louis Blues,3,2
22/11/2024,Chicago Blackhawks,Florida Panthers,Chicago Blackhawks,3,1
22/11/2024,Calgary Flames,New York Rangers,Calgary Flames,3,2
22/11/2024,Edmonton Oilers,Minnesota Wild,Minnesota Wild,3,5
23/11/2024,Pittsburgh Penguins,Winnipeg Jets,Winnipeg Jets,1,4
23/11/2024,Anaheim Ducks,Buffalo Sabres,Buffalo Sabres,2,3
23/11/2024,Philadelphia Flyers,Chicago Blackhawks,Philadelphia Flyers,3,2
23/11/2024,Calgary Flames,Minnesota Wild,Calgary Flames,4,3
23/11/2024,Los Angeles Kings,Seattle Kraken,Los Angeles Kings,2,1
23/11/2024,Florida Panthers,Colorado Avalanche,Colorado Avalanche,4,7
24/11/2024,Montréal Canadiens,Vegas Golden Knights,Vegas Golden Knights,2,6
24/11/2024,Ottawa Senators,Vancouver Canucks,Vancouver Canucks,3,4
24/11/2024,Detroit Red Wings,Boston Bruins,Boston Bruins,1,2
24/11/2024,Tampa Bay Lightning,Dallas Stars,Dallas Stars,2,4
24/11/2024,Pittsburgh Penguins,Utah Hockey Club,Utah Hockey Club,1,6
24/11/2024,Washington Capitals,New Jersey Devils,New Jersey Devils,2,3
24/11/2024,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,5,4
24/11/2024,Nashville Predators,Winnipeg Jets,Nashville Predators,4,1
24/11/2024,New York Islanders,St. Louis Blues,New York Islanders,3,1
24/11/2024,San Jose Sharks,Buffalo Sabres,Buffalo Sabres,2,4
24/11/2024,Edmonton Oilers,New York Rangers,Edmonton Oilers,6,2
25/11/2024,Toronto Maple Leafs,Utah Hockey Club,Toronto Maple Leafs,3,2
26/11/2024,Tampa Bay Lightning,Colorado Avalanche,Tampa Bay Lightning,8,2
26/11/2024,Florida Panthers,Washington Capitals,Washington Capitals,1,4
26/11/2024,New Jersey Devils,Nashville Predators,New Jersey Devils,5,2
26/11/2024,New York Rangers,St. Louis Blues,St. Louis Blues,2,5
26/11/2024,Philadelphia Flyers,Vegas Golden Knights,Vegas Golden Knights,4,5
26/11/2024,Carolina Hurricanes,Dallas Stars,Carolina Hurricanes,6,4
26/11/2024,Ottawa Senators,Calgary Flames,Ottawa Senators,4,3
26/11/2024,New York Islanders,Detroit Red Wings,Detroit Red Wings,2,4
26/11/2024,Minnesota Wild,Winnipeg Jets,Winnipeg Jets,1,4
26/11/2024,Anaheim Ducks,Seattle Kraken,Seattle Kraken,2,3
26/11/2024,San Jose Sharks,Los Angeles Kings,San Jose Sharks,7,2
27/11/2024,Boston Bruins,Vancouver Canucks,Vancouver Canucks,0,2
27/11/2024,Montréal Canadiens,Utah Hockey Club,Utah Hockey Club,2,3
28/11/2024,Buffalo Sabres,Minnesota Wild,Minnesota Wild,0,1
28/11/2024,New Jersey Devils,St. Louis Blues,St. Louis Blues,0,3
28/11/2024,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,4,3
28/11/2024,Detroit Red Wings,Calgary Flames,Detroit Red Wings,2,1
28/11/2024,Tampa Bay Lightning,Washington Capitals,Washington Capitals,4,5
