Date,Home Team,Away Team,Result,Home SCORE,Away SCORE
28/11/2024,Florida Panthers,Toronto Maple Leafs,Florida Panthers,5,1
28/11/2024,New York Islanders,Boston Bruins,Boston Bruins,3,6
28/11/2024,Pittsburgh Penguins,Vancouver Canucks,Pittsburgh Penguins,5,4
28/11/2024,Columbus Blue Jackets,Montréal Canadiens,Montréal Canadiens,3,4
28/11/2024,Nashville Predators,Philadelphia Flyers,Philadelphia Flyers,2,3
28/11/2024,Chicago Blackhawks,Dallas Stars,Chicago Blackhawks,6,2
28/11/2024,Colorado Avalanche,Vegas Golden Knights,Colorado Avalanche,2,1
28/11/2024,Los Angeles Kings,Winnipeg Jets,Los Angeles Kings,4,1
28/11/2024,Seattle Kraken,Anaheim Ducks,Anaheim Ducks,2,5
28/11/2024,San Jose Sharks,Ottawa Senators,Ottawa Senators,3,4
29/11/2024,Philadelphia Flyers,New York Rangers,Philadelphia Flyers,3,1
29/11/2024,Minnesota Wild,Chicago Blackhawks,Minnesota Wild,3,2
29/11/2024,Buffalo Sabres,Vancouver Canucks,Vancouver Canucks,3,4
29/11/2024,Detroit Red Wings,New Jersey Devils,New Jersey Devils,4,5
29/11/2024,Washington Capitals,New York Islanders,Washington Capitals,5,4
29/11/2024,Carolina Hurricanes,Florida Panthers,Florida Panthers,3,6
29/11/2024,Columbus Blue Jackets,Calgary Flames,Columbus Blue Jackets,5,2
29/11/2024,Nashville Predators,Tampa Bay Lightning,Tampa Bay Lightning,2,3
29/11/2024,Anaheim Ducks,Los Angeles Kings,Los Angeles Kings,1,2
29/11/2024,San Jose Sharks,Seattle Kraken,San Jose Sharks,8,5
29/11/2024,Boston Bruins,Pittsburgh Penguins,Pittsburgh Penguins,1,2
30/11/2024,Vegas Golden Knights,Winnipeg Jets,Vegas Golden Knights,4,3
30/11/2024,Dallas Stars,Colorado Avalanche,Dallas Stars,5,3
30/11/2024,Utah Hockey Club,Edmonton Oilers,Edmonton Oilers,3,4
30/11/2024,New York Rangers,Montréal Canadiens,New York Rangers,4,3
30/11/2024,Florida Panthers,Carolina Hurricanes,Florida Panthers,6,0
01/12/2024,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Maple Leafs,3,5
01/12/2024,New Jersey Devils,Washington Capitals,Washington Capitals,5,6
01/12/2024,Pittsburgh Penguins,Calgary Flames,Pittsburgh Penguins,6,2
01/12/2024,St. Louis Blues,Philadelphia Flyers,Philadelphia Flyers,2,3
01/12/2024,Los Angeles Kings,Ottawa Senators,Los Angeles Kings,5,2
01/12/2024,New York Islanders,Buffalo Sabres,New York Islanders,3,0
01/12/2024,Minnesota Wild,Nashville Predators,Minnesota Wild,3,2
01/12/2024,Colorado Avalanche,Edmonton Oilers,Edmonton Oilers,1,4
01/12/2024,Vegas Golden Knights,Utah Hockey Club,Utah Hockey Club,0,6
01/12/2024,Seattle Kraken,San Jose Sharks,San Jose Sharks,2,4
01/12/2024,Detroit Red Wings,Vancouver Canucks,Vancouver Canucks,4,5
01/12/2024,Boston Bruins,Montréal Canadiens,Boston Bruins,6,3
01/12/2024,Chicago Blackhawks,Columbus Blue Jackets,Columbus Blue Jackets,3,6
01/12/2024,Dallas Stars,Winnipeg Jets,Dallas Stars,3,1
02/12/2024,Anaheim Ducks,Ottawa Senators,Anaheim Ducks,4,3
03/12/2024,New York Rangers,New Jersey Devils,New Jersey Devils,1,5
03/12/2024,Toronto Maple Leafs,Chicago Blackhawks,Toronto Maple Leafs,4,1
03/12/2024,Utah Hockey Club,Dallas Stars,Dallas Stars,1,2
04/12/2024,Boston Bruins,Detroit Red Wings,Boston Bruins,3,2
04/12/2024,Buffalo Sabres,Colorado Avalanche,Colorado Avalanche,4,5
04/12/2024,Montréal Canadiens,New York Islanders,Montréal Canadiens,2,1
04/12/2024,Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,5,4
04/12/2024,Washington Capitals,San Jose Sharks,San Jose Sharks,1,2
04/12/2024,Carolina Hurricanes,Seattle Kraken,Seattle Kraken,2,4
04/12/2024,Minnesota Wild,Vancouver Canucks,Minnesota Wild,3,2
04/12/2024,Winnipeg Jets,St. Louis Blues,St. Louis Blues,1,4
04/12/2024,Calgary Flames,Columbus Blue Jackets,Calgary Flames,3,0
04/12/2024,Vegas Golden Knights,Edmonton Oilers,Vegas Golden Knights,1,0
05/12/2024,Toronto Maple Leafs,Nashville Predators,Toronto Maple Leafs,3,2
05/12/2024,Chicago Blackhawks,Boston Bruins,Boston Bruins,2,4
05/12/2024,Anaheim Ducks,Vegas Golden Knights,Vegas Golden Knights,1,4
05/12/2024,Los Angeles Kings,Dallas Stars,Los Angeles Kings,3,2
06/12/2024,Buffalo Sabres,Winnipeg Jets,Winnipeg Jets,2,3
06/12/2024,Montréal Canadiens,Nashville Predators,Montréal Canadiens,3,0
06/12/2024,Ottawa Senators,Detroit Red Wings,Ottawa Senators,2,1
06/12/2024,Tampa Bay Lightning,San Jose Sharks,Tampa Bay Lightning,8,1
06/12/2024,Philadelphia Flyers,Florida Panthers,Florida Panthers,5,7
06/12/2024,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,5,3
06/12/2024,New York Islanders,Seattle Kraken,Seattle Kraken,2,5
06/12/2024,Calgary Flames,St. Louis Blues,St. Louis Blues,3,4
06/12/2024,Edmonton Oilers,Columbus Blue Jackets,Edmonton Oilers,6,3
07/12/2024,Toronto Maple Leafs,Washington Capitals,Washington Capitals,1,3
07/12/2024,New Jersey Devils,Seattle Kraken,New Jersey Devils,3,2
07/12/2024,New York Rangers,Pittsburgh Penguins,New York Rangers,4,2
07/12/2024,Vancouver Canucks,Columbus Blue Jackets,Vancouver Canucks,5,2
07/12/2024,Vegas Golden Knights,Dallas Stars,Vegas Golden Knights,3,2
07/12/2024,Anaheim Ducks,Minnesota Wild,Minnesota Wild,1,5
07/12/2024,Boston Bruins,Philadelphia Flyers,Boston Bruins,4,3
07/12/2024,Buffalo Sabres,Utah Hockey Club,Utah Hockey Club,2,5
07/12/2024,Chicago Blackhawks,Winnipeg Jets,Winnipeg Jets,2,4
07/12/2024,New York Islanders,Carolina Hurricanes,New York Islanders,4,3
07/12/2024,Florida Panthers,San Jose Sharks,Florida Panthers,3,1
08/12/2024,Montréal Canadiens,Washington Capitals,Washington Capitals,2,4
08/12/2024,Ottawa Senators,Nashville Predators,Ottawa Senators,3,1
08/12/2024,Detroit Red Wings,Colorado Avalanche,Colorado Avalanche,1,2
08/12/2024,Pittsburgh Penguins,Toronto Maple Leafs,Pittsburgh Penguins,5,2
08/12/2024,Los Angeles Kings,Minnesota Wild,Los Angeles Kings,4,1
08/12/2024,Edmonton Oilers,St. Louis Blues,Edmonton Oilers,4,2
08/12/2024,New York Rangers,Seattle Kraken,Seattle Kraken,5,7
08/12/2024,Vancouver Canucks,Tampa Bay Lightning,Tampa Bay Lightning,2,4
08/12/2024,Ottawa Senators,New York Islanders,New York Islanders,2,4
08/12/2024,Winnipeg Jets,Columbus Blue Jackets,Columbus Blue Jackets,1,4
09/12/2024,New Jersey Devils,Colorado Avalanche,Colorado Avalanche,0,4
09/12/2024,Philadelphia Flyers,Utah Hockey Club,Utah Hockey Club,2,4
09/12/2024,Dallas Stars,Calgary Flames,Dallas Stars,6,2
10/12/2024,Buffalo Sabres,Detroit Red Wings,Detroit Red Wings,5,6
10/12/2024,New York Rangers,Chicago Blackhawks,Chicago Blackhawks,1,2
10/12/2024,Montréal Canadiens,Anaheim Ducks,Montréal Canadiens,3,2
11/12/2024,New Jersey Devils,Toronto Maple Leafs,Toronto Maple Leafs,1,2
11/12/2024,Pittsburgh Penguins,Colorado Avalanche,Colorado Avalanche,2,6
11/12/2024,Carolina Hurricanes,San Jose Sharks,Carolina Hurricanes,3,2
11/12/2024,Columbus Blue Jackets,Philadelphia Flyers,Philadelphia Flyers,3,5
11/12/2024,New York Islanders,Los Angeles Kings,Los Angeles Kings,1,3
11/12/2024,Nashville Predators,Calgary Flames,Calgary Flames,3,4
11/12/2024,Winnipeg Jets,Boston Bruins,Winnipeg Jets,8,1
11/12/2024,Edmonton Oilers,Tampa Bay Lightning,Edmonton Oilers,2,1
11/12/2024,Utah Hockey Club,Minnesota Wild,Minnesota Wild,4,5
11/12/2024,Vancouver Canucks,St. Louis Blues,St. Louis Blues,3,4
11/12/2024,Seattle Kraken,Florida Panthers,Florida Panthers,1,2
12/12/2024,Buffalo Sabres,New York Rangers,New York Rangers,2,3
12/12/2024,Ottawa Senators,Anaheim Ducks,Ottawa Senators,5,1
13/12/2024,Toronto Maple Leafs,Anaheim Ducks,Toronto Maple Leafs,3,2
13/12/2024,Montréal Canadiens,Pittsburgh Penguins,Pittsburgh Penguins,2,9
13/12/2024,New Jersey Devils,Los Angeles Kings,New Jersey Devils,3,1
13/12/2024,Philadelphia Flyers,Detroit Red Wings,Philadelphia Flyers,4,1
13/12/2024,Columbus Blue Jackets,Washington Capitals,Washington Capitals,1,2
13/12/2024,New York Islanders,Chicago Blackhawks,New York Islanders,5,4
13/12/2024,St. Louis Blues,San Jose Sharks,San Jose Sharks,3,4
13/12/2024,Dallas Stars,Nashville Predators,Nashville Predators,1,4
13/12/2024,Winnipeg Jets,Vegas Golden Knights,Vegas Golden Knights,2,3
13/12/2024,Minnesota Wild,Edmonton Oilers,Edmonton Oilers,1,7
13/12/2024,Colorado Avalanche,Utah Hockey Club,Utah Hockey Club,1,4
13/12/2024,Calgary Flames,Tampa Bay Lightning,Tampa Bay Lightning,3,8
13/12/2024,Vancouver Canucks,Florida Panthers,Vancouver Canucks,4,0
13/12/2024,Seattle Kraken,Boston Bruins,Seattle Kraken,5,1
14/12/2024,Carolina Hurricanes,Ottawa Senators,Ottawa Senators,0,3
14/12/2024,New Jersey Devils,Chicago Blackhawks,New Jersey Devils,4,1
14/12/2024,New York Rangers,Los Angeles Kings,Los Angeles Kings,1,5
14/12/2024,Minnesota Wild,Philadelphia Flyers,Minnesota Wild,4,1
14/12/2024,Edmonton Oilers,Vegas Golden Knights,Edmonton Oilers,6,3
15/12/2024,Ottawa Senators,Pittsburgh Penguins,Ottawa Senators,3,2
15/12/2024,Detroit Red Wings,Toronto Maple Leafs,Detroit Red Wings,4,2
15/12/2024,Washington Capitals,Buffalo Sabres,Washington Capitals,4,2
15/12/2024,Columbus Blue Jackets,Anaheim Ducks,Anaheim Ducks,3,4
15/12/2024,Winnipeg Jets,Montréal Canadiens,Winnipeg Jets,4,2
15/12/2024,Dallas Stars,St. Louis Blues,Dallas Stars,2,1
15/12/2024,Colorado Avalanche,Nashville Predators,Colorado Avalanche,5,2
15/12/2024,Calgary Flames,Florida Panthers,Calgary Flames,3,0
15/12/2024,Vancouver Canucks,Boston Bruins,Boston Bruins,1,5
15/12/2024,San Jose Sharks,Utah Hockey Club,Utah Hockey Club,3,4
15/12/2024,Seattle Kraken,Tampa Bay Lightning,Tampa Bay Lightning,1,5
15/12/2024,Chicago Blackhawks,New York Islanders,Chicago Blackhawks,5,3
15/12/2024,Toronto Maple Leafs,Buffalo Sabres,Toronto Maple Leafs,5,3
15/12/2024,Carolina Hurricanes,Columbus Blue Jackets,Carolina Hurricanes,4,1
15/12/2024,St. Louis Blues,New York Rangers,St. Louis Blues,3,2
15/12/2024,Minnesota Wild,Vegas Golden Knights,Vegas Golden Knights,2,3
17/12/2024,Dallas Stars,Washington Capitals,Dallas Stars,3,1
17/12/2024,Edmonton Oilers,Florida Panthers,Florida Panthers,5,6
17/12/2024,Vancouver Canucks,Colorado Avalanche,Vancouver Canucks,3,1
18/12/2024,Montréal Canadiens,Buffalo Sabres,Montréal Canadiens,6,1
18/12/2024,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,5,3
18/12/2024,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,3,2
18/12/2024,Carolina Hurricanes,New York Islanders,Carolina Hurricanes,4,0
18/12/2024,St. Louis Blues,New Jersey Devils,New Jersey Devils,1,4
18/12/2024,Nashville Predators,New York Rangers,Nashville Predators,2,0
18/12/2024,Chicago Blackhawks,Washington Capitals,Chicago Blackhawks,3,2
18/12/2024,Calgary Flames,Boston Bruins,Boston Bruins,3,4
18/12/2024,Seattle Kraken,Ottawa Senators,Ottawa Senators,0,3
18/12/2024,San Jose Sharks,Winnipeg Jets,Winnipeg Jets,3,4
19/12/2024,Detroit Red Wings,Philadelphia Flyers,Detroit Red Wings,6,4
19/12/2024,Dallas Stars,Toronto Maple Leafs,Toronto Maple Leafs,3,5
19/12/2024,Minnesota Wild,Florida Panthers,Florida Panthers,1,6
19/12/2024,Utah Hockey Club,Vancouver Canucks,Utah Hockey Club,3,2
19/12/2024,Anaheim Ducks,Winnipeg Jets,Anaheim Ducks,3,2
20/12/2024,Tampa Bay Lightning,St. Louis Blues,Tampa Bay Lightning,3,1
20/12/2024,Columbus Blue Jackets,New Jersey Devils,Columbus Blue Jackets,4,2
20/12/2024,Philadelphia Flyers,Los Angeles Kings,Los Angeles Kings,3,7
20/12/2024,Nashville Predators,Pittsburgh Penguins,Pittsburgh Penguins,4,5
20/12/2024,Chicago Blackhawks,Seattle Kraken,Chicago Blackhawks,3,1
20/12/2024,Calgary Flames,Ottawa Senators,Ottawa Senators,2,3
20/12/2024,Edmonton Oilers,Boston Bruins,Edmonton Oilers,3,2
20/12/2024,Vegas Golden Knights,Vancouver Canucks,Vegas Golden Knights,3,1
20/12/2024,San Jose Sharks,Colorado Avalanche,Colorado Avalanche,2,4
21/12/2024,Buffalo Sabres,Toronto Maple Leafs,Toronto Maple Leafs,3,6
21/12/2024,Detroit Red Wings,Montréal Canadiens,Montréal Canadiens,3,4
21/12/2024,Florida Panthers,St. Louis Blues,Florida Panthers,2,1
21/12/2024,Washington Capitals,Carolina Hurricanes,Washington Capitals,3,1
21/12/2024,Dallas Stars,New York Rangers,New York Rangers,1,3
21/12/2024,Minnesota Wild,Utah Hockey Club,Utah Hockey Club,1,2
21/12/2024,Anaheim Ducks,Colorado Avalanche,Colorado Avalanche,2,4
21/12/2024,Nashville Predators,Los Angeles Kings,Nashville Predators,3,2
21/12/2024,Calgary Flames,Chicago Blackhawks,Calgary Flames,6,4
21/12/2024,Edmonton Oilers,San Jose Sharks,Edmonton Oilers,3,2
22/12/2024,Boston Bruins,Buffalo Sabres,Boston Bruins,3,1
22/12/2024,Toronto Maple Leafs,New York Islanders,New York Islanders,3,6
22/12/2024,Montréal Canadiens,Detroit Red Wings,Montréal Canadiens,5,1
22/12/2024,New Jersey Devils,Pittsburgh Penguins,New Jersey Devils,3,0
22/12/2024,Philadelphia Flyers,Columbus Blue Jackets,Philadelphia Flyers,5,4
22/12/2024,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,5,0
22/12/2024,Vancouver Canucks,Ottawa Senators,Ottawa Senators,4,5
22/12/2024,Vegas Golden Knights,Seattle Kraken,Vegas Golden Knights,6,2
22/12/2024,New York Rangers,Carolina Hurricanes,Carolina Hurricanes,1,3
22/12/2024,Tampa Bay Lightning,Florida Panthers,Florida Panthers,2,4
22/12/2024,Washington Capitals,Los Angeles Kings,Washington Capitals,3,1
22/12/2024,Utah Hockey Club,Anaheim Ducks,Anaheim Ducks,4,5
23/12/2024,Colorado Avalanche,Seattle Kraken,Colorado Avalanche,5,2
23/12/2024,Edmonton Oilers,Ottawa Senators,Edmonton Oilers,3,1
23/12/2024,New Jersey Devils,New York Rangers,New Jersey Devils,5,0
23/12/2024,Toronto Maple Leafs,Winnipeg Jets,Winnipeg Jets,2,5
24/12/2024,Boston Bruins,Washington Capitals,Boston Bruins,4,1
24/12/2024,Detroit Red Wings,St. Louis Blues,St. Louis Blues,0,4
24/12/2024,Florida Panthers,Tampa Bay Lightning,Tampa Bay Lightning,0,4
24/12/2024,Pittsburgh Penguins,Philadelphia Flyers,Pittsburgh Penguins,7,3
24/12/2024,Columbus Blue Jackets,Montréal Canadiens,Columbus Blue Jackets,5,4
24/12/2024,New York Islanders,Buffalo Sabres,Buffalo Sabres,1,7
24/12/2024,Nashville Predators,Carolina Hurricanes,Nashville Predators,5,2
24/12/2024,Minnesota Wild,Chicago Blackhawks,Minnesota Wild,4,3
24/12/2024,Vancouver Canucks,San Jose Sharks,Vancouver Canucks,4,3
24/12/2024,Utah Hockey Club,Dallas Stars,Dallas Stars,2,3
24/12/2024,Vegas Golden Knights,Anaheim Ducks,Vegas Golden Knights,3,1
28/12/2024,Buffalo Sabres,Chicago Blackhawks,Buffalo Sabres,6,2
28/12/2024,Detroit Red Wings,Toronto Maple Leafs,Toronto Maple Leafs,2,5
28/12/2024,New Jersey Devils,Carolina Hurricanes,New Jersey Devils,4,2
28/12/2024,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,6,2
28/12/2024,St. Louis Blues,Nashville Predators,St. Louis Blues,7,4
28/12/2024,Dallas Stars,Minnesota Wild,Minnesota Wild,2,3
28/12/2024,Utah Hockey Club,Colorado Avalanche,Colorado Avalanche,1,4
28/12/2024,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,3,6
28/12/2024,Florida Panthers,Montréal Canadiens,Montréal Canadiens,0,4
28/12/2024,Vancouver Canucks,Seattle Kraken,Seattle Kraken,4,5
28/12/2024,Anaheim Ducks,Philadelphia Flyers,Philadelphia Flyers,1,3
28/12/2024,Los Angeles Kings,Edmonton Oilers,Los Angeles Kings,4,3
29/12/2024,Boston Bruins,Columbus Blue Jackets,Boston Bruins,4,0
29/12/2024,Toronto Maple Leafs,Washington Capitals,Washington Capitals,2,5
29/12/2024,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,6,2
29/12/2024,Carolina Hurricanes,New Jersey Devils,Carolina Hurricanes,5,2
29/12/2024,Winnipeg Jets,Ottawa Senators,Winnipeg Jets,4,2
29/12/2024,New York Islanders,Pittsburgh Penguins,New York Islanders,6,3
29/12/2024,San Jose Sharks,Calgary Flames,Calgary Flames,1,3
29/12/2024,St. Louis Blues,Buffalo Sabres,Buffalo Sabres,2,4
29/12/2024,Anaheim Ducks,Edmonton Oilers,Anaheim Ducks,5,3
29/12/2024,Detroit Red Wings,Washington Capitals,Detroit Red Wings,4,2
29/12/2024,Tampa Bay Lightning,Montréal Canadiens,Montréal Canadiens,2,5
29/12/2024,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,3,2
30/12/2024,Minnesota Wild,Ottawa Senators,Ottawa Senators,1,3
30/12/2024,Vegas Golden Knights,Calgary Flames,Vegas Golden Knights,3,0
30/12/2024,Chicago Blackhawks,Dallas Stars,Dallas Stars,1,5
30/12/2024,Los Angeles Kings,Philadelphia Flyers,Los Angeles Kings,5,4
31/12/2024,Florida Panthers,New York Rangers,Florida Panthers,5,3
31/12/2024,Winnipeg Jets,Nashville Predators,Winnipeg Jets,3,0
31/12/2024,Seattle Kraken,Utah Hockey Club,Seattle Kraken,5,2
31/12/2024,Washington Capitals,Boston Bruins,Washington Capitals,3,1
31/12/2024,Toronto Maple Leafs,New York Islanders,Toronto Maple Leafs,3,1
31/12/2024,Vegas Golden Knights,Montréal Canadiens,Montréal Canadiens,2,3
31/12/2024,Chicago Blackhawks,St. Louis Blues,St. Louis Blues,2,6
01/01/2025,Detroit Red Wings,Pittsburgh Penguins,Detroit Red Wings,4,2
01/01/2025,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,4,3
01/01/2025,Dallas Stars,Buffalo Sabres,Dallas Stars,4,2
01/01/2025,Minnesota Wild,Nashville Predators,Minnesota Wild,5,3
01/01/2025,Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,5,2
01/01/2025,Anaheim Ducks,New Jersey Devils,Anaheim Ducks,3,2
01/01/2025,San Jose Sharks,Philadelphia Flyers,Philadelphia Flyers,0,4
01/01/2025,Calgary Flames,Vancouver Canucks,Calgary Flames,3,1
01/01/2025,Edmonton Oilers,Utah Hockey Club,Edmonton Oilers,4,1
01/01/2025,Los Angeles Kings,New Jersey Devils,Los Angeles Kings,3,0
03/01/2025,Florida Panthers,Carolina Hurricanes,Carolina Hurricanes,1,3
03/01/2025,New York Rangers,Boston Bruins,New York Rangers,2,1
03/01/2025,Washington Capitals,Minnesota Wild,Minnesota Wild,3,4
03/01/2025,Columbus Blue Jackets,Detroit Red Wings,Detroit Red Wings,4,5
03/01/2025,New York Islanders,Toronto Maple Leafs,Toronto Maple Leafs,1,2
03/01/2025,Dallas Stars,Ottawa Senators,Dallas Stars,4,2
03/01/2025,Winnipeg Jets,Anaheim Ducks,Anaheim Ducks,3,4
03/01/2025,Colorado Avalanche,Buffalo Sabres,Colorado Avalanche,6,5
03/01/2025,Calgary Flames,Utah Hockey Club,Utah Hockey Club,3,5
03/01/2025,Vegas Golden Knights,Philadelphia Flyers,Vegas Golden Knights,5,2
03/01/2025,Seattle Kraken,Vancouver Canucks,Vancouver Canucks,3,4
03/01/2025,San Jose Sharks,Tampa Bay Lightning,San Jose Sharks,2,1
04/01/2025,Florida Panthers,Pittsburgh Penguins,Florida Panthers,3,2
04/01/2025,Chicago Blackhawks,Montréal Canadiens,Chicago Blackhawks,4,2
04/01/2025,St. Louis Blues,Ottawa Senators,St. Louis Blues,4,0
04/01/2025,Edmonton Oilers,Anaheim Ducks,Edmonton Oilers,3,2
04/01/2025,Vancouver Canucks,Nashville Predators,Nashville Predators,0,3
04/01/2025,Washington Capitals,New York Rangers,Washington Capitals,7,4
04/01/2025,San Jose Sharks,New Jersey Devils,San Jose Sharks,3,2
05/01/2025,Winnipeg Jets,Detroit Red Wings,Detroit Red Wings,2,4
05/01/2025,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,6,4
05/01/2025,Carolina Hurricanes,Minnesota Wild,Minnesota Wild,0,4
05/01/2025,Columbus Blue Jackets,St. Louis Blues,Columbus Blue Jackets,6,4
05/01/2025,Colorado Avalanche,Montréal Canadiens,Montréal Canadiens,1,2
05/01/2025,Dallas Stars,Utah Hockey Club,Dallas Stars,3,2
05/01/2025,Los Angeles Kings,Tampa Bay Lightning,Los Angeles Kings,2,1
05/01/2025,Calgary Flames,Nashville Predators,Nashville Predators,1,4
05/01/2025,Vegas Golden Knights,Buffalo Sabres,Vegas Golden Knights,3,1
05/01/2025,Seattle Kraken,Edmonton Oilers,Edmonton Oilers,2,4
05/01/2025,Chicago Blackhawks,New York Rangers,New York Rangers,2,6
05/01/2025,Boston Bruins,New York Islanders,New York Islanders,4,5
05/01/2025,Carolina Hurricanes,Pittsburgh Penguins,Carolina Hurricanes,4,3
06/01/2025,Toronto Maple Leafs,Philadelphia Flyers,Toronto Maple Leafs,3,2
06/01/2025,Anaheim Ducks,Tampa Bay Lightning,Anaheim Ducks,4,1
07/01/2025,Buffalo Sabres,Washington Capitals,Buffalo Sabres,4,3
07/01/2025,Montréal Canadiens,Vancouver Canucks,Montréal Canadiens,5,4
07/01/2025,Colorado Avalanche,Florida Panthers,Colorado Avalanche,3,1
07/01/2025,Seattle Kraken,New Jersey Devils,New Jersey Devils,2,3
08/01/2025,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,3,2
08/01/2025,Boston Bruins,Edmonton Oilers,Edmonton Oilers,0,4
08/01/2025,Detroit Red Wings,Ottawa Senators,Detroit Red Wings,3,2
08/01/2025,New York Rangers,Dallas Stars,Dallas Stars,4,5
08/01/2025,Pittsburgh Penguins,Columbus Blue Jackets,Columbus Blue Jackets,3,4
08/01/2025,Philadelphia Flyers,Toronto Maple Leafs,Toronto Maple Leafs,2,3
08/01/2025,Minnesota Wild,St. Louis Blues,Minnesota Wild,6,4
08/01/2025,Winnipeg Jets,Nashville Predators,Winnipeg Jets,5,2
08/01/2025,Anaheim Ducks,Calgary Flames,Calgary Flames,2,3
08/01/2025,San Jose Sharks,Vegas Golden Knights,Vegas Golden Knights,2,4
09/01/2025,Washington Capitals,Vancouver Canucks,Washington Capitals,2,1
09/01/2025,Chicago Blackhawks,Colorado Avalanche,Chicago Blackhawks,3,1
09/01/2025,Utah Hockey Club,Florida Panthers,Florida Panthers,1,4
10/01/2025,Ottawa Senators,Buffalo Sabres,Buffalo Sabres,0,4
10/01/2025,Tampa Bay Lightning,Boston Bruins,Tampa Bay Lightning,4,1
10/01/2025,New York Rangers,New Jersey Devils,New York Rangers,3,2
10/01/2025,Philadelphia Flyers,Dallas Stars,Dallas Stars,1,4
10/01/2025,Pittsburgh Penguins,Edmonton Oilers,Pittsburgh Penguins,5,3
10/01/2025,Columbus Blue Jackets,Seattle Kraken,Columbus Blue Jackets,6,2
10/01/2025,Carolina Hurricanes,Toronto Maple Leafs,Carolina Hurricanes,6,3
10/01/2025,St. Louis Blues,Anaheim Ducks,St. Louis Blues,6,2
10/01/2025,Minnesota Wild,Colorado Avalanche,Colorado Avalanche,1,6
10/01/2025,Vegas Golden Knights,New York Islanders,New York Islanders,0,4
11/01/2025,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,5,3
11/01/2025,Washington Capitals,Montréal Canadiens,Montréal Canadiens,2,3
11/01/2025,Carolina Hurricanes,Vancouver Canucks,Carolina Hurricanes,2,0
11/01/2025,Winnipeg Jets,Los Angeles Kings,Los Angeles Kings,1,2
11/01/2025,Utah Hockey Club,San Jose Sharks,Utah Hockey Club,2,1
11/01/2025,Florida Panthers,Boston Bruins,Boston Bruins,3,4
11/01/2025,Buffalo Sabres,Seattle Kraken,Seattle Kraken,2,6
11/01/2025,Pittsburgh Penguins,Ottawa Senators,Ottawa Senators,0,5
12/01/2025,Toronto Maple Leafs,Vancouver Canucks,Vancouver Canucks,0,3
12/01/2025,Montréal Canadiens,Dallas Stars,Dallas Stars,1,2
12/01/2025,New Jersey Devils,Tampa Bay Lightning,New Jersey Devils,3,2
12/01/2025,Philadelphia Flyers,Anaheim Ducks,Philadelphia Flyers,6,0
12/01/2025,Chicago Blackhawks,Edmonton Oilers,Edmonton Oilers,3,4
12/01/2025,St. Louis Blues,Columbus Blue Jackets,Columbus Blue Jackets,1,2
12/01/2025,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,3,0
12/01/2025,Nashville Predators,Washington Capitals,Washington Capitals,1,4
12/01/2025,Utah Hockey Club,New York Islanders,New York Islanders,1,2
12/01/2025,Calgary Flames,Los Angeles Kings,Calgary Flames,2,1
12/01/2025,Vegas Golden Knights,New York Rangers,New York Rangers,1,2
12/01/2025,San Jose Sharks,Minnesota Wild,Minnesota Wild,1,3
12/01/2025,Detroit Red Wings,Seattle Kraken,Detroit Red Wings,6,2
12/01/2025,Ottawa Senators,Dallas Stars,Ottawa Senators,3,2
12/01/2025,Pittsburgh Penguins,Tampa Bay Lightning,Tampa Bay Lightning,2,5
12/01/2025,Carolina Hurricanes,Anaheim Ducks,Anaheim Ducks,2,3
13/01/2025,Vegas Golden Knights,Minnesota Wild,Vegas Golden Knights,4,1
14/01/2025,Philadelphia Flyers,Florida Panthers,Philadelphia Flyers,4,3
14/01/2025,Chicago Blackhawks,Calgary Flames,Calgary Flames,2,5
14/01/2025,Edmonton Oilers,Los Angeles Kings,Edmonton Oilers,1,0
15/01/2025,Boston Bruins,Tampa Bay Lightning,Boston Bruins,6,2
15/01/2025,Toronto Maple Leafs,Dallas Stars,Dallas Stars,1,4
15/01/2025,Detroit Red Wings,San Jose Sharks,San Jose Sharks,3,6
15/01/2025,Pittsburgh Penguins,Seattle Kraken,Seattle Kraken,2,4
15/01/2025,Washington Capitals,Anaheim Ducks,Washington Capitals,3,0
15/01/2025,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,3,2
15/01/2025,New Jersey Devils,Florida Panthers,Florida Panthers,1,2
15/01/2025,New York Islanders,Ottawa Senators,Ottawa Senators,0,2
15/01/2025,St. Louis Blues,Calgary Flames,St. Louis Blues,2,1
